,accommodation_size_pca,host_listings_pca,availability_pca,travel_touristic_pca,longitude,property_type_Private room in residential home,latitude,compound_neigh_over,city_life_pca,property_type_Entire rental unit,count,parking,host_since,mean_review_length,review_amount_pca,prop_of_eng_reviews,brightness,number_of_reviews,review_total_pca,compound_descr,last_review,max_nights_pca,name_length,compound_host_ab
0,-0.23461432507187455,-0.1639635718078793,0.09712061752756701,0.5847970926689265,-0.032140270502657546,0,-1.2070493427439162,0.8931654922173075,-0.679961826688517,0,2.454557475442823,0.09397312124527404,2.6836616640747253,0.8679031954557316,-0.04489338902006922,-0.10256943641945387,0.16463594330643294,3.2924802325787597,-0.34931657521866305,0.6709063634945287,-0.0670566222585944,-0.9135849035905229,-0.22065894372024217,1.4610970671814012
1,-0.5954753763709607,-0.16396357180788607,0.2893566356501793,0.5796286557993441,-0.0032533604291095078,0,-1.2000976293376682,1.602938044844473,-0.596960426312046,0,2.662690731072912,0.16764655472708892,2.6836616640747253,0.7767679156727345,0.0067851806978570595,-0.304282130523557,0.21718436023983737,2.53916595171588,-0.4432628128305265,0.5886331209395607,-0.06861676286238426,1.278351968025574,0.5453140220752976,1.4610970671814012
2,-0.8469150368552167,-0.16568780222188073,0.9190683961804071,0.027984883272508584,0.3538782599443791,1,1.001577281074631,0.4293561459087531,-0.7646987120712246,0,0.061025035696804515,-0.6918768358940848,2.259704832608438,0.24252251586072848,0.5291936360793669,0.1415828872507446,-0.7036961884695887,4.732147524894485,-0.26084657722671,0.5824002995338813,0.009390267327108816,1.278351968025574,-1.497280553379475,0.8465873505063795
3,1.6719476181002049,-0.1913739667453065,0.32373805127956257,1.0565774710706568,1.103390408816819,0,-1.3981093370067235,0.3885252756749477,-0.6419822546152247,0,1.1016913138472475,0.06941531008466907,2.2558389648443073,0.2108832746434909,0.6574113520859314,-0.20755191391046532,-0.4216781991298962,4.313639591081774,-0.4374100282438492,0.689293186641283,-0.06861676286238426,1.2962210186094008,-0.3057670510308577,1.4854712130754522
4,0.8805657076799598,-0.10618973800709744,1.1469350223506432,-0.29263662177175787,-1.1619967353433882,0,-0.18312923264591255,1.4484164281512701,-0.7675489502040059,1,2.8708239867030003,-0.9620127586607394,2.2519730970801772,1.718775029060957,0.31964108217093845,-0.5081233674838291,1.5922839413735752,0.32944406118476716,-0.020779171626052285,0.6624920545968613,1.663139307344362,0.5953571457104169,-0.6461994802733197,1.4796120433893825
5,0.8805657076799598,-0.10618973800709744,0.5693889376135967,-0.29263662177175787,-1.1619967353433882,0,-0.18312923264591255,0.012245579328682482,-0.7675489502040059,1,0.9976246860322032,-0.9620127586607394,2.2519730970801772,0.827751135219643,-0.1086106377036137,-0.8215011235903943,0.8309732975318445,0.4466262826523262,-0.37066004849961454,0.6045268155240431,-0.9672577506453446,1.1413559135495683,-0.5610913729627043,1.4796120433893825
6,-0.5954753763709607,-0.19078335796011675,-0.5610599841002328,-0.5729710504298704,-0.19686443627916006,1,-0.28695643610085636,1.5359460781135588,0.4294107376668798,0,1.1016913138472475,-0.2743940461638004,2.2313551356714822,1.3163416047604906,0.1875623248825295,-0.012063862179728747,0.6474449238356003,4.732147524894485,-0.5617662971963435,0.7083032919286051,-0.12166154339123955,1.312104619128358,-0.22065894372024217,1.3375857701990455
7,0.01682533541237144,-0.1627664889236487,1.0493340448614699,0.5852483321043056,1.3895083752595323,0,1.1206534042595226,0.2577197931894039,-0.5620173059976363,1,-0.459308103378417,-0.9865705698213444,2.1372856867443124,0.1646924855697634,2.336118123493669,-0.6285750075058086,-1.3282020400204657,4.6484459381319425,0.005017447999983607,0.5908146084315482,-1.040584359023468,1.3001919187391402,0.8857464513177596,-0.8324163147338405
8,-0.5954753763709607,-0.1913739667453065,-0.34791023650895975,1.276112454450138,-2.750604843494906,1,-0.020100340827885824,-0.8190415990841193,-0.8094652612722394,0,-0.459308103378417,-1.0602440033031593,2.124399460863878,0.5882336611661422,-0.2907580994962923,0.4365297723181719,-0.9031454838312297,-0.23972672880051948,-0.5195639749044298,-0.9000762718069647,2.788000682676852,0.5953571457104169,-0.39087515834147324,-1.6292633920393609
9,-0.8469150368552167,-0.1913739667453065,-0.18061996266711688,1.295879959572652,-2.773301701409843,1,0.01690071439900117,0.2577197931894039,-0.8094652612722394,0,-0.2511748477483284,-1.0111283809819493,2.124399460863878,0.4696907712154457,0.19387024188873034,0.5387649606084323,-0.668102925869208,0.19552152236469972,-0.385988051429995,-0.094795746193186,-0.848687064757315,0.9626654077113008,-0.7313075875839353,-1.6292633920393609
