words,sentiment_coeff
stores,1.0234789706221552
restaurants,1.0229175618864288
nearby,1.0579155215110219
quiet,1.0884999789002965
area,1.090861115798596
those_wanting,1.0520982161627255
safe,1.0732775628716367
sleep,1.0917658090654725
extra,1.0675279229224135
information,1.0437523912951487
another,1.102676084928498
full,1.0881978511683503
week,1.0818646289722635
serve,1.0239087233856836
ourselves,1.0739747322898354
breakfast,1.0721376979835415
website_hidden,0.9952544776312338
by_airbnb,0.9978620920833691
hurry,1.0561470116960652
get,1.0832597321099298
early,1.0570530066205617
cup,1.0365127417348872
tea,1.0501681343326228
can_reach,0.9984239014129364
aircoach,0.9739244771793567
airport,1.0460191921669142
nearly,1.0603876767045366
45_minutes,1.0032899392318473
easy,1.0689781197544463
directly,1.0387452027593669
feel,1.072529801270494
will,1.096190872276688
defenitely,1.0120998269284112
let_us,1.0381823670729002
hospitallity,-1.113683661583806
nous_avons,0.96021755675885
pass,1.002852733223555
4_jours,-1.0910014044272165
chez,0.9818005688360752
et,0.9361948651151043
nous,0.9573144558162711
en_gardons,-1.3188415011335817
un,-1.0337933341807934
tr_s,0.9497816020532229
bon_souvenir,-1.228134318349139
c,0.9548204972575649
t,0.9810695807613222
pratique,0.9475670652194647
la_maison,0.9528613566451402
est_tr,0.9592597912574354
calme_et,0.9395190993074567
une,0.9697140664941715
station,0.9885634259883392
de,-0.9947309358659246
toute_proche,-1.1900545480059244
permet_de,-1.0470202701072995
rejoindre,-1.23430730540687
directement,-1.053448280661192
le,-0.9734491943490187
centre_ville,0.9262763834901622
important,1.0612071318789629
encore,-1.1187538701732769
son_mari,0.9457385878884024
ont_t,0.9347774087931124
serviables,-1.2080682484512266
avec,0.9563475669785831
tout,0.9482951310015926
au,-0.9517050711931215
long,1.06532222383788
du,-0.9552766187932104
s_jour,0.9693247142692251
les_remercions,-1.2397830684902618
pour,0.9525289401640689
tous,-1.1188910300792139
leurs_conseils,-1.4649749320775665
la_mise,-1.3234546797825497
disposition,0.9791850956850023
leur_cuisine,-1.4564381073041297
nos,-1.0146417686103473
par,0.9547802625633308
dessus,-1.2921943140092114
pour_leur,-1.074719537080262
accueil,0.9486221401803824
en_effet,-1.2733901836975179
ils_nous,-1.0867192377558146
ont_accueillis,-1.3291587870508628
en,-0.9876188663455658
invit,-1.2630014044958946
beaucoup,-1.1035788068252557
qu,-0.9703242580663659
clients,1.0134784338735296
change,1.040188915435199
well_located,1.0618939713001017
transportation,1.0480954541910106
facilities,1.0872096954478985
genuine,1.0694434230879721
my,1.1001712451413834
felt,1.0886159703252527
anything,1.0730430270564457
better,1.0796910968018791
however,1.120507157914569
small,1.0993546662432712
other,1.0883499025664773
privacy,1.0623961154228116
other_than,1.0877325530940263
one,1.1211151612970989
bathroom,1.094695881054849
used,1.0930562100323644
household,1.1183558581521955
3,1.0147220925795963
4,1.0172587525488455
simply,1.1095772082455477
because,1.1103918298109436
words,1.0506148296013942
two_sisters,1.0346532197166642
who,1.0965456932807802
she,1.0692266162357773
sweet,1.0647129601762602
lil,1.0267561592661885
lady_who,1.0624750984909206
has,1.1045729854341444
gold,1.086832769388436
joke,1.085305583037243
i_guess,1.0912000152555759
lol,1.0725983594665354
holly,0.9742833302477968
cottage_sits,-1.3411490024253603
on,1.076635869589398
corner,1.0317547084769898
peace,1.062868387198975
tranquility,1.0499393742835301
theresa,1.0186278063361789
her_husband,1.0472442294472208
daughter,1.0539676258138817
tell,1.0611367878403293
places,1.0509762161702934
go,1.0493604408283064
spacious,1.0991066534147196
soooo,1.0247698510720267
if,1.0978947476137564
you_re,1.0784998982612855
visiting,1.0747620135351164
day,1.0840008622203325
two,1.0901337498206687
backpacking,1.0567313232906101
thru,1.0665182489267677
europe,1.0495108149248975
ll,1.0758985086893098
understand_why,1.1109064984816617
sometimes,1.077250255940692
want,1.0799659331473492
comfy_bed,1.068736656877058
remind,1.0911348952875215
relieve,-1.3009173056980146
some,1.1030568354144779
travel,1.07906939549824
stress,1.0381650867458991
far_from,1.0395122618556658
both_worlds,1.0435095783585056
countryside,1.0585222835582397
after,1.0854279520095942
can,1.079851568656717
then,1.0922601882299434
sunset,1.0631890111035416
renewed,1.0909179380453347
energy,1.0877917619642183
an_american,1.0832494158703478
graduate_student,-1.370676383513338
local,1.0577325910878526
college,1.0305995313255032
needed,1.08807660993833
temporary,1.1115476488521512
accommodations,1.0972537174908814
while,1.1191032665697778
looked,1.0845396176332958
apartments,1.0782740662656012
flexible,1.0291192017291886
arranging,1.029424445352371
once,1.0919151562207052
incredibly,1.0983650490395733
made,1.084644566194156
right,1.0688414409068974
modern_conveniences,1.0682626980250314
anyone,1.0946518639867773
could_ask,1.058223967021456
always,1.0889659581520181
made_sure,1.0487973493221094
guests,1.0995039718071746
taken_care,1.056814977646748
above,1.071864388119558
beyond_expectations,1.056747771449958
provide,1.0635080676373532
every_morning,1.0380742222221924
available,1.0872213734569216
hour,1.0209441611845915
highly,1.052540270698582
higly_recommended,1.036523859084952
gave,1.0466756971288613
lots_of,1.0731423107070495
advice,1.049171657607068
comfy,1.0870422800713397
adorable,1.011504258155038
live,1.0819639942913746
generous,1.0791407399429487
offer,1.074601200072631
happy,1.0938049327597232
leave,1.0655714960104385
alone,1.0705258102503667
chat,1.0295258939180754
depending_on,1.0250983511023806
what,1.1020113778106229
felt_like,1.084624416663539
kavanagh_family,-1.2742044304665217
over,1.095632982076792
super,1.0034058908315102
tidy,1.089177615675827
hot_shower,1.0488093299370682
brief_introduction,-1.5119954501351527
dubliners,1.0581081539254253
more_than,1.078874813988915
expected,1.073830124613687
mainly,1.1025588585304378
interested,1.0516031773051302
life,1.086560566102112
patiently,1.0151700834567325
sharing,1.076040538437319
insights,1.0384748748056634
fell,1.0621962164275771
away_from,1.0471346674913145
hereby,-1.1490168812013395
recomend,1.0103837887959035
ever,1.0759413234206656
need,1.087198526705487
services,1.01693603374929
sure,1.0864609501358258
youll,-1.32361986979985
excellent,1.071774598190594
watched,1.0412330414124358
drove_me,1.0121472251910109
rest,1.0497300703064918
settling,1.0814905001556416
nearest_bus,0.995269488048784
stop,1.0329184601805574
traveling,1.0847954675656177
lady,1.0645152176076993
grocery_store,1.030760339535051
showed_me,1.0091072152137914
around,1.0677091641211092
nearest,1.0051044176031456
guest,1.1017775606460585
others,1.0901916301514043
where,1.06972343240752
chats,1.0194625232808037
between,1.0857306280335246
tips,1.0363449507572982
will_definitely,1.0737693797808718
back,1.0865903362875993
extremely,1.1123599555680954
provided,1.0832378016857778
information_about,1.026790306266128
take,1.0578915081776543
outside,1.0875979157669449
an_amazing,1.0931748375464774
whole,1.1193782939072483
charming,1.0807773141291546
return,1.0723722995004008
visit,1.072596900395402
nicest_people,1.0373956239564401
beds,1.0893656405376433
confortable,0.9750411865056257
location,1.1096596349342822
suburb,1.034176105929683
15_minutes,0.9965207761150111
amazing,1.1112705751921954
interesting_conversation,1.0598035022474135
kindness,1.0601308837922896
patient,1.0376300798125033
cut,1.084585620986415
recommand,0.9934877673598981
accomodation,1.0628777846672415
go_back,1.056163818151649
thank,1.0276626682738148
my_boyfriend,1.0412605464962592
water_pump,1.081584061173056
noise,1.075771007483838
night,1.0994779429620514
no_problem,1.0570594055358338
earplugs,1.059168507817915
dundrum,0.984370552269094
chose,1.0291774240383262
my_mother,1.0608341922399567
girls,1.054742319032231
perhaps,1.1005890952880002
ve_ever,1.053234352271431
allows,1.036478230339636
traveller,1.062347707150868
insight_into,1.0421501764123702
country,1.0862177652270177
never_forget,1.0612150503514541
think,1.1093445725100544
absolutly,1.01564774404167
nothing,1.069181403652964
problem,1.0620988971547733
guided_us,1.0249728365093063
through,1.0890863360158574
highly_reccommend,1.0438389365170984
absolutely,1.1239324880059285
shopping_centers,1.0045556356678091
ride_into,0.9980680110428913
using,1.0782238803239628
luas_tram,1.0012658222871536
system,1.0502260259057385
hint,1.0616145802416925
being,1.1154394169564554
buy,1.0370728505588391
combo,1.0821934974927374
ticket,1.0001193194727866
kiosk,1.0074948122483776
my_wife,1.077397732888644
second,1.0825999737211764
out,1.0923548478690963
didnt,1.0416785238594175
crowded,1.0508766124966424
no_idea,1.0797496891530178
taxi,0.9909921240315684
johnnie_foxes,1.0289008403291913
food,1.0718419063752558
music,1.0527454319049232
drinks,1.0469779873366307
pick,1.024325304284748
reccomended,1.0500895127290537
anyone_interested,1.0634308861378345
most,1.1119994656023515
world,1.0941351932142442
did_wonders,-1.180174862103773
new_country,1.080377442872616
suggesting_places,1.0260477802012264
managed,1.0779024005074747
never,1.090823411646133
steer,1.0724203261799226
wrong,1.0540958329928283
addition,1.0958711151491904
perfect,1.101984464666751
spot,1.1022604884191984
cannot_imagine,1.106589087324418
bnb,1.043005517159062
relaxing,1.086524950907113
well,1.088510249224671
decorated,1.0549719456597524
eight,1.0561476927455802
total,1.016511549698006
among,1.0706649688002348
top,1.0129837988630457
arrived_late,1.0231462074395885
greeted,1.0345571070098236
big,1.085119588726548
received,1.0469577417020364
light_rail,1.019316143700963
brings,1.0615936775238564
into,1.0745823166524595
pretty_much,1.0446828055056614
main_sights,1.0074414828580438
walking,1.0519125927149247
immaculately_clean,1.0588985213604367
totally_respected,-1.1373001980927593
soon,1.050110637499333
my_sister,1.0435798071536249
fun,1.0920922239728503
private,1.0929557415645608
downtown,1.0458427554430396
20_min,0.9692567538610515
ll_remember,1.0372784145002345
conversations,1.0399803797296139
personable,1.058904735988207
4_days,1.057441940193869
inviting,1.076982733862783
public_transportation,1.0428111902978752
30_minutes,0.9999298192403905
make_sure,1.0550728845180137
drive,1.0310960712065322
giants_causeway,-1.0412204539881198
north,1.0295672650429752
shore,1.0077990194291517
breathtaking,1.0541329718347938
reservation,1.0454845950638711
canceled,1.0408021842511521
2,1.0136523266995467
days_before,1.0413226287591184
arrival,1.055639445531475
an_automated,1.007102379910117
posting,1.0502301159102638
biggest,1.082866732265074
contribution,1.0271904250665198
chosen,1.0819341811712295
airbnb,1.0495092598002538
first_impression,1.0982678388920957
greeted_us,1.029003277141489
warmly,1.0195878855924918
interesting,1.0611509951756348
allowed,1.0648206792556665
cook,1.0541658547421195
been,1.0945833232536577
missing,1.0749320288653954
cooked,1.0332659443997916
year,1.0764365719243856
interesting_places,1.0180826060731674
clear,1.0716653790762483
direction,1.0130142040006886
how,1.064341897265817
move,1.0700456258292368
no_doubt,1.0580600266774074
choose,1.063032487348103
holy_cottage,-1.169032731600869
truly,1.1101909985767047
dear,1.0211457051204074
sending,1.0232449815817874
last_day,1.0425792920528032
missed,1.0695465709912952
flight,1.039462971305929
send,1.0393259384113358
curry,-1.060480738718418
recipe,1.0083771535424693
d,0.9970661706253972
although,1.1000140987085472
really_enjoyed,1.0824600689990458
wish,1.0775084049356745
stayed_longer,1.0228679598002943
friendliness,1.0631277976321845
large,1.0844970758694836
spent,1.0573529499797818
teresas,1.0153555010986697
arrived,1.0627584352352355
late,1.0560764126186948
welcomed,1.0392617780109064
already,1.0858586658454301
turned,1.0704566217920868
hot,1.0760863391048503
blankets,1.052605288236328
overall,1.1195888932119318
definetely,1.03178387385844
bus_stop,1.0340076279468309
front,1.0423956961774161
10_15,0.9896830820823476
minutes,1.002055548024818
goes,1.0413348664909
convenient,1.0875046356400488
having,1.1109299615891723
providing,1.0509275299640108
mornings,1.0607341476723617
decor,1.0754501904417155
feeling,1.0833502533357662
would_definitely,1.0876521411419084
hughe,-1.2301116210299592
finding,1.0579283100903039
tastefully_furnished,1.0537075291871358
without_being,1.0316782983918176
pushed,1.0809448005290385
company,1.0771676619707962
appreciated,1.07856152550123
vous,-0.9616933517945419
avec_beaucoup,-1.0655436622320222
b_b,1.0033404644637183
est_id,0.9431106590300334
alement_situ,0.9338383692838994
pour_visiter,0.9370066438344178
si_vous,-0.9774664409394178
vous_tes,-1.123419168752956
moins_de,-0.9408480691503966
15_mn,0.9261175860793641
pied_du,0.9351068396325909
plusieurs,-1.162812033883359
malls,0.9861692920057464
le_tramway,-1.0696863139003163
centre,0.9932077586964629
tres_calme,-1.168007087343642
son,0.9890851510895461
des,0.9538305207699054
oiseaux,-1.3823104900994876
ideally_located,1.031672671506028
under,1.0596626411518133
several,1.0624471451566815
15,0.9824199248652873
b,0.9952948813819942
waking,1.0764307474338684
sound,1.0793862901319378
birds,1.057335542560453
knew_how,1.0186583579740458
your_hospitality,1.0426956484294603
talk,1.0542355755082105
his,1.0756299804508718
right_across,1.0271478623286119
raise,1.0832347726262954
hand,1.0535734785953645
don_t,1.073024904211613
automatically,1.0739209341507683
stops,1.0163320646221286
united_states,1.037513264632101
hospitality,1.0874221710310525
snacks,1.036010122196516
apps,1.0204874784289912
maps,1.0249555358665297
navigate,1.0297183468112847
worried_about,1.1166245323688522
getting_into,1.0367577166198085
everyday,1.050945482882307
surprised_by,1.0933089846989748
accessible,1.012382555224659
re,1.017443304949226
luxurious,1.0736233239311543
weather,1.064470133988058
little_chilly,1.0703239657509476
heated_mattresses,-1.1496923214952985
everything,1.1026772979332855
thoroughly_enjoyed,1.0709393531621212
luggage,1.056822975784011
delayed,1.020926373570961
called,1.0395817898997595
website,1.0333409937164098
track,1.0824297805211325
know,1.0868659489600256
done,1.0922281432181364
without,1.0783297564517955
telling_us,1.0303280387759524
spend,1.0693357656455547
friends,1.0780001369462289
6,1.0176673585657612
nights,1.0707708872100732
helpfull,1.0219140924468497
every_way,1.0597524740227662
possible,1.0326028874673119
meaning,1.0806108852369287
public_transport,1.0425808005599846
little_bit,1.06794312837079
dont,1.0112431673621773
notice,1.0738702296992537
haha,1.0989293970316198
my_daughter,1.0741935108968195
accomodating,1.0491408065750991
making,1.0853033521783084
looking,1.0880976155051711
homey,1.0842505001997078
both,1.106780818260479
luau,-1.0783459245059948
no_words,1.0267957295244912
describe_how,1.028146346183719
firstly,1.089098324995556
glad,1.0623267172570603
confirmed,1.047406216469141
spontaneously,1.0441742098840514
7,1.0084494898319605
weeks,1.04637069607984
say,1.0845514487662258
happen,1.091495623423345
saw,1.0719599888841997
care,1.0638658270437498
each_day,1.044602481636318
beside,1.0486316770239714
liked,1.072800987189547
other_guests,1.0799347617124202
may,1.0932062282301518
working,1.0861498925116286
daily,1.053167058951177
business,1.0679695998637984
even_better,1.058187666107774
my_parents,1.0598134609962755
worried,1.0910762474448916
fam,-1.3015327404396568
more,1.111537869643585
miss,1.0505107464191779
still,1.1016773356872516
cannot_believe,-1.143242229544468
quickly,1.051028426773541
im,1.0278917445400284
ve_never,1.0702783548492707
switch,1.0562856851346363
often,1.0829529095295252
towels,1.066004663942709
sheets,1.0758637203942738
should,1.0950999169319195
warming_up,-1.0869865058337773
take_care,1.048783880001247
hugs,1.0014518289592296
myself,1.0920423708891784
friend,1.049575993818154
double_bed,1.040647491464732
worry_free,1.062282583408045
unfortunately,1.081015560112641
airlines,-1.124697067867575
lost,1.0482107254362758
forced,1.063867542100561
shipped,-1.1527134551576816
did_not,1.0815381104965005
hesitate,1.0253272793728896
communications,1.0394762158770388
airline,1.0256160794694629
drop_off,1.017335116871779
times,1.0783547415919306
present,1.0583798251842684
delivery,1.0360922854153354
allowed_us,1.0343761185801186
adventure,1.0685769679458486
rather_than,1.0787510267470062
wait,1.0357886866409802
arrive,1.0236764505209917
cheers,1.0502065177916466
jeff,1.0185728997828598
choice,1.0778708866398168
somewhere,1.0681235255735453
few_days,1.0877227542051617
fabulous,1.1026523462844966
before,1.0836650765203082
flown,1.0577294145521623
given,1.0908210877739448
ideas,1.0247664543425221
answered_any,1.0081934026733093
queries,1.031719426864404
quite,1.1223997413589373
freezing_cold,1.0518987387353171
husband,1.0260388224978256
showed_us,1.021557614918449
switched_on,1.0405096658090272
electric_blankets,1.0521003437138783
thoughtful_touch,1.0704530635557064
plenty_of,1.0760900358424934
whilst,1.0814722807541124
went,1.0626850549776763
warmed_up,1.072068701844231
pretty,1.1059165726489903
exploring,1.0607466955803837
tour,1.0165850880281178
museum,1.0167212374552124
trinity_college,0.9948507919862624
leprechaun_museum,0.9861777816152384
live_music,1.0245695914138973
temple_bar,0.9965659110247743
including,1.0704540111131458
incredible,1.0978825208366183
twist,1.0866329152286671
sons,1.0646976428566939
thought,1.0917936123459446
noticed,1.1014993243145117
spoke,1.0554132643429393
either,1.0657272309868624
friendliest,1.038130294591921
funniest,1.0264519973636343
yet,1.0777697836378684
met,1.033317561398439
everyone,1.099803979521802
another_guest,1.0800609262674945
gill,0.9964364286542176
lea,-1.2542342572896714
each_other,1.0405741079210473
pleasure,1.0533559847398029
meet,1.0490311411546416
helped,1.0665478207101666
any_queries,1.0318453893156025
acommodating,1.0042029610369652
put,1.0877896764823045
ensure,1.040775125381997
character,1.0653692008052675
old,1.0798261973383336
charm,1.0649314463312152
fab,1.0623261040534957
via,1.0111803318944734
guys,1.052849345560164
t_wait,1.0375312277324407
informative,1.0646009651236168
slept,1.0647832027922737
came_back,1.0464968480392989
thoughtful,1.086090126320994
suggestions,1.0435179947866462
my_mom,1.0510171609560202
sister,1.02272130847882
during,1.103055368912332
going,1.0928845978644246
dada,-1.425596237656698
elena,1.0044497994526411
summer,1.0701274828794123
folks,1.096967024466911
enjoyed_talking,1.0400151725805127
pleasant,1.1011358686451764
cinch,1.027267435371868
gets,1.0649758154276554
15_20,0.9884063202211761
min,0.952150528165309
here_again,1.0615412428536513
idea,1.0505781047935419
quiet_neighborhood,1.0505202032877141
25_minutes,0.99311822379916
itself,1.1092763832051602
homey_feeling,1.0854762064642967
looks,1.0585201854827178
terrace,1.049837598194776
inner,1.0598474351789533
awesome,1.091535406589045
own_private,1.0447111521022054
key,1.0627760343443062
shared_bathroom,1.0553638694086283
size,1.081478292999352
each,1.0711267607956154
an_electric,1.0647514485631748
blanket,1.065467581478097
exactly_what,1.0658480051697952
started,1.0737953678790833
coffee,1.0593249757640215
cereal_jam,-1.08442230938817
info,1.0147163453855954
details,1.0611988691796064
sunny_days,1.0759917058281852
fell_asleep,1.087291799777633
reading,1.088241503258278
deck,1.0704294235376741
south,1.0322118149968469
easily_accessible,1.0401120836511533
taking,1.0698594022006171
piled,-1.146870842012581
fabulously,1.077540967699374
soft_linens,-1.0838726174248559
hard,1.0907556666809817
cab,1.0286588543907547
showing_us,1.0153014903538269
hoping,1.078639498219599
sun,1.0422534063149733
shine,1.0471612656436402
open,1.087388360289544
air,1.0246157016243578
concert,0.9992948704532706
crossed,1.0125264836428252
fingers,-1.3828288540555986
dutch,-1.4723448611341456
win,1.0705418263846398
mexico,-1.127331197383476
advising,1.0099069205776312
travel_stories,1.0512012421135934
helpfully,1.0145296963361032
many_ways,1.0614527509380132
bad,1.0644561805495165
bus_stations,1.0071077056198576
brings_you,0.9883676553939177
within,1.0451288823455926
15_min,0.9617890577661755
awaiting,1.038843742507671
come_back,1.057043688152807
24_days,-1.1492438376757115
before_arrival,1.0580401970405948
type,1.0672412815636665
setting,1.0796930883270028
lay,1.070576627294802
heads,1.0733901676709627
sightseeing,1.0419731208816132
music_festival,1.0166235908080878
transport_links,1.0266745956344525
seems_like,1.1127528220386227
lots,1.0280996325303176
explore,1.058002744184396
mountains,1.0222309534176222
coastline,1.0051288909268274
didn_t,1.0820205676294923
chance,1.0356639842129836
necessary,1.0643919618643318
move_freely,-1.165495115083505
advised,1.0524802615691458
district,1.0223150666886556
complied,-1.1821794762320157
ad,1.0337216430861307
easily_reachable,1.001958259501179
open_minded,1.0101457522463237
meeting,1.0652841320609043
everyhting,-1.1124668127303332
journey,1.029429822891298
airbnb_experience,1.0570433601047486
despite,1.0717312841633475
confirming,1.0147732249659223
plans,1.0294944715920233
24_hours,1.048467549066569
showed,1.0383192314746446
three,1.0753027223294294
show,1.0381913276798989
worked,1.0750540081106184
hot_water,1.066537336439119
genuinely_interested,1.0558113510075955
throughout,1.0876409760715566
flexible_regarding,1.0118766367155057
check,1.045159476699735
graciously_allowed,1.0051589609693667
store,1.0337010014275734
our_bags,1.0291550799888278
saturday,1.038390938983279
thing,1.096166145751694
questions,1.0195844568443841
start_discovering,-1.7162703673791204
willing,1.0376736069727353
suggestion,1.02228630864438
useful,1.0534417903461268
peaceful,1.0741563209905742
km,0.9535131851012753
direct_bus,1.0074134508163024
access,1.0832701608457913
highly_recommended,1.1072584357410498
attend,1.0056338981036754
web_summit,1.0048029614633955
nicest,1.0381420060590545
relaxed,1.07703504423226
waited,1.0140854032870883
heated,1.0780413842643208
pass_un,0.9622026490216417
agr_able,0.9538702487073141
bien_accueillies,-1.058703302882977
ce,-0.9998452901001602
couple,1.058754061329353
charmant,-1.004424395305827
est,0.932858289031462
jolie,-1.0707018131185817
bien_entretenue,-1.1705619491957304
ils_sont,-1.1076375574223916
souriants_et,-1.4823741462242712
aux_petits,-0.9984858085539631
soins,-1.1209379005624558
leurs_invit,-1.366993528091473
nous_sommes,0.9537944339442646
es,-1.0979141146088647
1_semaine,-1.2303940145498793
le_quartier,0.9373602273163669
calme,0.9464247795386758
un_peu,-0.9731921593465157
loin,-0.9901357918734331
malgr_tout,-1.2873400227260232
du_centre,0.9311249888302099
du_tramway,-1.0549047414931128
20_minutes,0.9964534283488542
pied,0.9309171144232933
ce_qui,0.9516800080894449
