words,sentiment_coeff
without_hesitation,1.0460780581125149
tourist,1.0471428642590026
board,1.0714210429532955
promotion,-1.1685247693076466
than,1.0622781145017057
future,1.0642151291269424
airbus,0.9789398375484158
5_minute,1.0136421564263804
instantly_felt,1.0446613478518403
kindly,1.0424775367850518
help_whereever,-1.4042340197892047
traveler,1.0658314179298156
manage,1.074236826691553
enjoyable,1.0699592168959124
him,1.0666196157439334
means,1.0731269371899166
tranquil,1.022359881865676
birds_chirping,1.0400238363528846
fantasic,1.0422598569772674
straight_into,1.0099380669958473
central,1.0728177548038016
pamphlets,1.0316641171222642
dulbin,-1.2002930365173612
year_old,1.0408329467542359
o_clock,1.032350828794113
teresa_hughie,-1.2217686032366202
from_australia,1.0495222558982684
honestly,1.094999242615678
cannot_describe,1.0343618347699117
went_above,1.0368455839595354
sitting,1.06166032342679
laughing,1.0699696840896762
entertaining,1.0708738858871445
beautifully_decorated,1.0588201808170599
bright,1.0754932396573151
moment,1.0177939407358159
felt_completely,1.0530163192967283
listening,1.0559929486925062
australia,1.029223505033433
warmly_welcomed,1.0263477967107395
immediately_felt,1.036625334088284
spirit,1.0837098774613707
encouraging,1.0604310678187827
supportive,1.0572332241418037
folks_who,1.0670832921581113
wanted,1.069172480950961
say_enough,1.0254594367200753
next_time,1.0501045501597128
will_surely,1.0493893294360865
comforts,1.0640238283111856
transit,1.0234904571507648
15_minute,1.0282248525723214
closet,1.0495006116815053
keep,1.0796951223450075
thanks_guys,1.0464646710416659
2_months,1.0729873935110203
call,1.059531627058494
recently_stayed,1.0271413140453087
courteous,1.0626206153044822
considering,1.0902787900535618
accomodations,1.0846185542355293
first_time,1.062673271068724
memorable,1.058307194040753
ve_been,1.0699445935590093
impressed,1.072882691154731
nature,1.0455873913767193
required,1.0659895482941875
meander,-1.0161382402936667
pleased,1.0748428394805127
same,1.0751569066104292
kavanagh,-1.0257270595232124
yourself,1.0690886775669115
doesn_t,1.080512651137885
luxuries,1.1013992099791576
5_star,1.0664842763467415
endearing,1.0502529870887336
eager,1.0430029400611587
nasty,1.0995877493968087
luck,1.0714620278829705
little_confused,1.022888985061065
street_names,1.0350732389116495
neigborhood,0.9812593697916077
internet,1.025677363438927
showers,1.0693845167864282
cold,1.0697588067506838
bottles,1.0454924239042054
lastly,1.1093244533300113
gorgeous,1.0893160787197127
4_miles,0.9990133515125862
tram_stops,1.0026110070519456
miles,1.0094361763269901
coast,1.0302932511084455
open_arms,1.0157044509305846
huey,-1.2529055730200054
anyone_looking,1.0511502169915077
spent_three,1.021020545804308
spending_time,1.0823247443998394
learning,1.0529972850286902
adjusted,1.0682881225339078
kavanaugh,-1.6661877292964726
give_advice,1.0248252933785535
spending,1.0503855172815169
interact,1.064098092535911
whether,1.0599219105042865
6_weeks,1.0679886057044745
opened,1.0672829876119807
advises,1.017799086689937
reservations,1.0566653795841625
keys,1.045031786965504
gives,1.0452301892935867
trust,1.082452590886454
parked,1.0229066421153648
deli,1.0148285753224928
four_nights,1.0443072805259663
wide,1.089335805866323
few_nights,1.0843179698810126
kind_regards,1.000233749042719
my_girlfriend,1.0419076589695218
flat,1.0976994989643634
calling,1.0447937997937329
real_estate,-1.1170830399977063
agents,1.0772737355148791
antique,1.0720956418861434
wooden_floor,1.0748229860109713
merry_christmas,-1.4333670442733633
living,1.0918632979912317
seven,1.0473127308548307
ten,1.0036482123904245
min_walk,1.0057798377434106
themselves,1.0978468306946143
understanding,1.0563260216665058
schedule,1.0499098669950253
moved,1.074561916660897
own,1.0954138818630725
ours,1.1006462228118428
destinations,1.0266502255229042
get_acclimated,-1.1681705436126049
gluten_free,1.0182926630059106
sufficient,1.0708268597519317
an_assortment,1.0116264212917434
jams,1.0063095925576702
spreads,0.9879759059812239
kinds_of,1.0097282288976008
interacting_with,1.059776010690563
real,1.1077383734644597
stark,-1.0832380382104743
easily_reached,1.0107959204877703
creative,1.0918952093859804
sight_seeing,1.034599579180546
catching,1.028406936285127
suited,1.0579425824019066
aesthetic,1.0735122498618463
would_happily,1.061108543360993
absolutely_delightful,1.0573032733096202
rob,1.0146635141919176
kathy,1.0176557411135345
my_fianc,1.05891262614368
two_weeks,1.0544460555877861
permanent_accommodation,1.0716882596435462
15_mins,1.0132281426396397
anyone_planning,1.030188867498208
be_dissapointed,-1.043346630718307
colman,1.0025859109998532
alex,0.9953202054523665
communicate_with,1.0565681568312033
easygoing,1.0621121305475882
quiet_suburb,1.007545522218619
restaurant,1.0088629144683732
precinct,-1.0692796561167803
difficulty,1.094521190799922
weary_traveller,1.1005242994360898
hopefully,1.0652187167200273
first_choice,1.0455457330330418
?,1.0459563185840086
round,1.0336806110392427
toasty,1.0666215434383182
electric_blanket,1.067143744592183
only_issue,1.0665015335803933
house_rules,1.057523117210226
early_morning,1.042717436857291
asia,1.0686248119288768
plane,1.0421978572942685
taking_showers,1.0652445079493273
5,1.0114719103866998
mentioned,1.083114034109183
have_chosen,1.0432928693427528
begin,1.0593116832261575
absolutely_loved,1.0627744055649584
ve,1.0677157109647428
sweetest_couple,1.0554543156066705
imaginable,1.0771754599298284
into_town,1.0364404777208365
prior,1.054458795799535
spread,1.05292967428146
soaked,1.0724099657894284
due,1.0546309691852505
typical,1.0679304340445013
dry,1.0623040665099335
clothes,1.0594316436625402
huge_collection,-1.1112661400773804
impact,1.1002447174838048
marlay_park,0.9916427588400589
concerts,0.9959066592444723
stroll,1.0193794613302007
guinness,1.0046964380394243
much_cheaper,1.0289066235674755
huge_amount,1.0887287070305702
festival,0.999412925650437
openminded,1.0313479403520307
always_willing,1.0233223032277587
takes_about,1.0099293728814167
20/30,-1.2102332346781566
last_night,1.0477951733049575
well_equipped,1.0816623647279862
occupied,1.0994209275461237
zijn,-1.1730060476681425
je_echt,-1.4763746672859606
een_geweldige,-1.2695029677157799
koffie/thee,-1.5559343906189358
en_kregen,-1.3959194051179074
meteen,-1.3921669625918096
kamer,-1.2987220158542327
basic,1.0667579431503242
goede_bedden,-1.3580974772338739
en_lekker,-1.5242018541311542
prima,-1.2227751190623468
ruim,-1.6165469837622797
voorzien_van,-1.402537995710319
zowel,-1.4902888755627575
brood_en,-1.8710306837221764
verder,-1.328884298144768
huis,-1.2345856880077715
en_schoon,-1.324101921596341
komen,-1.4622296003389057
terug,-1.3592377799813178
my_sisters,1.0243516074342018
our_phones,1.0557666409572424
phenomenal,1.044967244086659
have_imagined,1.0532243878395637
everywhere,1.0582189946408458
been_happier,1.0274943648651647
cornflakes,0.9743016123464318
fresh_milk,1.031536400886945
waterfall,1.0316989913390306
luas_metro,0.9913807262408552
8_km,-1.2300719956688875
fantasticos,-1.4256282051541331
nos_han,-1.2426958257278133
explicado,-1.5894421933802287
como,-0.991343888015497
diferentes,-1.4558550304421705
puntos_de,-1.2230933298239155
interes,-1.3902910863194744
han_ayudado,-1.231743013854621
la_reserva,-1.361409093452882
excursiones,-1.3864791961992873
el_lugar,1.002655343234439
es_hermoso,-1.1844104706721035
bien,0.9397888646329972
un_poco,-1.0223514203334434
lejos_del,-1.1334623384314795
centro,-0.9847353348747636
llegas_en,-1.2259781588630092
10_minutos,-0.9851835725679146
cuenta_con,-1.1862444860988774
pasar_una,-1.2813855604251196
buena,0.9974054456892665
estadia,-1.4286154506501245
sin_dudas,-1.1534772247961904
maison,0.9504160394754902
proximit,0.9294852386650417
un_vrai,-1.102603562652233
atout,-1.3482124108028504
bon_moment,-1.017353462781866
elle,0.9631168322335343
sont_tr,0.9468207860252866
chaleureux_accueillants,-1.5967799774005034
galement,-0.9612954545474542
bons_conseils,-0.9868616972130847
vu_sur,-1.307388548181249
le_jardin,-1.177905965582427
c_tait,0.9700014786732922
deux_pas,-0.9665351058078905
id_al,0.9428370319599149
pour_se,-0.9541537235897792
rendre_en,-1.0752326780001984
se_sent,-1.0393093968007983
suite,1.0285258270212074
comme,-0.9550996567156663
je_recommande,0.9366805700735499
vivent,-1.2506823612776181
superb,1.0953410883269041
improved,1.059257473078732
howth,0.9943785346432512
leap_card,0.9985717992446294
detailed,1.0382079671609483
tours,1.0224193890032005
well_connected,1.025920543495571
sad,1.0505544351873488
hij_gaf,-1.6114929262980962
zeer_goed,-1.3387043890809154
te_gaan,-1.4058838731901937
eten,-1.3644135392788628
openbaar_vervoer,-1.3820688930637566
naar,-1.0294503982485181
de_buurt,-1.1770514589384113
het,0.9797290013530494
zeer,-1.2970311319342698
het_ontbijt,-1.347168256869133
veel,-1.2184827231560342
geen,-1.2286629475227424
zeker_een,-1.3922903991039803
every_aspect,1.0753700395471348
offering,1.059552282730583
find_ourselves,1.0447507987426963
d_une,0.9547686915027838
tasse_de,-1.2073664948417793
th_et,-1.1545215751528184
nous_ont,0.9333417402295885
communiqu,-1.18544548657099
plein_d,-1.044561115207612
ce_qu,-1.079139639295886
il_y,0.9405491240103113
visiter,-0.9403482769742063
du_quartier,-1.0387729732958788
utile,-1.3967098261524897
les_moyens,-1.2108846345833366
disponibles,-1.244569112822095
sans_probl,-1.095940112627855
s_curit,-1.3029698991899907
amical,-1.102786187746124
direct,0.9896589071252212
stata_molto,-1.0044505083314978
cordiale_e,-1.2619785826079886
mi_ha,-1.2239648378049293
fornito,-1.3152328277387504
un_sacco,-1.5305822264449584
di,0.9722716435626456
informazioni_su,-1.6257442680735419
quello_che,-1.3909062692867966
si_pu,-1.3366628446976707
visitare,-1.4176161794714763
dublino,-1.2002935952485687
convenience,1.0689118520106724
vibes,1.0600748929745472
vintage,1.0277257922422007
irish_charm,1.0686838555759657
useful_tips,1.0247603605700393
upon_arrival,1.0552571219838054
closeby,1.0048114567287825
her_partner,1.0211446021013273
arriving,1.0482336411760917
wine,1.0381069478188043
double,1.0502826421895295
ever_decide,1.024292392028268
honest,1.078394174251879
agreed,1.0606062535148424
lengths,1.0515631748722345
craic,1.061723314472971
personality,1.064828480734491
respected,1.0416065251300688
links,1.013210008819502
church,1.0111567903907426
selection,1.0385737509106174
cross_buns,-1.0551205095148999
weather_permits,1.069312115404291
marvelous,1.0583425828696247
removed,1.1020705708204628
breakfast_fixings,1.0565339664862403
let,1.0779075792519146
evertything,-1.1350465247097798
course,1.074958912373855
6_km,-1.2043095300736615
12,1.0042652012293056
spare,1.0802429976882617
cupboard,1.0606584869266908
spread_out,1.0678603358125651
roomy,1.0691360369653695
fresh,1.0555393103904278
preserves,-1.0097754853635073
hem,-1.5565016555673454
tres,-1.0301170293902564
hem_estat,-1.5691576904658557
molt,-1.2494904723737779
gust,-1.578355327069178
una_persona,0.9828310399478872
molt_amable,-1.3606456993038742
encantadora,-1.2081227692811456
sempre,-1.4374744523051302
ajudar,-1.5811357973309519
ens_ha,-1.522716002616765
molt_b,-1.4582021388311763
sobre_qu,-1.4077213335649
pod,1.039661471891922
em,-1.3185952472219127
visitar,-1.1963823015968313
dies,-1.3448408016606823
el_lloc,-1.583250931814271
molt_net,-1.4745785072439208
base,1.0446461615666358
amb,-1.3743460347007534
melmelada,-1.711530937907794
amb_una,-1.6656755471716762
smoking,1.100771764306653
shelter,1.1049036957238694
generally,1.0955086526749507
dinner,1.0506837830753195
returned,1.0592192419241095
mass_transit,1.0302669000887605
reasonable,1.0562520194917369
street,1.039330446360173
bonus,1.0428029802969747
hue,-1.2012608147407824
each_morning,1.046601834193872
assortment,-1.2356309143503368
breads,1.011881722948437
converse_with,1.0519359140501852
self_serve,1.0676361605774387
facilitate,1.059666712162308
prompt,1.0427955446799138
boys,1.0367843933698417
reported,1.086430287258965
gastfreundliche,-1.4982660011894253
liebe_menschen,-1.4441672717886513
sie_haben,-1.2252206648952992
alles_getan,-1.463677868668254
g_ste,-1.2351170015139235
einen_sch,-1.0988573198136722
nen_aufenthalt,1.0197392518118324
genie_en,-1.3246596809347349
sie_sind,-1.2898423040436164
sehr_hilfsbereit,-1.0086581259491818
fragen,-1.2014928686573725
und_problemen,-1.4741429375926718
kann_man,-1.0595126526749348
jederzeit,-1.1375905216954403
gastgeber,0.981075381598305
wenden,-1.1317730344012358
sauber_und,1.0412475176438474
tlich,-1.194653784935348
unser_zimmer,-1.1201523243526446
war_zwar,-1.1549818108609435
klein,-1.2511360758971553
sehr_gefallen,-1.2441510962592361
das_bett,-1.0505160863485141
war_sehr,1.0230876465561252
bequem_und,-1.172139142325917
mit_einer,-1.2570138116006242
decke,-1.4729633161387743
ausgestattet,1.023246615983137
wurde_auch,-1.401153432166688
die_einrichtung,-1.2254370946548385
hat,1.0249942930771405
den_angaben,-1.3434731630192769
entsprochen,-1.2598703975931338
das_wlan,-1.5728057841040592
super_funktioniert,-1.2621098225801135
schnell,0.9871040370870829
obwohl,-1.2828152952379497
mehrere,-1.1776600471261538
der_nachbarschaft,-1.393303203845396
ffentliche_verkehrsmittel,-1.158255259697792
mit_denen,-1.450679842018247
man_schnell,-1.2325975099105002
die_stadt,0.9618451678913718
oder,0.9866358269464206
das_meer,-1.3461251913199357
kommt,-1.3611664889340247
au_erdem,-1.171340726297544
sind,0.9784052023542043
15_minuten,-1.0296918531703922
fu_weg,-1.0435041287716322
verschiedene,-1.2958413510186013
pub,1.0012975967597277
ein_gro,-1.4026853137857538
einkaufszentrum,-1.3138473129300543
erreichbar,-0.9694228598775397
auch_ein,-1.2391011702901853
hin,-1.2504483483347668
einen,1.0056691103844202
ist_man,0.9628864627359575
nicht_wirklich,-1.353246517699878
schneller,-1.3321300473438473
es_war,1.0331745765135247
ein_sch,-1.20041290492853
ner_aufenthalt,-1.3599278913895538
wir_waren,0.9895631044100633
mit_unserer,-1.5247963729263048
wahl,-1.2499494203588764
sehr_zufrieden,-1.1820748535899086
sehr_freundliche,-0.9818517705176459
aufnahme,-1.4565309069196983
sehr_hilfsbereite,-1.2133054290764638
sehr_gutes,-1.3024822439385069
ck,0.9964166607496145
gem_tliche,-1.2288041462320367
saubere_zimmer,-1.3978159649681856
empfehlenswert,-1.0697415324743083
kindest,1.0310108870816228
weekend_getaway,1.0845076428747455
breakfast_items,1.0510466604227686
trolley,1.0557334671008318
actually,1.098110958319906
until,1.0676926470156394
ideal,1.0556518808993816
short_drive,1.0252695558764227
knowledge,1.0321173329077953
fall,1.0618697448019423
yes,1.0885572519922389
obvious,1.1036851277077577
no_complaints,1.0745602770815408
tiny,1.0898168949359248
issue,1.0791902488375948
paper_thin,1.0710009082944543
walls,1.0747670980720458
rented,1.0617710885727796
hear,1.0549516328509283
hardly,1.0861075460173617
fault,1.0854145203849497
recommendation,1.0468538344197547
ne_wohnung,-1.2076460967186555
liebevoll_ausgestattet,-1.7397563075990727
direkt_vor,-1.0027308980784735
der_haust,-1.1009947256716388
gab_es,-1.112478927914568
eine_bushaltestelle,-1.209786946699162
bis_zur,-1.0074353322438472
es_nur,-1.3368743701154844
ca_15,0.9708701305812041
minuten_zu,-1.0135791312562379
fu,-1.0290055742770112
netter_empfang,-1.3358292825900102
umfangreiche,-1.437773298754271
und_ihrem,-1.0573005770334465
mann,-1.0883340921327302
noisy,1.066489500125758
7_days,1.06913674051255
costs,1.0184941755778092
talking,1.054631733144528
intelligent,1.039619011355708
advance,1.0566394848260356
detailed_information,1.0253941683457177
public_transportations,0.9905751878690566
shopping_malls,0.987716298955504
those_who,1.0557095924722302
right_next,1.0452387124574212
vice_versa,1.031281737410966
dart,0.9884182168118713
sea,1.0192292331906083
little_farther,1.02275347034674
my_partner,1.0559280161663493
heading,1.0389264578564033
laid_back,1.0394770637380149
heartbeat,1.054012084280308
sehr,-1.0051901154962488
tliches,-1.3205516364597298
mit_kleinen,-1.3209475200216123
r_umen,-1.448696060181685
centers,0.9949838597619606
gelegen,0.9584782959618108
dadurch,-1.3702693009121858
sehr_ruhig,-1.0716792746460058
sehr_guter,-1.1695080648040088
wirklich_nette,-1.5493067561268816
und_hilfsbereite,-1.1013853696136409
gastgeberin,0.9857703462768596
comfort,1.0768397924508155
helps,1.0348753111708506
15min,0.9554606158324398
collection,1.0449049693594283
5min_walk,0.9827001122352034
m,0.9826749066258612
6_months,1.0526931458192392
pregnant,1.0586713167617448
future_trips,1.0416325356944807
los_mejores,-1.2355423187435428
que_tuvimos,-1.27751649349229
ellos,-1.2995743685411696
nos_hicieron,-1.2358813693381072
fue,1.01954448834054
buscar,-1.336207771014532
la_parada,-0.9619383507199174
del,-0.9974793060121859
nos_recibieron,-1.2652250871924793
de_san,-1.247498286304843
patricio,-1.3833030404031565
recomendaciones,-1.2984104811318937
muy_buenas,-1.3107434354477827
simpaticos,-1.7795297630568891
las_mejores,-1.3642005356916609
personas,-1.0549652831291199
irlanda,-1.2474703839355457
muy_comodos,-1.5290055249152072
fueron_muy,0.973222187557849
atentos,-1.0898529740537655
la_habitacion,-1.149993860081528
es_hermosa,-1.2999738902174443
casa_es,-1.0751165405243865
es_inmejorable,-1.1412416185039145
la_limpieza,-1.1568052059157725
es_perfecta,-0.9960813864741664
hicieron,-1.2478287074243357
nuestra_estancia,-1.0437959337823481
una_experiencia,-1.1410947642793414
esperamos_volver,-1.4917628392377895
pronto,-1.4549158074821364
later_than,1.006807885696083
drops_you,0.9986260235442591
complementary_breakfast,1.044151714012299
jellies,-1.0907310085766897
properly,1.0859235043400122
instructions,1.04422527797164
tended,1.055625685436811
our_honeymoon,1.035021861248373
etwas_ausserhalb,-1.3549585365821641
des_stadtzentrums,-1.3005358076229208
durch,-1.2875032524766552
autos,-1.709892267342535
glichkeit,-1.4556578596070118
die_gastgeber,-1.0557533460287634
freundliches,-1.4290094876766335
unterkunft_ist,1.0143691899533362
machen,-1.2123691147517273
bereit_die,-1.7550127022306643
unterkunft,0.9846667071556247
kann,-1.0728424130619882
w_rmstens,-1.1090719308312469
wie_beschrieben,1.0208991867906108
obwohl_wir,-1.3247723110007528
sp_ter,-1.3110700390319996
angekommen_sind,-1.4089994943476654
war_dies,-1.516843281062589
sehr_nett,0.9870092877806518
sehr_sauber,1.0224134517337105
nur_zu,-1.2426845880505641
empfehlen,1.0120731540255956
faster,1.0085851426832129
drink,1.0446464033722362
asking,1.0491529623773779
breakfast_foods,1.0585307210261514
mann_sind,-0.9980403802574765
wundervolle,-1.448086950321634
durch_einen,-1.500094015315557
kurzen_fu,-1.0761289682254902
erreicht_man,-1.0259561363102743
die_ffentlichen,-1.122339385162772
verkehrsmittel,-1.1507862885538458
und_somit,-1.3236215654296004
die_innenstadt,0.9674191733754316
gibt_es,0.9750949573852109
citycenter,0.981816482074627
viele,-1.1784565196397647
lokalit_ten,-1.31670788429453
gibt,-1.1576047328042234
die_anderen,-1.47129537323118
besucher,-1.4386518161744406
holy,-1.4328134776546793
cottages,1.01847557547442
nett_und,1.0099462779187873
immer_f,-1.3053892678978267
r_ein,-1.2887762538266063
kleines,-1.1634148436392358
gespr_ch,-1.451061529402737
zu,-1.020721434395065
haben,0.9864524440339044
falls,1.0275719211145438
fragen_gab,-1.4040952565550366
aber_auch,-1.0984983941416846
vor_ort,-1.2223827810817025
immer_sehr,-1.2150575482084256
ist_definitiv,-1.3538923344250882
eine_reise,-1.3576030009591098
wert,-1.2222823010890884
left,1.0791163139668036
own_devices,1.0675899088264296
warmhearted,1.025700145303401
lidl,0.9770166882780252
friendliest_hosts,1.0211506738309086
likely,1.1174818083573679
match,1.046652901311372
malgr_notre,-1.0356346813633044
arriv_e,0.958963514926241
5h,-1.328491263829871
roport,0.9347676579020041
accueilli_chaleureusement,-1.068413120319143
logement_parfaitement,-1.262147649993455
propre,0.9393857100815073
sympa_avec,-1.1933200034030698
tous_ce,-1.2288516158501157
vous_voulez,-1.2619236975353125
dej,-1.170104987283377
dans_le,0.9427982850027178
mais_il,-0.9869680272112675
facilement_accessible,-0.9469752675950036
gr_ce,0.9452946284960843
h_site,-1.1306328006040327
venir,-1.3732604401640425
afin_d,-1.2964460792115096
changer,-1.3227965119587333
vous_donner,-1.3463082153333414
les_meilleurs,-1.1944431877261972
conseils_pour,-1.1288773326796273
votre_visite,-1.6031529798780741
l_irlande,-1.2207749718973493
g_n,-1.0718066246078446
ral,-1.2852605504613068
contacts,0.9939624799900337
other_countries,1.0783001486235122
touches,1.0524988893700318
charge,1.0358733464591838
ports,-1.3039665913608427
converter,1.0530918161265848
detailed_rundown,-1.1552877177964702
jumping_off,1.0247861308399597
point,1.0481504294530226
surrounding_areas,1.0206329787688913
breakfast_buffet,-1.2172248595031476
explain_how,1.0362830398466718
grateful,1.0730783315707493
20s,1.0263504371890653
stories,1.0501122883110026
worked_out,1.0537381417035185
trains,1.0103528113315365
tour_guides,1.0094599271527054
der_perfekte,-1.1619243442175267
ort_um,-1.4377451466396471
ein_paar,-1.1021661685484592
zu_verbringen,-1.270294418546709
auch_wenn,-1.159025697039728
ein_bisschen,-1.3012612029829878
das_stadtzentrum,-1.1568433841820853
leicht,-1.2939655640788104
per,0.9808011935096232
oder_bahn,-1.3255913869411318
erreichen,0.9701040704157988
abgesehen_von,-1.535413971253233
der,0.9529715973303554
ausf_hrlichen,-1.4580283349474523
wegbeschreibung,-1.2907928468743344
tipps,0.9933399308215223
uns_schon,-1.4344089981666532
vor_unserer,-1.504321556152309
geschickt_hat,-1.6145452901791923
unterst_tzung,-1.4024504335868249
finden,-1.30752475570402
busverbindung,-1.3435557454817066
bekommen_die,-1.355865394116638
sehr_liebevoll,-1.256985228571932
eingerichtet_und,1.0279549355117552
man_f,-1.0285418835498439
hlt_sich,-1.1219563439043343
direkt,-1.066220008564101
wie_zu,-1.2223433007628337
hause,1.0250864063223866
herzlichen_art,-1.51700931132054
der_gastgeber,-1.1314706817927342
rde_immer,-1.311179685124034
wieder_gerne,-1.4047271411659532
gast_sein,-1.484702951378844
dubin,1.0023321027400192
lieu,-1.0806004754052478
est_une,0.9744371575155778
au_top,-1.0268034832429347
accueillante_et,0.9506957059211223
pleine_de,-1.1759964518098924
nous_avions,-1.0548839750900434
tait_tr,0.9631717235985062
propres,-1.1606737802133167
adaptateur_pour,-1.5195626689817656
prise,-1.2473223229386274
une_salle,-1.1220736089676102
r_serv,-1.0430058930643415
aux,-0.9994125870372343
buffet,-1.0285284755469657
petit_d,0.9531281162227836
jeuner_tait,-1.077499645517241
parfait,0.9526508579364107
g_nstige,-1.4204953040470554
vorgefunden,-1.2781035301906045
locality,1.0388178463754287
thoughtful_touches,1.0605036918614494
respectful,1.0578943085630337
toes,1.0866425658435883
brilliantly,1.0641356417959786
saint,1.0055504326171305
minor,1.0846806508611853
scheduling,1.0705739756793873
complaint,1.1051916314615593
you_wont,1.05372982442262
saying_something,1.072694031183592
wirklich,-1.08821661902737
unheimlich,-1.3579199522806307
nette_gastgeber,-1.1531434262952853
u_erst,-1.0202355235046725
herzlich_und,-1.0334428520119925
es_fehlt,-1.265968862318512
einem,1.0044064105729864
zus_tzlich,-1.289401501137396
bekommt_man,-1.2966466023176357
wirklich_gute,-1.312608269810394
insider_tips,1.0253001506754906
die_verbindung,-1.1564843335659154
ist_optimal,-1.234201820495916
und_auch,-1.0074234408297025
shoppen,-1.572889795662836
etwas_essen,-1.5151239936800411
klare_empfehlung,-1.4854488980793177
launching,-1.4019011925033653
voulez,-1.227727981133079
adorer,-1.5474503773152728
il_faut,-0.9990014366500818
d_abord,-1.2900327424835445
vous_serez,-1.0918544912683235
bien_accueilli,0.9517504409948998
cadre,-1.239514471815815
chaleureux,0.9437852772248968
impeccable,1.0121125904723167
bien_conseill,-1.1107131667114363
d_tre,-1.0615795106197266
d_couvrir,0.9431634919368264
la_vie,-1.1258278212300885
dublinoise,-1.349331043591572
arise,1.0354562086652024
est_copieux,-1.1366806342130331
el_avantage,-1.4075785080625032
dans_une,0.9630368225520319
et_lumineuse,-1.215893921658755
qui_donne,-1.4043482497727824
jardin,-1.1059472029864685
confortable_et,0.9474800264347412
sympa,0.9478109589896374
au_bout,-1.1427023293029321
la_rue,-1.0071297405823727
pleins_de,-1.229779577763871
bons,-1.174630873249997
gins,-1.4961081359490522
whisky,-1.0523833807156975
pour_les,0.9488795197269584
qui,-0.9621038600241537
se_prend,-1.284485648640882
100,1.0196021873903007
dessert_le,-1.1797397075076794
de_bonnes,-1.013852742205276
correspondances,-1.3263499935192584
passe,-1.1933533670857006
quart_d,-1.2088464851729097
heure,-1.1191757712036179
finit,-1.704084696754026
23h30_le,-1.3919090248182115
vert,0.972598417559486
10_mn,0.9332448428767299
surely,1.0601753959357367
wer,-1.1290774444201372
equipped,1.0579055801779407
big_enough,1.0343856894048193
price,1.083296681658605
train/tram,-1.2099752270213089
idyllic,1.0859668397039737
seating,1.0618366889752802
windows,1.0811334108773123
on_site,1.0612288000262047
lives,1.0633000419913774
states,1.0732255857098623
possibility,1.0436462395669723
beauty,1.0602660233118268
benefit,1.0891536777675137
walls_are,1.0533488836647522
glass,1.051763738070511
information_regarding,1.0324976662773335
tourists,1.059344034138449
sooo,1.0472379899940294
organized,1.0759233106711472
unexpected_changes,-1.1897316034682404
water_heater,1.0704897451253281
quite_noisy,1.0588879926109316
kept_waking,-1.0750719121080847
sleeper,1.0913365449086732
accoglienza,-1.4039887706329535
ancora,-1.512817920014923
che,-1.1143700137199477
informazioni,-1.2948270215654558
pulita,-1.293063177633021
week_end,0.9854660535811894
well_situated,1.0570920929096606
alternative,1.0530763795766067
suburban,1.044923077178263
travelling,1.077693314847656
simple,1.0333642871979656
transport_options,1.0407076011646974
even_cuter,1.0431892448081053
sehr_gastfreundlich,-1.1705049438973296
uns,-1.0078545826891487
gerne,-1.140019341272323
mit_ihnen,-1.445084179013543
der_wohnung,1.0035655293469867
gef_hlt,1.0060395414244787
einkaufsm_glichkeiten,-1.050013319226839
fu_l,0.9728264588689767
ufig_gut,-1.1986523814594077
zu_erreichen,0.9596005431512511
auch_die,-1.1132330584204244
fahrt,-1.3136798293193883
einfach,-1.0055588818525636
ich_kann,0.9943207892957887
self_service,1.0497925369914285
served,1.0413907789555357
good_value,1.0663936712180129
money,1.058887401754825
30,0.9885668997208368
busy,1.0744869537646693
toilet,1.0710656083390953
highly_reccomend,1.035105330066483
run,1.0894275617130043
modest,1.0854246799517837
grab,1.023437095805038
only_suggestion,1.098325111842375
light_sleepers,1.0625417834010744
bring_ear,1.0453866433174905
noises,1.0555158699051885
common,1.0873844586093417
washroom,1.0888575438663444
unexpected,1.0690696488180063
looked_after,1.050619144709179
bread_peanut,-1.4017718459246573
milk_orange,0.990154513543841
juice,1.0254730807313674
useful_advices,0.9971322271043186
l_aise,-1.013266810943596
d_co,-1.086639401364306
soign_e,-1.1359550504771294
j,-0.9772526158649598
inclus,-1.1485220065840847
b_mol,-1.1034727197052108
couloir,-1.2923691615921284
3_chambres,-1.2438732864785977
min_pieds,-1.169711945598503
l_arr,0.936844103498431
unterkunft_bei,-1.2369837160451842
noch,-1.0706159382724094
am_selben,-1.314433509689702
abend,-1.3510299393175926
unserer_ankunft,-1.3983845443810337
tolle_tipps,-1.1553223152826309
erhalten_und,-1.3805846406736757
der_ankunft,-1.3265587765253801
wie_man,-1.3517173188859701
vom_flughafen,-0.9950409864000449
am_besten,-1.2917071804009705
es_gibt,-1.0246174853708294
insgesamt_waren,-1.4414086671045556
drei_tage,-1.2474988358377896
stra_enbahn,-1.1190135076557572
die_stadtmitte,-1.192950575794298
einfach_zu,-1.204028987045917
kurz,-1.3181198913572234
knapp,-1.1785918936788553
rund_um,-1.313258826680551
zufrieden,-1.1097465505043473
local_tips,1.0556867552939575
todo_estaba,-1.174655135787873
genial_tanto,-1.3458132001412868
como_su,-1.141783466842565
ayudaron,-1.580819263783319
inclu,-1.4072378906800473
much_simas,-1.3719917406872122
la_habitaci,1.0002393263042073
estaba_impecable,-1.026667287884406
el_trato,-1.046874303750587
fue_muy,1.000792935768308
cercano,-1.3037172207880852
de_dubl,0.9631467302331239
pero_hay,-1.2466934551320628
autob_s,-1.0346874669706472
tranv,-1.1291367671820944
buen,-1.307166425186938
