,id,in_city,bars,cafes,fast_foods,restaurants,library,university,bus_train_tram_station,bicycle_rentals,parking,taxi,casinos,cinemas,nightclubs,social_amenities,sex_amenities,theatres_artscentre,malls,kiosks,supermarkets,nearest_sight,2nd_nearest_sight,3rd_nearest_sight,mean_dist_sight,nearest_travel_poss,mean_dist_travel
18,190565,1,80,72,54,166,5,7,63,6,63,10,1,7,5,12,1,11,0,1,31,845.5357930509326,1230.595431017088,1362.1723016074707,3625.986632096941,1244.549007795997,12342.359477153515
19,190653,1,82,71,54,166,5,7,64,6,60,10,1,7,5,13,1,11,0,1,30,887.8899501192038,1222.5388826930089,1356.9344531168197,3647.526937046507,1294.3206386645652,12379.135219517382
20,191405,1,39,48,15,74,2,0,71,3,44,4,0,1,0,5,0,4,0,1,12,1532.7271553280707,1638.068243967418,1703.529488314921,4360.025712268741,2755.09221911543,13201.829072574663
21,192933,1,109,112,59,216,5,6,76,6,65,13,0,9,5,11,1,14,1,1,24,834.2318179881225,982.0292704829185,1029.5187206706848,3558.690535956367,1515.2634138711398,12380.011270121384
22,193463,1,56,103,64,186,18,31,85,12,90,10,0,3,2,3,0,8,0,1,30,787.1471129198547,1635.9194474270198,2052.1904776318406,2973.8649188234376,1982.6129874772466,10799.835414021809
23,193477,1,50,98,65,176,11,25,72,12,84,9,0,4,0,4,0,7,0,1,28,767.0697570087976,1687.9620553480522,2067.1787211746,2966.436911495632,1875.5822427858927,10782.634491118839
24,195293,1,13,28,19,92,3,2,81,9,124,4,0,1,0,5,0,3,0,1,23,1438.7037713650507,1560.140747382925,1792.7432929585025,3271.9032431695655,1913.1729511000644,10506.345773609415
25,195302,1,8,16,19,33,3,1,74,2,71,5,0,0,0,0,0,1,1,1,11,2842.5825336540584,2973.214753336404,2980.4873256384635,4878.896311471443,4459.372144923171,12816.667126323282
26,195337,1,9,17,18,38,3,1,70,2,66,5,0,0,0,0,0,1,1,1,11,2780.526883760336,2901.20864104294,2909.516079332962,4840.348211935088,4392.921758831734,12814.367245305491
27,195371,1,3,1,2,7,0,0,22,0,33,1,0,0,0,2,0,0,0,1,2,2763.0063925616437,3149.562768400148,4603.451433762258,5972.170113822838,2394.4623610153285,11575.310603375245
28,195388,1,5,2,4,5,1,0,34,1,60,0,0,0,0,0,1,0,0,1,7,4559.008480717826,4630.001521574759,4690.665086033709,7164.964963756705,5861.959915320732,15627.340643838406
29,195444,1,47,38,26,84,3,3,53,7,46,3,0,1,2,8,0,4,0,1,20,1247.8861034342578,1770.2534311397758,1918.317076089176,4250.478020099837,2014.7606094215948,13084.61413549227
