id,no_img_bathroom,no_img_bedroom,no_img_dining,no_img_hallway,no_img_kitchen,no_img_living,no_img_others,count,brightness,contrast
38432783,2,1,0,2,1,1,1,8,130.84001320167823,1.0
38433066,0,0,0,0,0,1,0,1,99.70149434156379,1.0
38439830,1,3,0,0,1,1,0,6,120.93963697059327,1.0
38442584,1,2,1,1,1,3,0,9,128.8290680008157,1.0
38444440,2,4,2,0,1,2,2,13,148.39295768237028,0.9987886129618413
38444716,4,3,0,1,3,4,0,15,106.26409143518518,0.9994791666666667
38445887,0,2,1,0,1,2,0,6,138.23018338106922,1.0
38447260,3,5,0,0,2,0,0,10,130.35044381751544,0.9960814950980392
38447634,1,3,0,1,0,2,1,8,87.22495463586083,1.0
38449381,1,0,0,0,1,2,1,5,122.11177199074075,1.0
38450388,3,3,1,1,2,2,1,13,117.77525414531563,0.9993966817496229
38451154,1,1,0,0,0,1,6,9,117.2541635647672,1.0
38451614,1,1,0,1,1,2,1,7,108.51393601190475,0.9988795518207283
38453136,0,1,0,0,0,0,0,1,140.55569958847735,1.0
38454698,2,4,0,0,2,3,1,12,144.26867143293467,0.996754924610895
38457761,2,2,0,1,0,0,1,6,118.38585334683643,0.9908649114173228
3846735,2,2,1,0,2,2,3,12,134.6084021213777,0.996031746031746
38469361,2,4,0,1,0,1,1,9,94.71838424988121,0.9501480097215543
38472859,1,2,0,0,1,0,1,5,185.90583024784888,0.9937863372093023
38475513,2,2,0,0,3,0,2,9,117.72547543158674,0.9991319444444444
38475880,0,0,0,0,0,0,1,1,97.80588686342593,1.0
38479693,2,2,0,0,1,1,0,6,115.76844269761659,1.0
38482186,1,4,1,0,1,2,2,11,143.74838687803964,1.0
38482782,1,2,0,0,0,0,2,5,147.27327394872535,1.0
38483614,0,1,0,0,0,0,0,1,115.36626880787037,1.0
38483715,2,2,0,1,2,0,7,14,159.5338713705685,0.9763370973389355
38485631,3,1,0,1,2,2,1,10,115.37956347656248,1.0
38490928,7,7,0,0,6,4,8,32,124.25870309301098,0.9990224800857843
38502532,2,3,1,0,1,4,0,11,151.6092571599922,0.9978080717380329
38503018,3,5,0,0,1,1,1,11,139.94629734644096,1.0
38509715,2,2,0,1,1,1,2,9,131.20071144833105,0.9930550774302633
38510859,2,2,0,0,2,4,0,10,96.10369392520859,1.0
38511179,1,3,0,0,1,1,0,6,133.45990076303156,1.0
38512569,0,2,0,1,2,2,0,7,127.66315470214033,1.0
38513406,1,5,0,1,2,4,1,14,134.60474799979792,0.9994419642857143
38516812,1,0,1,0,0,0,0,2,118.47675130208333,0.99609375
38529430,0,2,0,0,4,0,3,9,151.54756565197306,0.9800249687890137
38532134,1,4,0,0,2,1,0,8,131.03011483689653,1.0
38532953,1,4,0,0,1,0,1,7,103.51787140376983,1.0
38533259,2,3,1,0,5,4,0,15,149.67024320558986,0.9994397759103641
38533388,3,2,1,0,2,3,3,14,186.14830150462967,0.9971805946215696
38534819,1,0,0,1,0,2,1,5,97.17701041666666,0.9982222222222223
38536699,2,7,0,1,1,6,0,17,151.54061648711928,0.998586566979733
38541483,1,3,0,0,1,0,2,7,148.54703414674162,0.9977321048901489
3854294,3,5,1,0,3,3,0,15,158.01659160467997,1.0
38544328,1,2,0,0,1,2,0,6,149.69072360555495,1.0
38545802,2,2,1,1,0,2,2,10,115.97512566662417,0.9934456622155036
38546082,3,7,0,1,6,4,3,24,133.57096327772712,0.9960339008781763
38548371,1,0,0,0,1,0,0,2,124.5831301440329,0.9375
38549198,0,1,0,0,0,0,1,2,114.40559842249657,0.9845559845559846
38549712,2,2,0,0,0,1,0,5,100.73174848894033,1.0
38558410,2,3,0,0,0,0,0,5,179.6720646691786,0.9863636363636363
38558996,1,3,0,0,0,1,0,5,125.03633275462963,0.992211534059696
38559262,1,2,1,0,1,2,1,8,164.61444191261575,0.9989495798319328
38561494,3,1,0,1,1,5,0,11,154.99023297189888,1.0
38562519,6,15,0,0,2,2,2,27,113.39166916535808,0.975382513062698
38562926,0,0,0,0,1,0,1,2,91.42757486979167,0.9657794676806084
38564860,1,1,0,0,2,2,1,7,100.55377314814814,0.9977678571428571
38572380,0,0,0,0,1,0,0,1,84.30953703703703,0.9465648854961832
38574705,2,3,1,0,3,1,2,12,108.3193816879126,0.9980519414721142
38574794,1,2,0,0,3,2,0,8,99.03276744952417,0.9990234375
38577378,1,3,1,0,1,0,1,7,101.46921695197821,0.9977678571428571
38581187,2,2,0,2,3,0,0,9,133.76976655396788,0.9965038144626683
38587213,3,2,0,0,0,2,1,8,172.69564203960906,0.9818939683581469
38590917,1,3,1,0,1,1,0,7,103.24027284042475,1.0
38592292,1,0,1,0,2,2,0,6,182.5297440307785,0.9862155388471178
38592590,3,0,1,0,1,1,2,8,119.95105306644741,1.0
38594519,1,5,0,0,2,2,1,11,162.09782167742236,0.9985258307868602
38598599,2,4,0,0,1,0,0,7,152.19673842746255,1.0
38598603,5,8,0,0,1,0,0,14,151.86360853875433,1.0
38600541,2,2,1,0,5,2,6,18,106.50787545412165,0.9835513610292222
38604057,3,21,0,1,5,5,6,41,108.6685079025341,0.9990277878807625
38609453,1,3,0,2,0,3,2,11,135.09343636012906,1.0
38610203,3,2,1,0,3,3,0,12,160.04937251222591,1.0
38612334,1,3,0,0,0,0,3,7,107.66878293099647,1.0
38614652,1,3,0,0,2,1,3,10,130.16220818865742,1.0
38619820,3,4,1,0,2,2,0,12,133.10991539137518,0.9986979166666666
38620243,0,0,2,0,2,1,1,6,120.72080747251157,1.0
38622383,4,2,0,0,5,6,4,21,117.61095854243723,0.9916917663560422
38630688,1,0,0,0,1,1,2,5,121.92489438657405,1.0
38632058,1,1,0,0,0,0,0,2,144.56681007980904,1.0
38634064,0,1,1,0,0,2,1,5,116.79947360468107,0.9984375
38634997,4,0,0,0,2,3,0,9,131.84591408769438,1.0
38635058,1,5,1,0,1,5,2,15,142.0996364990569,1.0
38635637,2,6,1,1,2,1,1,14,130.02334395438342,0.9994419642857143
38636159,1,1,0,0,0,0,0,2,143.24442314493314,1.0
38637476,2,1,0,0,1,0,1,5,124.8435206725823,0.8590978508415509
38640025,2,2,1,1,2,2,0,10,132.01218304719652,1.0
38642590,1,0,0,0,2,0,2,5,150.70659027777776,0.7573885796546811
38652792,2,1,0,0,1,7,0,11,179.84742795431163,0.9928715622166225
38653541,2,0,2,1,2,1,2,10,130.16589076967594,0.996881079766537
38654882,0,1,0,0,0,0,1,2,77.12738683127571,0.9807692307692308
38665837,3,6,0,0,1,1,4,15,129.18092110339506,0.9943286567500563
38669265,1,2,0,0,2,2,0,7,148.94642464259945,0.9988839285714286
38669288,2,4,1,0,1,0,6,14,123.43797739610889,0.9988817401960784
38669699,4,0,0,0,2,3,3,12,122.52287663966051,0.9911194019836248
38669783,0,1,0,0,0,0,0,1,117.14407841435185,1.0
38670631,3,1,0,0,1,1,0,6,118.74570194615914,1.0
38672590,2,5,0,0,2,2,0,11,104.55038224587666,1.0
38672644,0,3,0,0,0,2,0,5,97.92884837962963,1.0
38685249,1,2,0,1,1,0,1,6,128.5126400409379,1.0
38685812,3,1,1,1,2,4,0,12,153.45247165423527,0.9992997198879552
38695316,2,5,2,0,2,2,2,15,121.30523735425238,0.9984354575163399
38696434,3,1,0,1,1,0,0,6,128.55071617262516,0.9599342723004695
38700193,3,7,0,0,2,2,3,17,186.62265761165577,0.9958505063392605
38701418,1,3,0,0,0,0,1,5,126.75667309670783,1.0
38701679,3,0,0,0,1,2,0,6,128.52254147376541,0.9986979166666666
38712672,1,1,1,2,2,1,0,8,121.49051578976979,0.9941971826737451
38714514,0,0,0,0,0,0,1,1,90.4668923611111,1.0
38715347,2,2,1,0,2,5,5,17,134.66036710251151,0.9990844586861982
38718701,2,5,0,0,4,1,3,15,132.1390383431218,0.9889290012033694
38721868,1,1,0,0,2,1,0,5,150.10728925776615,1.0
38722335,0,1,0,0,1,0,0,2,109.6167310474537,1.0
38725063,0,1,0,0,0,0,0,1,114.78452160493828,0.9540229885057471
38725910,0,2,1,0,1,1,0,5,105.13156548996915,1.0
38727672,0,3,2,0,1,1,0,7,121.48541374834657,0.9955443996664813
38736933,5,3,0,1,3,3,1,16,174.64760780365873,0.997049301925881
38736952,2,2,0,1,0,1,3,9,131.06721027690992,0.9871318312029914
38739760,1,2,0,0,1,1,2,7,157.61798221230086,1.0
38741748,5,7,1,0,1,5,2,21,180.16443335628165,0.9996279761904762
38743616,1,3,0,0,1,5,2,12,137.62992388438786,0.9993438320209974
38744100,4,4,0,0,3,2,3,16,123.18446054968814,1.0
38744925,1,2,0,0,1,1,0,5,124.39931105324074,1.0
38746270,1,3,0,0,3,0,0,7,119.27836160254995,0.9966517857142857
38749057,0,2,0,0,1,1,1,5,105.73581597222224,1.0
38753904,4,3,3,1,2,1,3,17,127.80290110219609,1.0
38754368,0,1,0,0,1,0,0,2,132.9664441872428,1.0
38756691,2,2,2,0,2,1,1,10,134.98397569444444,0.996849954268529
38756879,3,5,1,2,2,1,0,14,169.00293992963697,0.9982836884753902
38758270,2,4,0,0,2,0,0,8,110.6682993746785,0.9980544747081712
38766500,2,3,0,1,1,0,1,8,150.3686375433269,0.9824199922884134
38766931,3,4,0,0,4,4,5,20,164.5446986561214,0.9987932180851065
38771107,1,1,0,0,1,4,3,10,134.7657768132716,1.0
38771515,0,0,0,1,1,0,0,2,129.93003616898147,0.9921875
38774049,1,2,0,0,1,5,2,11,138.346105382529,0.9985850725150336
38777175,1,4,1,0,1,0,1,8,116.88691626780319,1.0
38777283,1,2,0,0,3,2,5,13,150.2189638993154,1.0
38788014,3,5,0,0,3,1,3,15,151.82914000342936,0.9803416444185672
38795195,0,1,0,0,1,0,0,2,112.49888382523147,0.9845559845559846
38795952,0,4,0,0,0,1,14,19,129.9656987847282,0.9978653579176625
38796260,2,2,0,0,2,1,3,10,120.18348672595558,0.99921875
38796528,0,4,0,0,0,1,14,19,129.96569878472818,0.9978653579176625
38798564,9,3,0,1,11,0,15,39,122.96889177901537,0.9922722009371171
38811500,2,3,1,1,1,3,0,11,124.5292709648569,0.9992897727272727
38813607,0,5,0,0,0,0,0,5,179.79055898491083,0.9984313725490196
38813685,1,0,1,0,1,4,2,9,109.6330935821045,0.9889270535345267
38816219,1,2,1,0,1,0,0,5,130.96466406250002,1.0
38818369,1,7,1,0,1,0,1,11,139.32354836376197,1.0
38840518,4,6,0,0,1,4,1,16,113.22919175889757,1.0
38846774,0,1,1,0,0,0,0,2,142.16077065057223,0.9920318725099602
38858350,1,4,0,0,3,4,4,16,140.59775815834868,0.9994747899159664
38863161,2,5,1,1,3,2,7,21,107.08494583397011,1.0
38863976,2,6,1,1,1,2,0,13,146.50584866650837,0.9993453355155483
38864009,2,0,0,0,1,3,3,9,123.59127764917697,1.0
38874108,2,4,0,0,1,1,5,13,123.88343836515394,0.9907249834130023
38874125,5,2,2,0,1,0,1,11,129.44662353604724,0.9978637258410881
38874356,2,4,0,0,1,2,0,9,160.78577273019545,0.9719783749742894
38875162,1,1,0,0,0,0,0,2,137.37442563657407,0.9883720930232558
38875408,3,3,0,0,2,2,1,11,122.81160742778185,1.0
38877035,1,9,0,1,0,0,1,12,113.20594658578212,0.9993489583333334
38884432,1,1,0,0,1,3,3,9,149.3177327977164,0.9991319444444444
38888203,2,2,1,0,1,1,0,7,128.09111584178422,1.0
38891075,2,3,0,0,2,1,2,10,131.85957965465175,0.9888888888888889
38892903,0,4,0,0,2,9,3,18,121.34937299513682,0.9995642701525055
38900112,2,7,2,0,1,3,1,16,110.85694911710847,1.0
38928700,3,8,0,0,5,3,2,21,138.04924700390703,1.0
38949091,1,2,0,0,0,1,1,5,130.94003524445557,0.9968379446640316
38950116,2,2,0,0,1,2,1,8,83.67323404947916,0.9921240204061801
38951830,3,10,2,1,3,3,1,23,159.12852076903292,0.999634636463281
38954676,1,2,1,1,1,1,2,9,132.7025884143143,1.0
3896054,1,8,1,0,5,5,13,33,105.98702506815994,0.9983235556787386
3896620,2,2,0,0,1,2,0,7,132.70396262768224,0.9988839285714286
38967478,2,2,0,0,5,2,1,12,117.50247738237961,1.0
38973371,1,0,0,0,1,3,0,5,125.5217896733539,1.0
38987027,1,7,1,0,1,0,1,11,133.1159778930673,0.9870745977214
38987038,1,3,0,0,0,0,1,5,149.04300977366256,0.9921875
38989135,1,0,1,0,1,2,0,5,129.34547894965277,0.9953246595330739
38990293,1,1,0,0,1,1,1,5,111.45955770961935,1.0
38990414,0,0,0,0,0,1,0,1,111.28689300411523,1.0
3900708,1,1,0,0,1,2,0,5,99.63888865353064,0.9953125
39011764,2,3,1,0,0,2,0,8,121.54117617364687,0.9941634241245136
39027879,1,0,0,1,0,3,0,5,135.96207131500188,0.9505154639175257
39029487,0,0,0,0,0,0,1,1,51.08734085648148,1.0
39036614,1,2,0,2,4,2,0,11,122.04159782503858,0.9992897727272727
39037645,2,2,0,1,1,1,0,7,143.03402759406234,0.98894221287545
39040150,4,1,0,1,1,3,2,12,120.43336083515517,0.9940908893084792
3904126,1,2,0,1,1,0,0,5,109.7155200617284,1.0
39049561,3,4,1,1,2,3,5,19,111.61138045369016,0.9995888157894737
39058089,1,1,0,0,1,1,4,8,117.14815150884934,0.989622641509434
39081073,3,4,0,0,5,3,0,15,124.6760387838649,1.0
39083137,1,1,0,0,1,2,0,5,142.0210690991678,0.9984375
39094757,1,1,0,0,0,4,0,6,119.08592882323164,0.9986979166666666
3910021,1,4,0,0,2,1,0,8,115.40601438653198,0.9990196078431373
39102053,1,1,0,0,1,0,2,5,136.13277549511318,1.0
39102658,3,7,0,0,3,2,6,21,146.01500419608513,0.9992588475078747
39121554,3,4,0,0,1,3,9,20,126.86356409721036,1.0
39123076,3,6,1,0,0,0,0,10,204.33302218364196,0.9976032436320832
39127542,1,1,1,0,1,3,1,8,115.0826781823063,0.9990234375
39152687,1,4,0,0,3,2,1,11,162.4727169076032,0.996470907610171
39163911,3,4,0,1,3,4,3,18,100.79054293069387,1.0
39185610,2,1,0,0,1,4,1,9,132.49007389188958,1.0
39200899,2,2,1,1,1,6,0,13,126.10893912075848,1.0
3920942,0,0,0,0,0,0,1,1,163.40507769526954,1.0
3921235,0,2,1,0,3,4,1,11,118.19151288638703,0.9616873043073437
39216748,2,4,0,0,1,5,5,17,129.29593616086646,1.0
392399,3,5,0,0,0,0,2,10,162.96675190766837,1.0
39263519,5,2,1,0,1,0,1,10,135.4126697048611,0.8879087681272356
3929265,2,9,0,0,0,0,3,14,155.57349588971326,1.0
39328310,1,3,1,0,2,2,11,20,142.32595879178686,0.99921875
39334042,2,2,0,1,2,1,0,8,132.85898922157853,1.0
39346926,1,1,0,1,2,1,8,14,115.64405731456642,0.9983081774376418
39347445,1,3,0,1,1,0,8,14,119.21577041531596,0.9923725065439754
3934800,2,3,0,0,2,0,2,9,100.14706865140603,0.982579809811129
39348306,4,4,0,2,4,7,4,25,118.4585338346785,1.0
39376305,3,4,0,2,3,3,0,15,158.6660899562757,0.9994490358126722
39380594,2,2,0,1,1,3,0,9,141.18254132613012,0.9991319444444444
39382256,4,3,1,0,1,2,2,13,180.4852573005698,0.9952191934583717
39392313,2,3,0,0,4,4,3,16,122.5988383527842,1.0
39415358,1,4,0,0,1,3,3,12,154.10098394075436,0.9948391936902966
3942201,12,16,0,0,3,4,7,42,157.70127693727952,0.9983445273234517
39435627,2,2,0,1,0,3,5,13,126.19923492060298,0.9993966817496229
39436139,3,3,0,0,5,1,4,16,148.48196514562375,0.9863883081656519
3944481,6,4,0,3,6,3,2,24,165.5881460477533,0.970195537025961
39450772,3,3,0,0,5,1,3,15,155.28824700409743,0.985478819559702
39453843,3,4,0,0,4,0,5,16,153.4622219733707,0.975981368951933
39454254,3,5,0,0,4,0,4,16,151.40747307844856,0.9664300968434141
39477354,1,2,1,0,2,2,1,9,142.95214865107894,1.0
39480626,0,0,0,0,0,0,1,1,103.65773871527777,1.0
39493469,1,4,0,0,1,3,3,12,119.5095399573474,1.0
3950867,0,2,1,0,1,1,4,9,115.99558701554017,0.9753036386890221
3950882,0,1,0,1,0,2,4,8,123.07922288475169,0.9570913842405121
39514096,2,4,0,0,8,6,13,33,108.52105791226307,0.9980826911822084
39516939,3,2,0,0,6,1,4,16,151.5871486216139,0.9753258949952108
39517550,2,2,0,1,1,0,2,8,99.40792203173223,0.996116460755814
39517618,3,2,0,0,6,1,4,16,151.60165549526414,0.9757862580128206
39520119,2,3,0,1,6,3,4,19,152.01746253786214,0.9704953368635497
39523384,4,7,2,1,2,5,1,22,148.58557106072297,0.9996180290297937
39525547,4,1,0,0,0,1,1,7,116.51155816489747,1.0
39525675,3,1,0,0,0,3,0,7,130.26798672089458,0.9977678571428571
39525724,3,3,0,0,0,2,0,8,132.94311932055783,0.9951323869163424
39525775,4,1,0,0,0,2,0,7,127.59774059208506,1.0
39525816,3,0,0,2,0,2,0,7,135.36262780322647,0.9988839285714286
39555025,2,6,1,0,2,1,1,13,151.24735856382557,1.0
3959676,2,3,0,1,1,7,2,16,137.1021521670879,1.0
39605182,2,2,1,2,1,4,0,12,117.42771117510512,0.993594426306086
3966633,2,3,0,0,3,2,4,14,145.37710320518252,0.9983302355475264
3968866,2,4,1,1,4,3,4,19,156.9025940224307,0.9995855781185248
39712662,2,0,0,0,1,3,0,6,98.09821156442901,1.0
39723124,2,10,0,0,3,3,2,20,135.90878760193496,0.9968671330205234
39736985,2,4,0,0,0,0,6,12,171.48358804468504,0.9980468151597782
39738238,4,0,0,2,1,1,0,8,125.05018167848262,0.9960899203431373
39746732,0,3,2,0,1,5,5,16,117.44030835956079,0.9985389561040856
39747847,1,3,2,1,2,1,0,10,121.44020351080246,1.0
3976971,1,2,0,0,1,2,1,7,118.74101486717372,0.9706069994931201
39789762,3,1,2,0,3,1,1,11,142.82746588201206,0.9992841803865425
39790169,1,3,2,0,3,1,1,11,155.32755682273452,1.0
39794389,0,3,1,1,4,0,10,19,104.42217824731411,1.0
39810341,2,1,0,0,2,3,2,10,128.65890764853395,1.0
39812178,0,4,0,0,0,1,0,5,93.45000578703703,1.0
39812954,0,1,0,1,3,3,2,10,110.4638173710241,0.9728172665291035
39818912,1,3,0,0,2,0,1,7,125.71671830516956,0.9744077136957536
39840875,6,8,1,0,6,5,4,30,138.4786372819505,0.9997385620915032
39851416,2,5,0,0,0,4,0,11,130.6020342312009,0.9950366996816413
3985349,3,0,0,0,1,2,0,6,113.4320357510288,0.9986928104575163
39859386,1,4,0,0,2,5,0,12,146.49113210251627,0.994804332846952
39866150,4,10,0,1,6,4,5,30,137.42904591587185,0.998703972868217
39881828,4,3,1,0,1,2,0,11,181.07724984217168,0.9978211305746211
39882092,2,3,0,0,4,1,0,10,122.92509952057851,0.99921875
39882353,4,5,2,2,2,4,1,20,172.50087420354305,0.998828125
39890882,3,4,2,1,1,3,0,14,160.7763533399471,0.9988318731748018
3989785,3,9,0,0,3,0,0,15,152.52252584248404,0.995843403252774
39904941,3,1,0,1,2,2,3,12,115.11890216424469,0.9924567277568922
39932401,1,0,0,0,1,2,2,6,139.57297365081152,1.0
39941806,0,2,0,0,0,0,0,2,176.25532154583902,1.0
39957677,1,1,1,1,1,0,3,8,134.26460151786594,0.996116460755814
39959373,1,1,1,0,1,2,3,9,139.67872596085704,0.9575935151163032
39959901,1,3,0,1,0,0,3,8,133.3319347788613,0.996116460755814
39961983,1,2,0,0,1,2,0,6,180.3134259259259,0.997297356442577
39988572,1,2,1,0,2,5,1,12,132.745886515132,1.0
39989079,3,4,1,0,3,5,13,29,104.64619161966085,0.9986498228158648
3999127,2,3,0,0,1,2,0,8,129.19808792679396,0.9766627177020377
40006454,1,1,0,1,2,2,0,7,177.99307817552173,0.976019973206674
40033250,2,1,0,0,1,2,2,8,116.98040655021342,0.998046875
40045858,2,2,0,0,3,1,1,9,186.7982269837143,0.9939437984496124
40047858,1,5,0,0,4,2,0,12,162.09548914631102,0.9992997198879552
40057901,2,4,0,0,1,0,2,9,145.87152507252623,0.9705215419501134
40058460,3,7,0,0,3,0,1,14,141.9317387411789,1.0
40058633,2,1,0,1,1,1,0,6,108.62027073152434,0.9960886437908497
40082032,4,3,0,0,4,3,1,15,181.33550108239024,0.9978741772911665
40083585,2,4,0,2,2,1,0,11,115.47366091470258,1.0
40100371,1,3,1,0,5,0,3,13,136.46606500860304,0.998211091234347
40101052,2,3,0,1,4,5,2,17,131.20284703310335,0.9995404411764706
4012559,1,9,4,4,2,5,9,34,117.70383262342602,0.9941517473013306
40151447,2,2,1,1,2,1,0,9,118.24603559385001,1.0
40168025,3,1,0,1,5,2,0,12,127.87171028377912,1.0
4017809,4,5,0,0,5,2,5,21,145.6124500600137,0.9988809992500938
40186640,1,2,0,0,1,1,0,5,170.9527171570609,0.9862001366323107
4018674,1,2,0,0,1,1,2,7,120.15792405913042,0.9944283282379099
40188285,1,3,2,0,3,2,1,12,155.17070465949627,1.0
40189354,1,5,0,0,1,1,2,10,148.1102054087109,0.9969111969111969
40190121,3,3,2,0,4,3,0,15,108.94011862354255,0.9989458333333334
40191312,3,2,0,0,3,2,9,19,107.02058167652598,0.9991776315789473
40197395,2,4,0,0,1,3,3,13,161.40147229615374,0.9993535875888817
40201805,5,9,0,0,6,5,0,25,159.12860684039578,0.9941031721073051
40230681,2,4,0,0,0,0,3,9,172.3901231710105,1.0
40231143,0,2,0,0,0,0,3,5,163.32622566151102,0.9953488372093023
40231250,3,12,0,0,0,0,3,18,173.56626544996,0.9986979166666666
40232071,4,0,0,0,3,5,1,13,116.72103453179407,0.9975937971342383
4024024,2,4,1,0,1,2,3,13,130.1046645303856,1.0
40271422,4,3,0,2,1,0,1,11,148.89518691464914,0.9964543906968518
40294006,1,2,0,0,2,0,1,6,130.6900165719697,1.0
40305300,1,2,0,0,2,1,0,6,153.06157623219104,1.0
40344151,1,3,0,0,2,0,0,6,127.2242654749657,0.9973958333333334
40374243,0,1,0,0,2,2,0,5,170.59529213155616,1.0
4037636,1,4,0,0,1,1,0,7,119.67290637860083,0.9988839285714286
40382838,2,2,0,1,1,0,0,6,112.79808258852022,0.9973958333333334
40387580,5,3,1,1,1,4,1,16,138.9036492898773,0.9980099461659664
40410935,1,2,0,1,0,4,1,9,122.62010352366254,0.9857949734063349
40421223,6,17,0,2,11,4,1,41,126.15184642358622,0.9986570724514663
40436764,1,3,1,1,2,2,1,11,118.50996027988214,0.9971507352941177
40440045,0,3,0,1,0,0,2,6,120.99336333826265,1.0
40448228,2,4,1,0,1,1,2,11,111.71752456567994,0.9846349042371769
40457157,13,14,3,7,5,6,4,52,133.2850466186875,0.9875152449240916
40459210,3,6,0,1,5,3,1,19,102.54254725727338,0.9975344821268667
40501263,1,4,2,1,2,1,2,13,128.08878752918247,1.0
40523458,2,1,0,0,1,5,0,9,142.81560103023546,0.9943618262471203
40548074,4,4,1,0,3,0,0,12,172.2781804323131,0.9986486782212886
40553420,6,7,1,0,2,1,2,19,168.18422188041475,0.9896080841341024
40553912,2,2,0,1,2,0,0,7,127.20789710097002,1.0
4056005,0,2,0,0,0,0,0,2,157.20968725887346,1.0
40560472,2,4,0,0,0,2,0,8,102.84729256099669,0.9786563817722975
40573988,3,4,1,0,2,4,1,15,135.07064614411865,0.9989542322834646
40575757,3,5,2,0,1,1,1,13,183.70856152560145,0.9608375873935532
4059615,1,2,0,0,2,3,0,8,97.47849336098251,0.9990234375
4059696,1,0,0,1,0,0,0,2,109.68549212658382,1.0
40601585,6,10,2,1,2,4,4,29,172.88738934786076,0.9832425260505937
40604538,3,7,0,0,2,1,0,13,183.11772834065368,0.9878892284488215
40606786,4,7,0,0,4,4,6,25,115.3160283645341,0.9831667584758668
40607628,3,2,0,0,0,3,1,9,133.49158429516032,0.9899423036758562
4061419,6,7,0,1,5,6,2,27,157.17505056641716,0.9928524735326094
40628915,4,3,0,1,0,2,0,10,160.67115859696503,1.0
406404,4,5,0,0,0,2,5,16,154.90432813507414,0.9650936647389701
40654557,1,3,1,0,0,3,1,9,127.58472927740627,0.9647925537524819
40664554,2,7,0,2,2,7,2,22,124.41617121007529,0.9847036475148246
40668197,1,5,1,1,1,1,0,10,127.75803735853908,0.9158478176276311
40669810,0,4,0,0,2,0,0,6,134.27810597779492,1.0
40671907,5,9,0,0,2,0,0,16,133.67337628399883,0.9980372554468921
40701894,1,3,0,0,1,1,0,6,148.649330311214,1.0
40715943,1,0,1,0,1,3,3,9,118.59302662751487,0.9947916666666666
40719026,1,2,2,1,1,1,2,10,135.13906798161008,1.0
40727143,3,2,0,0,0,2,0,7,120.5632456321649,0.9988839285714286
4072858,2,0,1,2,3,3,6,17,106.891063518935,0.9895928114736764
40731943,0,1,0,0,0,0,0,1,124.35378086419753,1.0
40743012,3,6,1,1,1,4,0,16,182.61762442129628,0.9907426726090364
4074500,0,2,0,0,0,0,0,2,167.69675553625126,1.0
40748417,1,2,0,0,1,0,2,6,134.46440026470336,0.9986979166666666
40749419,1,5,0,0,2,0,0,8,133.54264033564817,1.0
40750080,1,4,0,0,2,0,0,7,126.03137442129629,0.9988662131519275
40772981,2,3,0,0,1,2,2,10,132.54160278630812,0.9992094861660078
4079177,5,5,0,0,1,3,1,15,176.40291017177782,0.9947830306601572
40810948,1,3,0,2,1,1,2,10,155.38562760416667,1.0
40830221,4,8,0,1,3,2,1,19,121.40139042871452,1.0
40834669,6,2,1,0,3,0,1,13,144.305106952625,0.9912359048788658
40834786,3,1,1,0,5,0,1,11,147.34701066644647,0.9918283963227783
40834840,2,3,1,0,2,0,1,9,147.19133678208914,0.9957264957264957
40835851,1,1,0,0,2,1,1,6,135.812287692544,1.0
40839352,3,5,1,0,4,4,0,17,148.35277200019667,1.0
40850493,1,3,0,0,2,0,2,8,140.9871603928905,1.0
40858571,3,2,0,0,1,0,1,7,134.49974399250442,1.0
40880462,3,2,1,0,1,3,0,10,183.1467248906893,0.9620713478530083
40880577,3,2,1,1,4,2,1,14,114.07306991980822,1.0
40886602,5,9,1,0,5,3,0,23,147.87122901849614,0.9993206521739131
40888647,4,3,1,2,1,1,0,12,133.41801847565156,1.0
40895210,3,3,0,0,1,1,1,9,144.10979938271603,0.9965175385552296
40931594,2,3,0,2,2,0,1,10,150.16161529063785,1.0
4094959,0,6,1,1,2,3,19,32,121.30706784452474,0.9778108025122966
40961775,4,11,3,0,2,5,0,25,157.44313746141975,0.9996875
40987107,1,1,0,0,3,3,0,8,114.32832580600146,1.0
40994043,5,10,1,0,4,7,1,28,124.13382948728297,0.9991585524465691
41002910,4,5,1,0,2,4,1,17,128.29958435693285,0.9870712026795703
4101919,0,1,0,0,0,0,0,1,110.56228137860083,0.9767441860465116
4102317,2,2,0,0,1,0,1,6,169.47830857767488,0.9922579611295564
41029426,4,7,0,6,3,3,4,27,133.19685005126004,1.0
41039295,2,5,0,0,1,4,1,13,181.32577622250315,0.9927663400025164
41046837,1,2,1,0,1,0,0,5,110.71922309027778,1.0
4105119,2,0,0,0,2,3,0,7,95.9035583388448,0.9977678571428571
4107091,1,1,0,0,1,1,2,6,177.759014105932,0.9923371647509578
4107454,4,2,0,0,0,1,5,12,113.77547262155157,0.9928788387035591
4108064,2,3,0,0,2,1,0,8,129.86863472141846,0.9913231860632183
4108279,5,0,0,0,1,0,10,16,128.06546848641142,0.9990272373540856
4110602,1,3,0,1,1,2,0,8,129.65586248285322,0.9932169083471674
41117212,0,0,0,0,0,0,2,2,94.98136582111626,0.99609375
41135001,3,2,0,0,3,4,1,13,145.68835640003934,0.9897836538461539
41152006,0,1,0,0,0,0,0,1,77.63554036458333,1.0
41178882,1,1,0,0,1,1,1,5,97.2767968970609,0.9953123563834676
41224455,4,2,2,1,2,5,10,26,131.77273429611458,1.0
41235655,1,2,0,0,2,1,1,7,114.65741456138804,0.9977678571428571
