,+1,+2,+3,+4,+5,+6,+7,+8,+9,+10
30,0.28847163915634155,0.5078223347663879,0.5064960300922394,0.4599495965987444,0.5212020456790925,0.43038398027420044,0.5213825821876525,0.49865750074386594,0.5115716755390167,0.47851436734199526
40,0.33348745107650757,0.48692444562911985,0.5247228026390076,0.5338566303253174,0.5459410071372985,0.5335995376110076,0.544323456287384,0.40573223438113926,0.5352164924144744,0.5553362965583801
50,0.24291477650403975,0.5286163806915283,0.5331802129745483,0.5378141343593598,0.5101861834526062,0.5475325584411621,0.521372526884079,0.41093128100037574,0.546335768699646,0.5451743245124817
60,0.33681209832429887,0.5339233577251434,0.5430753588676452,0.5314044892787934,0.5227764844894409,0.5476887702941895,0.5292084038257598,0.5359227597713471,0.5548465847969055,0.5273767113685608
70,0.2023247681558132,0.5469274044036865,0.5403984665870667,0.5308209419250488,0.5382635056972503,0.5359395802021026,0.5384621739387512,0.5489128768444062,0.5278237402439118,0.5113825559616089
80,0.11917919367551803,0.5393925487995148,0.5328342914581299,0.5468763530254364,0.5181617021560669,0.5453885316848754,0.5139153718948364,0.5357024133205414,0.5507386088371277,0.5367337465286255
90,0.2851995676755905,0.5454816937446594,0.5319698631763459,0.5141636967658997,0.5354877293109894,0.5350173234939575,0.5332940697669983,0.5123924970626831,0.546246063709259,0.5572564125061035
100,0.3242669090628624,0.5383614659309387,0.5320584893226623,0.551384836435318,0.5388184189796448,0.5328773736953736,0.494038861989975,0.5326358854770661,0.5361676394939423,0.5177491784095765
110,0.24803925305604935,0.5348202109336853,0.5423718929290772,0.560219943523407,0.5035266637802124,0.5419788718223572,0.5325744688510895,0.5248707115650177,0.5567043006420136,0.5463289618492126
120,0.25373160392045974,0.527150171995163,0.5395551919937134,0.4896395742893219,0.538284820318222,0.5413013160228729,0.5227118492126465,0.5350874543190003,0.5265850126743317,0.5336087286472321
