,n_estimators,colsample_bytree,max_depth,gamma,reg_lambda,subsample,MSE,MAE,R2
261,250.0,0.1,3.0,10.0,0.0,0.5,0.18075543365441776,0.3231590805997288,0.5856071047001808
262,250.0,0.1,3.0,10.0,0.0,0.7,0.17652114170577188,0.3185306014150353,0.5953189963795765
263,250.0,0.1,3.0,10.0,0.0,0.9,0.1765146396394322,0.31871600731500604,0.5953554306004608
264,250.0,0.1,3.0,10.0,1.0,0.5,0.1817699131909713,0.32250131400614807,0.5831729297868702
265,250.0,0.1,3.0,10.0,1.0,0.7,0.17658016634009305,0.3186951126683765,0.5951456598486751
266,250.0,0.1,3.0,10.0,1.0,0.9,0.17517590834901553,0.31740629548402605,0.5982722647561811
267,250.0,0.1,3.0,10.0,10.0,0.5,0.18762910527269844,0.3251677592128237,0.5695821131563057
268,250.0,0.1,3.0,10.0,10.0,0.7,0.1821516602285776,0.3209712331251345,0.5821973704206901
269,250.0,0.1,3.0,10.0,10.0,0.9,0.17948037091755656,0.31897418532274086,0.5883330848425591
270,250.0,0.1,10.0,0.0,0.0,0.5,0.23897625583556045,0.37469122885010087,0.4518816716602595
271,250.0,0.1,10.0,0.0,0.0,0.7,0.20647110780761388,0.3465499064259665,0.5267775347369174
272,250.0,0.1,10.0,0.0,0.0,0.9,0.2018455212767301,0.33891763668725433,0.5375157177338883
273,250.0,0.1,10.0,0.0,1.0,0.5,0.19564109780117817,0.3359266274461566,0.5515873013319699
274,250.0,0.1,10.0,0.0,1.0,0.7,0.17512304297318876,0.3144982189316017,0.5984547304858195
275,250.0,0.1,10.0,0.0,1.0,0.9,0.1687992992637693,0.30997407041390074,0.6127313047989116
276,250.0,0.1,10.0,0.0,10.0,0.5,0.17507285493292532,0.31352633810609404,0.5984207459611228
277,250.0,0.1,10.0,0.0,10.0,0.7,0.16000466163625893,0.30011858752634757,0.6328810794474548
278,250.0,0.1,10.0,0.0,10.0,0.9,0.15642618095274374,0.2954959989502043,0.6413502064342869
279,250.0,0.1,10.0,1.0,0.0,0.5,0.19538894723061054,0.33260758686251946,0.5517703947096155
280,250.0,0.1,10.0,1.0,0.0,0.7,0.17874143999720699,0.31983977379959494,0.5902204499424083
281,250.0,0.1,10.0,1.0,0.0,0.9,0.16957594792326464,0.30890505421046316,0.6114926843581461
282,250.0,0.1,10.0,1.0,1.0,0.5,0.16675959431459336,0.30619763933205035,0.6177485958170275
283,250.0,0.1,10.0,1.0,1.0,0.7,0.15859031413177388,0.2976468220376097,0.6362764546901384
284,250.0,0.1,10.0,1.0,1.0,0.9,0.15637798489565347,0.2945975045159508,0.6415682708770291
285,250.0,0.1,10.0,1.0,10.0,0.5,0.15474334521394756,0.2926106425726045,0.6451293765928926
286,250.0,0.1,10.0,1.0,10.0,0.7,0.15087693929435897,0.289224452777247,0.6541649840810606
287,250.0,0.1,10.0,1.0,10.0,0.9,0.14720962085644673,0.28526755641156143,0.6625074728087108
288,250.0,0.1,10.0,10.0,0.0,0.5,0.18005895038413094,0.32200341885585004,0.5872231204756531
289,250.0,0.1,10.0,10.0,0.0,0.7,0.1748361241726025,0.3166459348115296,0.5991918901463104
290,250.0,0.1,10.0,10.0,0.0,0.9,0.17434552183245006,0.3171808675468847,0.6003375450927074
291,250.0,0.1,10.0,10.0,1.0,0.5,0.1809143142875603,0.3220336557221623,0.5850729584179053
292,250.0,0.1,10.0,10.0,1.0,0.7,0.1755311010829993,0.3176739301143336,0.5976090654276696
293,250.0,0.1,10.0,10.0,1.0,0.9,0.1753843574511305,0.3169850296855358,0.5978845979325615
294,250.0,0.1,10.0,10.0,10.0,0.5,0.18664019152402314,0.32482874409888246,0.5719381519044233
295,250.0,0.1,10.0,10.0,10.0,0.7,0.1815755961799808,0.32087903285382313,0.5835689835783369
296,250.0,0.1,10.0,10.0,10.0,0.9,0.1783370815778765,0.3176371056707753,0.5909995073216204
297,250.0,0.1,50.0,0.0,0.0,0.5,0.2863309037657796,0.4141231756148255,0.3433906262004032
298,250.0,0.1,50.0,0.0,0.0,0.7,0.2590555698638093,0.3907311386020591,0.40554616014675615
299,250.0,0.1,50.0,0.0,0.0,0.9,0.2532825215699993,0.3862355543849317,0.4192916981412801
300,250.0,0.1,50.0,0.0,1.0,0.5,0.20673108419047564,0.3489618477628439,0.525963934074295
301,250.0,0.1,50.0,0.0,1.0,0.7,0.19312632743690367,0.3328036454647524,0.5571361013037393
302,250.0,0.1,50.0,0.0,1.0,0.9,0.19181106040906687,0.33116342436524304,0.5601769914596519
303,250.0,0.1,50.0,0.0,10.0,0.5,0.1723755772990567,0.3122532227777686,0.604680371239212
304,250.0,0.1,50.0,0.0,10.0,0.7,0.16465672410484644,0.3043717439317855,0.6221455677442659
305,250.0,0.1,50.0,0.0,10.0,0.9,0.15885256205834763,0.2985348724896434,0.6357294933211317
306,250.0,0.1,50.0,1.0,0.0,0.5,0.2021124163525287,0.34223316593196274,0.5363484524504767
307,250.0,0.1,50.0,1.0,0.0,0.7,0.1847952253322605,0.3259440303218572,0.5762213083069615
308,250.0,0.1,50.0,1.0,0.0,0.9,0.1876918475301571,0.3291521289375233,0.5699411310141299
309,250.0,0.1,50.0,1.0,1.0,0.5,0.16933620795489474,0.309269316832878,0.6118777619953091
310,250.0,0.1,50.0,1.0,1.0,0.7,0.1631998532752097,0.30226066867647716,0.6255454242571645
311,250.0,0.1,50.0,1.0,1.0,0.9,0.16253205244578323,0.30142648620861817,0.6274004979855382
312,250.0,0.1,50.0,1.0,10.0,0.5,0.15528760810271597,0.2962531849858038,0.6439185096085674
313,250.0,0.1,50.0,1.0,10.0,0.7,0.14899731349326029,0.28762297913383106,0.658426272695355
314,250.0,0.1,50.0,1.0,10.0,0.9,0.14577249767544834,0.28433212210759806,0.6658299483395326
315,250.0,0.1,50.0,10.0,0.0,0.5,0.18005895038413094,0.32200341885585004,0.5872231204756531
316,250.0,0.1,50.0,10.0,0.0,0.7,0.1748361241726025,0.3166459348115296,0.5991918901463104
317,250.0,0.1,50.0,10.0,0.0,0.9,0.17434552183245006,0.3171808675468847,0.6003375450927074
318,250.0,0.1,50.0,10.0,1.0,0.5,0.1809143142875603,0.3220336557221623,0.5850729584179053
319,250.0,0.1,50.0,10.0,1.0,0.7,0.1755311010829993,0.3176739301143336,0.5976090654276696
320,250.0,0.1,50.0,10.0,1.0,0.9,0.1753843574511305,0.3169850296855358,0.5978845979325615
321,250.0,0.1,50.0,10.0,10.0,0.5,0.18664019152402314,0.32482874409888246,0.5719381519044233
322,250.0,0.1,50.0,10.0,10.0,0.7,0.1815755961799808,0.32087903285382313,0.5835689835783369
323,250.0,0.1,50.0,10.0,10.0,0.9,0.1783370815778765,0.3176371056707753,0.5909995073216204
324,250.0,0.5,3.0,0.0,0.0,0.5,0.16584362253660082,0.3031532132620937,0.6198420789575891
325,250.0,0.5,3.0,0.0,0.0,0.7,0.1570937708634158,0.29532397004695987,0.6398933384166796
326,250.0,0.5,3.0,0.0,0.0,0.9,0.1492235328242859,0.28610016419069256,0.6579352769502923
327,250.0,0.5,3.0,0.0,1.0,0.5,0.15917293878127506,0.2973395923340172,0.6349716442231836
328,250.0,0.5,3.0,0.0,1.0,0.7,0.15090064717958793,0.2894199174243201,0.653977277063181
329,250.0,0.5,3.0,0.0,1.0,0.9,0.14681962854058545,0.28376367534548863,0.6634408961124603
330,250.0,0.5,3.0,0.0,10.0,0.5,0.15468263948324965,0.2926357935759875,0.6454048353886159
331,250.0,0.5,3.0,0.0,10.0,0.7,0.1482072120377465,0.2847041518156691,0.660152538838202
332,250.0,0.5,3.0,0.0,10.0,0.9,0.14206234647865953,0.2796129867946281,0.674331363151432
333,250.0,0.5,3.0,1.0,0.0,0.5,0.15463874066122468,0.2910848073872915,0.6455428866160157
334,250.0,0.5,3.0,1.0,0.0,0.7,0.1480918223105022,0.2836482999168137,0.6604343286902171
335,250.0,0.5,3.0,1.0,0.0,0.9,0.14549524755127144,0.2821533238641338,0.6664937750377826
336,250.0,0.5,3.0,1.0,1.0,0.5,0.1498968282554218,0.28885963364307893,0.6565996518257018
337,250.0,0.5,3.0,1.0,1.0,0.7,0.14571821323102166,0.28276705221614007,0.6659162284788758
338,250.0,0.5,3.0,1.0,1.0,0.9,0.14194789698251015,0.27886180810318373,0.6745496984917786
339,250.0,0.5,3.0,1.0,10.0,0.5,0.1468589536603553,0.28568089809121744,0.6634377310844123
340,250.0,0.5,3.0,1.0,10.0,0.7,0.14409315313603466,0.2809968160240393,0.6695997980617224
341,250.0,0.5,3.0,1.0,10.0,0.9,0.1401895323024254,0.2755422789927238,0.6786501141656854
342,250.0,0.5,3.0,10.0,0.0,0.5,0.17056580300790253,0.31454758250319526,0.6089917210231496
343,250.0,0.5,3.0,10.0,0.0,0.7,0.16609191025502842,0.3094904348668474,0.6190578872585878
344,250.0,0.5,3.0,10.0,0.0,0.9,0.1658684455197099,0.3083123504556476,0.6196483748521266
345,250.0,0.5,3.0,10.0,1.0,0.5,0.16914077566069918,0.31242045496374055,0.6121361937098239
346,250.0,0.5,3.0,10.0,1.0,0.7,0.1667392587047018,0.30975868530463135,0.6175641318595023
347,250.0,0.5,3.0,10.0,1.0,0.9,0.1673609387040449,0.30977615296334343,0.6161712363350198
348,250.0,0.5,3.0,10.0,10.0,0.5,0.17283183956341527,0.31402021234816846,0.6036150106278908
349,250.0,0.5,3.0,10.0,10.0,0.7,0.1683773332207002,0.310807814044941,0.6139119338186839
350,250.0,0.5,3.0,10.0,10.0,0.9,0.16700224161968585,0.30915504888239537,0.617002903527454
351,250.0,0.5,10.0,0.0,0.0,0.5,0.19547750062914226,0.33449324207566444,0.5518221273019529
352,250.0,0.5,10.0,0.0,0.0,0.7,0.16936101201933546,0.3069078389227715,0.6118831681959651
353,250.0,0.5,10.0,0.0,0.0,0.9,0.1579329084470389,0.29644838255813993,0.6380013739107683
354,250.0,0.5,10.0,0.0,1.0,0.5,0.17902316331962695,0.3188101355940693,0.5894128137551904
355,250.0,0.5,10.0,0.0,1.0,0.7,0.16561785551507402,0.30499914515789894,0.6203501406988694
356,250.0,0.5,10.0,0.0,1.0,0.9,0.16091878123483652,0.29885015571908446,0.6311471723627601
357,250.0,0.5,10.0,0.0,10.0,0.5,0.17017477491857608,0.3065423211142564,0.609790444948662
358,250.0,0.5,10.0,0.0,10.0,0.7,0.15924203206333454,0.2933834297307326,0.6348727078000325
359,250.0,0.5,10.0,0.0,10.0,0.9,0.1530861471441362,0.2896640692488909,0.6489800799048836
360,250.0,0.5,10.0,1.0,0.0,0.5,0.16872066546164877,0.30628762483267297,0.6130631044462731
361,250.0,0.5,10.0,1.0,0.0,0.7,0.15655705309186457,0.29419887440930836,0.6410331882024425
362,250.0,0.5,10.0,1.0,0.0,0.9,0.15043880080392807,0.2885983842371895,0.6552141114871641
363,250.0,0.5,10.0,1.0,1.0,0.5,0.16220717156625394,0.30171873140091915,0.6282898227239379
364,250.0,0.5,10.0,1.0,1.0,0.7,0.1520241288738798,0.29042232460311423,0.6516884140894198
365,250.0,0.5,10.0,1.0,1.0,0.9,0.14757603879963832,0.28565603767415737,0.6617460269331467
366,250.0,0.5,10.0,1.0,10.0,0.5,0.15321383316198728,0.2923243218091132,0.648493214645731
367,250.0,0.5,10.0,1.0,10.0,0.7,0.14879730918755968,0.2846573609379274,0.6587736100274659
368,250.0,0.5,10.0,1.0,10.0,0.9,0.1444624060356971,0.2823427045512238,0.6687921235398794
369,250.0,0.5,10.0,10.0,0.0,0.5,0.1696238715320829,0.3128669429199321,0.6111018443461985
370,250.0,0.5,10.0,10.0,0.0,0.7,0.16837525424103,0.31142411072470794,0.6139532918065693
371,250.0,0.5,10.0,10.0,0.0,0.9,0.16601163506735156,0.3087899053888942,0.6192216003428054
372,250.0,0.5,10.0,10.0,1.0,0.5,0.16878488438570077,0.3121831623059966,0.6129558193300808
373,250.0,0.5,10.0,10.0,1.0,0.7,0.16889969623410156,0.31159300143167445,0.6126140647936438
374,250.0,0.5,10.0,10.0,1.0,0.9,0.16546672697921755,0.308010830102084,0.6205324107003636
375,250.0,0.5,10.0,10.0,10.0,0.5,0.17291755465852282,0.3142017808740222,0.6034188981385361
376,250.0,0.5,10.0,10.0,10.0,0.7,0.16923424958950556,0.31128133443149875,0.6119258630080558
377,250.0,0.5,10.0,10.0,10.0,0.9,0.16717015351104098,0.3096248657360223,0.6167177251347766
378,250.0,0.5,50.0,0.0,0.0,0.5,0.2042845606378052,0.3410643959885839,0.5315925109115522
379,250.0,0.5,50.0,0.0,0.0,0.7,0.18251318396741667,0.32046667080687896,0.5813710879794687
380,250.0,0.5,50.0,0.0,0.0,0.9,0.16828030841595418,0.3068087671431902,0.6141599095048362
381,250.0,0.5,50.0,0.0,1.0,0.5,0.19022952232903073,0.3288914130883353,0.563812975169691
382,250.0,0.5,50.0,0.0,1.0,0.7,0.17527215504154803,0.3128450528339929,0.5982929183361394
383,250.0,0.5,50.0,0.0,1.0,0.9,0.16658456237862626,0.30657691347053484,0.6183095154351024
384,250.0,0.5,50.0,0.0,10.0,0.5,0.1672504996742971,0.30631260380273284,0.6162827247814315
385,250.0,0.5,50.0,0.0,10.0,0.7,0.1618104098556281,0.2991336471231171,0.628825896660634
386,250.0,0.5,50.0,0.0,10.0,0.9,0.16142666034519398,0.2974642439859501,0.6297723217318294
387,250.0,0.5,50.0,1.0,0.0,0.5,0.1670894466934941,0.30670729100385635,0.6170840435916061
388,250.0,0.5,50.0,1.0,0.0,0.7,0.15320632787316996,0.29318474787789617,0.648629133636416
389,250.0,0.5,50.0,1.0,0.0,0.9,0.15267566905898594,0.29085221714928117,0.6499651586601844
390,250.0,0.5,50.0,1.0,1.0,0.5,0.1610561555239995,0.3001303954363984,0.6307005712176668
391,250.0,0.5,50.0,1.0,1.0,0.7,0.15179873147903156,0.2914417428244379,0.6521362977642127
392,250.0,0.5,50.0,1.0,1.0,0.9,0.15093598491827004,0.28837376655335084,0.6542111553488879
393,250.0,0.5,50.0,1.0,10.0,0.5,0.15403698967306334,0.29322021067749493,0.6467351500492153
394,250.0,0.5,50.0,1.0,10.0,0.7,0.14912789110804273,0.2863819603532173,0.6578523868975877
395,250.0,0.5,50.0,1.0,10.0,0.9,0.14692903880183006,0.28281657414980355,0.6632788733755989
396,250.0,0.5,50.0,10.0,0.0,0.5,0.1696238715320829,0.3128669429199321,0.6111018443461985
397,250.0,0.5,50.0,10.0,0.0,0.7,0.16837525424103,0.31142411072470794,0.6139532918065693
398,250.0,0.5,50.0,10.0,0.0,0.9,0.16601163506735156,0.3087899053888942,0.6192216003428054
399,250.0,0.5,50.0,10.0,1.0,0.5,0.16878488438570077,0.3121831623059966,0.6129558193300808
400,250.0,0.5,50.0,10.0,1.0,0.7,0.16889969623410156,0.31159300143167445,0.6126140647936438
401,250.0,0.5,50.0,10.0,1.0,0.9,0.16546672697921755,0.308010830102084,0.6205324107003636
402,250.0,0.5,50.0,10.0,10.0,0.5,0.17291755465852282,0.3142017808740222,0.6034188981385361
403,250.0,0.5,50.0,10.0,10.0,0.7,0.16923424958950556,0.31128133443149875,0.6119258630080558
404,250.0,0.5,50.0,10.0,10.0,0.9,0.16717015351104098,0.3096248657360223,0.6167177251347766
405,250.0,0.9,3.0,0.0,0.0,0.5,0.16679840938233995,0.3032532893227723,0.6175835081138604
406,250.0,0.9,3.0,0.0,0.0,0.7,0.1582903519228947,0.29557409171952487,0.6367938926979689
407,250.0,0.9,3.0,0.0,0.0,0.9,0.15232055064420524,0.2883657370009394,0.6507460496360614
408,250.0,0.9,3.0,0.0,1.0,0.5,0.16295364106901267,0.3009689497044787,0.6263608224092018
409,250.0,0.9,3.0,0.0,1.0,0.7,0.15164652829746272,0.2888809464564464,0.6521932422804593
410,250.0,0.9,3.0,0.0,1.0,0.9,0.14799558481480227,0.2843175794337611,0.6607329087472262
411,250.0,0.9,3.0,0.0,10.0,0.5,0.1577214305388166,0.296211492089857,0.6385480226626695
412,250.0,0.9,3.0,0.0,10.0,0.7,0.15133607838182633,0.2883572081209268,0.6531118472188309
413,250.0,0.9,3.0,0.0,10.0,0.9,0.146394858564801,0.28363564336041935,0.6642707762836816
414,250.0,0.9,3.0,1.0,0.0,0.5,0.15491646312572632,0.2927165216633071,0.6450104142831072
415,250.0,0.9,3.0,1.0,0.0,0.7,0.14803705708537662,0.28486862266553464,0.6606371451619246
416,250.0,0.9,3.0,1.0,0.0,0.9,0.14455459691541073,0.28093268453640957,0.66863300023421
417,250.0,0.9,3.0,1.0,1.0,0.5,0.15304394049094544,0.29128357095670665,0.649122641836736
418,250.0,0.9,3.0,1.0,1.0,0.7,0.14504016268660153,0.28306800378226765,0.6675457799477362
419,250.0,0.9,3.0,1.0,1.0,0.9,0.14447477680507786,0.28157743314766304,0.6687856790743554
420,250.0,0.9,3.0,1.0,10.0,0.5,0.14796949071813165,0.28578479894772146,0.6606427680480366
421,250.0,0.9,3.0,1.0,10.0,0.7,0.1447640679758455,0.2817534670144274,0.6681335640155327
422,250.0,0.9,3.0,1.0,10.0,0.9,0.14195360733776305,0.2781415588769956,0.6745485229399923
423,250.0,0.9,3.0,10.0,0.0,0.5,0.1704687820361275,0.3139557778918739,0.6091262984721038
424,250.0,0.9,3.0,10.0,0.0,0.7,0.1682152759725684,0.31133741625892725,0.6142466050108608
425,250.0,0.9,3.0,10.0,0.0,0.9,0.16524411482351842,0.30741656370130077,0.6210735800958671
426,250.0,0.9,3.0,10.0,1.0,0.5,0.17240480249187545,0.3159495594249205,0.6047248337698838
427,250.0,0.9,3.0,10.0,1.0,0.7,0.16811597270731235,0.31056175539811515,0.6145540938970656
428,250.0,0.9,3.0,10.0,1.0,0.9,0.1672620018669275,0.31038339525610203,0.6164596058531926
429,250.0,0.9,3.0,10.0,10.0,0.5,0.17410758710008506,0.3153259524734249,0.6006617976300658
430,250.0,0.9,3.0,10.0,10.0,0.7,0.16957401250173537,0.31231853254759767,0.6111487760249178
431,250.0,0.9,3.0,10.0,10.0,0.9,0.1682699960595635,0.31003035511839605,0.6141450155512945
432,250.0,0.9,10.0,0.0,0.0,0.5,0.19737034196569916,0.33270853158500036,0.5476121717053415
433,250.0,0.9,10.0,0.0,0.0,0.7,0.17583980286603973,0.3106178665949147,0.5967051959496483
434,250.0,0.9,10.0,0.0,0.0,0.9,0.16892572498558675,0.30138456222077165,0.6125796489778648
435,250.0,0.9,10.0,0.0,1.0,0.5,0.187772323995448,0.3264809029697681,0.5693828499478647
436,250.0,0.9,10.0,0.0,1.0,0.7,0.1683663137196389,0.30568098349133466,0.6138985518797464
437,250.0,0.9,10.0,0.0,1.0,0.9,0.1611753452524479,0.29690675187824617,0.6306145085102709
438,250.0,0.9,10.0,0.0,10.0,0.5,0.16700372851682027,0.3051428965267423,0.6168203470496035
439,250.0,0.9,10.0,0.0,10.0,0.7,0.16056050931790808,0.296102961659658,0.6318033595657241
440,250.0,0.9,10.0,0.0,10.0,0.9,0.15201970103614354,0.2862571287619464,0.651318684887283
441,250.0,0.9,10.0,1.0,0.0,0.5,0.16978675764742185,0.3066853096678634,0.6107583246485521
442,250.0,0.9,10.0,1.0,0.0,0.7,0.15575114487695885,0.29370796631938645,0.6430018943531179
443,250.0,0.9,10.0,1.0,0.0,0.9,0.15383457572571962,0.2902363614165681,0.6471992437647102
444,250.0,0.9,10.0,1.0,1.0,0.5,0.16283458411359356,0.30143471393941534,0.6266356908121158
445,250.0,0.9,10.0,1.0,1.0,0.7,0.15098736242069655,0.28895704752429224,0.6539516733419072
446,250.0,0.9,10.0,1.0,1.0,0.9,0.14853621935856234,0.2854849065891266,0.6595251810687975
447,250.0,0.9,10.0,1.0,10.0,0.5,0.15540493024487073,0.29347551084430823,0.6437038203430314
448,250.0,0.9,10.0,1.0,10.0,0.7,0.15000335594274133,0.28684864668803195,0.6560293638348182
449,250.0,0.9,10.0,1.0,10.0,0.9,0.14515744797964164,0.2810913401151846,0.6673432510298063
450,250.0,0.9,10.0,10.0,0.0,0.5,0.17198771835482946,0.31525715730121995,0.6056813663394245
451,250.0,0.9,10.0,10.0,0.0,0.7,0.16896714748771005,0.3126457725997174,0.6124710425652304
452,250.0,0.9,10.0,10.0,0.0,0.9,0.16584232392946469,0.30909126821717253,0.6197327103732581
453,250.0,0.9,10.0,10.0,1.0,0.5,0.172174557871763,0.3155763093315351,0.6052363376370224
454,250.0,0.9,10.0,10.0,1.0,0.7,0.16700047255169032,0.30941232328879714,0.6170667057985725
455,250.0,0.9,10.0,10.0,1.0,0.9,0.16678317262506462,0.30928892317683776,0.6175422401119433
456,250.0,0.9,10.0,10.0,10.0,0.5,0.17430812453615846,0.3153167062104498,0.6002091299675893
457,250.0,0.9,10.0,10.0,10.0,0.7,0.17017871565145476,0.3131034850014387,0.6097716323794918
458,250.0,0.9,10.0,10.0,10.0,0.9,0.1667674623528907,0.3085694073110359,0.6175483446073938
459,250.0,0.9,50.0,0.0,0.0,0.5,0.2105967988797332,0.34396870226362486,0.5171631764416478
460,250.0,0.9,50.0,0.0,0.0,0.7,0.18608413628253576,0.31952823415782144,0.5733110952553535
461,250.0,0.9,50.0,0.0,0.0,0.9,0.17896876909753168,0.3120463764751763,0.5893092264494048
462,250.0,0.9,50.0,0.0,1.0,0.5,0.19895150473508652,0.3335521878640145,0.5440854670639739
463,250.0,0.9,50.0,0.0,1.0,0.7,0.17268476383135092,0.3119697694298268,0.6041214983500285
464,250.0,0.9,50.0,0.0,1.0,0.9,0.1696217936575763,0.3070610703625157,0.6108833520218274
465,250.0,0.9,50.0,0.0,10.0,0.5,0.1817486800106513,0.31721081588099076,0.5830386786450295
466,250.0,0.9,50.0,0.0,10.0,0.7,0.17071741271950064,0.30715096904885836,0.6083411039144639
467,250.0,0.9,50.0,0.0,10.0,0.9,0.16724426871369666,0.3031684871885059,0.6162088640093438
468,250.0,0.9,50.0,1.0,0.0,0.5,0.17278843817699582,0.3112527571331492,0.6038708694607007
469,250.0,0.9,50.0,1.0,0.0,0.7,0.15957147766054713,0.2957140236779031,0.6340162974964143
470,250.0,0.9,50.0,1.0,0.0,0.9,0.15656369575143292,0.29355216419419006,0.6409320966834591
471,250.0,0.9,50.0,1.0,1.0,0.5,0.164298541652196,0.30113440712123185,0.6233310718020303
472,250.0,0.9,50.0,1.0,1.0,0.7,0.15534252753392,0.2928508418949377,0.6441777851716772
473,250.0,0.9,50.0,1.0,1.0,0.9,0.1496832081844513,0.28817821107141617,0.6568158248791468
474,250.0,0.9,50.0,1.0,10.0,0.5,0.1546593046898506,0.2916927426539443,0.6457153042750712
475,250.0,0.9,50.0,1.0,10.0,0.7,0.14750094454745982,0.2857146836418686,0.6618247509311188
476,250.0,0.9,50.0,1.0,10.0,0.9,0.14636571758465905,0.2836121366093177,0.6645950025668131
477,250.0,0.9,50.0,10.0,0.0,0.5,0.17198771835482946,0.31525715730121995,0.6056813663394245
478,250.0,0.9,50.0,10.0,0.0,0.7,0.16896714748771005,0.3126457725997174,0.6124710425652304
479,250.0,0.9,50.0,10.0,0.0,0.9,0.16584232392946469,0.30909126821717253,0.6197327103732581
480,250.0,0.9,50.0,10.0,1.0,0.5,0.172174557871763,0.3155763093315351,0.6052363376370224
481,250.0,0.9,50.0,10.0,1.0,0.7,0.16700047255169032,0.30941232328879714,0.6170667057985725
482,250.0,0.9,50.0,10.0,1.0,0.9,0.16678317262506462,0.30928892317683776,0.6175422401119433
483,250.0,0.9,50.0,10.0,10.0,0.5,0.17430812453615846,0.3153167062104498,0.6002091299675893
484,250.0,0.9,50.0,10.0,10.0,0.7,0.17017871565145476,0.3131034850014387,0.6097716323794918
485,250.0,0.9,50.0,10.0,10.0,0.9,0.1667674623528907,0.3085694073110359,0.6175483446073938
486,500.0,0.1,3.0,0.0,0.0,0.5,0.17958816743113543,0.31791800115568186,0.5877180804340266
487,500.0,0.1,3.0,0.0,0.0,0.7,0.1615058458587674,0.30196232865514017,0.6297005705464477
488,500.0,0.1,3.0,0.0,0.0,0.9,0.15575737049286634,0.2948117787209754,0.6426622672138047
489,500.0,0.1,3.0,0.0,1.0,0.5,0.17002113974401403,0.3099440903671319,0.6099491806951631
490,500.0,0.1,3.0,0.0,1.0,0.7,0.16096202676039184,0.3003975775888172,0.6309931851092923
491,500.0,0.1,3.0,0.0,1.0,0.9,0.15344753436135744,0.2914362787327036,0.648121068750237
492,500.0,0.1,3.0,0.0,10.0,0.5,0.1610970849165016,0.2996613789491127,0.630570229083824
493,500.0,0.1,3.0,0.0,10.0,0.7,0.15580980008684545,0.2939446851105134,0.6428544049763939
494,500.0,0.1,3.0,0.0,10.0,0.9,0.1495429617246777,0.285276708168464,0.6571882917181167
495,500.0,0.1,3.0,1.0,0.0,0.5,0.1584279237681977,0.29676266185474665,0.6366158771769597
496,500.0,0.1,3.0,1.0,0.0,0.7,0.15069721681607479,0.2880245621772529,0.6545391253362709
497,500.0,0.1,3.0,1.0,0.0,0.9,0.14960988113077014,0.28720410300528315,0.656989066077886
498,500.0,0.1,3.0,1.0,1.0,0.5,0.15475593022183304,0.2937029692067268,0.6451103059774995
499,500.0,0.1,3.0,1.0,1.0,0.7,0.14935247487390696,0.286734895206903,0.6575987385369257
500,500.0,0.1,3.0,1.0,1.0,0.9,0.1453184139250457,0.2840883753045702,0.666874800116943
501,500.0,0.1,3.0,1.0,10.0,0.5,0.14880912847580172,0.2869329517293921,0.6589135813866244
502,500.0,0.1,3.0,1.0,10.0,0.7,0.14756950924582418,0.28457157219765594,0.661822726250542
503,500.0,0.1,3.0,1.0,10.0,0.9,0.1442357800200556,0.28085333545766106,0.669473565109773
504,500.0,0.1,3.0,10.0,0.0,0.5,0.17875758859496668,0.3211769360988455,0.5901449886358171
505,500.0,0.1,3.0,10.0,0.0,0.7,0.1754677708610078,0.3172719070146811,0.5976634222544062
506,500.0,0.1,3.0,10.0,0.0,0.9,0.1755060647229742,0.31768826368128755,0.5976395885044206
507,500.0,0.1,3.0,10.0,1.0,0.5,0.17918304806505111,0.32053235845564443,0.5891293740160628
508,500.0,0.1,3.0,10.0,1.0,0.7,0.1756376888438149,0.31773602876751217,0.59729146772032
509,500.0,0.1,3.0,10.0,1.0,0.9,0.17426393869080464,0.31651715603427544,0.6003139809287992
510,500.0,0.1,3.0,10.0,10.0,0.5,0.18618407304297482,0.3244011559563772,0.572871464084319
511,500.0,0.1,3.0,10.0,10.0,0.7,0.1817117802671807,0.32051535185070207,0.583217631308819
512,500.0,0.1,3.0,10.0,10.0,0.9,0.17813001079579482,0.3172563093294795,0.5913807375669768
513,500.0,0.1,10.0,0.0,0.0,0.5,0.23898133198297028,0.3746952248399773,0.4518702025824325
514,500.0,0.1,10.0,0.0,0.0,0.7,0.20647076631661276,0.34654826431754954,0.526778283967902
515,500.0,0.1,10.0,0.0,0.0,0.9,0.20184587778195456,0.33891839436416493,0.5375148712469027
516,500.0,0.1,10.0,0.0,1.0,0.5,0.19563896538969566,0.3359267504748265,0.55159210393443
517,500.0,0.1,10.0,0.0,1.0,0.7,0.17512186613647546,0.3144981602674537,0.5984573435720446
518,500.0,0.1,10.0,0.0,1.0,0.9,0.16880007498073518,0.3099757452665121,0.6127295324491014
519,500.0,0.1,10.0,0.0,10.0,0.5,0.17504326607868853,0.31349492603891055,0.5984869382545108
520,500.0,0.1,10.0,0.0,10.0,0.7,0.15999600274435372,0.30011392871326886,0.6329011232621296
521,500.0,0.1,10.0,0.0,10.0,0.9,0.15642397985025655,0.2954958675590146,0.6413551349282046
522,500.0,0.1,10.0,1.0,0.0,0.5,0.19566514045708377,0.33308886211357336,0.5511373666237509
523,500.0,0.1,10.0,1.0,0.0,0.7,0.1780021784543449,0.3184318271887737,0.5919525845090099
524,500.0,0.1,10.0,1.0,0.0,0.9,0.16867646384396098,0.3079384696566471,0.6135738437264944
