,n_estimators,colsample_bytree,max_depth,gamma,reg_lambda,subsample,MSE,MAE,R2
94,100.0,0.5,3.0,1.0,1.0,0.7,0.1438153674145351,0.2814960043177443,0.6702612355981434
95,100.0,0.5,3.0,1.0,1.0,0.9,0.14090233168447255,0.2783375497360911,0.6769820649139479
96,100.0,0.5,3.0,1.0,10.0,0.5,0.14493832786137562,0.28244428436045627,0.6678537042408119
97,100.0,0.5,3.0,1.0,10.0,0.7,0.14273070617924274,0.2796934364216579,0.672780536891957
98,100.0,0.5,3.0,1.0,10.0,0.9,0.13967775354713002,0.27599273482199294,0.6797683941144946
99,100.0,0.5,3.0,10.0,0.0,0.5,0.1725374067937539,0.3162868113464334,0.6045121307115764
100,100.0,0.5,3.0,10.0,0.0,0.7,0.16809711018717727,0.3111181283330492,0.6144554651975473
101,100.0,0.5,3.0,10.0,0.0,0.9,0.16820504829557553,0.31093235765215754,0.6143407477414379
102,100.0,0.5,3.0,10.0,1.0,0.5,0.17150349927532416,0.31436135917514063,0.606774992550292
103,100.0,0.5,3.0,10.0,1.0,0.7,0.16803327714445265,0.31091792423654263,0.6146110649925094
104,100.0,0.5,3.0,10.0,1.0,0.9,0.1677234349265227,0.31014207214899214,0.6153618894003692
105,100.0,0.5,3.0,10.0,10.0,0.5,0.17339316292103096,0.3150500496748102,0.6023356996611271
106,100.0,0.5,3.0,10.0,10.0,0.7,0.1696121189737461,0.3122443220660681,0.6111025374737336
107,100.0,0.5,3.0,10.0,10.0,0.9,0.16838599876822777,0.3107040929030397,0.6138312448762135
108,100.0,0.5,10.0,0.0,0.0,0.5,0.1954058612325023,0.3344008710814182,0.5519774330413437
109,100.0,0.5,10.0,0.0,0.0,0.7,0.16936878274690242,0.3069230788748344,0.6118647152648075
110,100.0,0.5,10.0,0.0,0.0,0.9,0.1579350816199182,0.29644741597033686,0.6379962650928654
111,100.0,0.5,10.0,0.0,1.0,0.5,0.17901281352971593,0.3188785493241732,0.5894354198702162
112,100.0,0.5,10.0,0.0,1.0,0.7,0.1656229871365725,0.305032311805293,0.6203383605590115
113,100.0,0.5,10.0,0.0,1.0,0.9,0.16093521386727305,0.29887820412268506,0.631109642831911
114,100.0,0.5,10.0,0.0,10.0,0.5,0.17011141926280046,0.3063910280681724,0.6099191380412042
115,100.0,0.5,10.0,0.0,10.0,0.7,0.15922299401188666,0.2933930271040676,0.634912628847099
116,100.0,0.5,10.0,0.0,10.0,0.9,0.15311401956206844,0.28965934279411704,0.6489177501536177
117,100.0,0.5,10.0,1.0,0.0,0.5,0.1666101956915585,0.30471580469409604,0.6178709091445349
118,100.0,0.5,10.0,1.0,0.0,0.7,0.1559079665297997,0.2936040360595983,0.6425064575764244
119,100.0,0.5,10.0,1.0,0.0,0.9,0.15030256676832687,0.2879091538489992,0.6555241065501816
120,100.0,0.5,10.0,1.0,1.0,0.5,0.1601265427061751,0.3001253262049617,0.6330709583355968
121,100.0,0.5,10.0,1.0,1.0,0.7,0.15170072558881253,0.29018667787051927,0.6524234787199756
122,100.0,0.5,10.0,1.0,1.0,0.9,0.14664884247177185,0.2847288686141831,0.6638875303138488
123,100.0,0.5,10.0,1.0,10.0,0.5,0.15164575768290028,0.2897166225705526,0.6521396017816677
124,100.0,0.5,10.0,1.0,10.0,0.7,0.1487854371635029,0.28539218729504456,0.6588365469147577
125,100.0,0.5,10.0,1.0,10.0,0.9,0.1445811124504804,0.2825862753281932,0.6685129105010965
126,100.0,0.5,10.0,10.0,0.0,0.5,0.1724191427433822,0.3156223642606709,0.6047097915563179
127,100.0,0.5,10.0,10.0,0.0,0.7,0.16869408564994354,0.3118032690247723,0.6132234130408662
128,100.0,0.5,10.0,10.0,0.0,0.9,0.16709964298354932,0.30993260032907355,0.6167650926901664
129,100.0,0.5,10.0,10.0,1.0,0.5,0.1712446211749265,0.31438184106830447,0.6073778913629931
130,100.0,0.5,10.0,10.0,1.0,0.7,0.17004420704443432,0.31284364450230495,0.6099271855888844
131,100.0,0.5,10.0,10.0,1.0,0.9,0.16730942761841944,0.30963317070116025,0.6163846693591197
132,100.0,0.5,10.0,10.0,10.0,0.5,0.17368248181535467,0.315422526517943,0.6016737503450587
133,100.0,0.5,10.0,10.0,10.0,0.7,0.1698006551179178,0.3119597623950588,0.6106130445811498
134,100.0,0.5,10.0,10.0,10.0,0.9,0.16858892513090487,0.31090244245619275,0.6134342679745568
135,100.0,0.5,50.0,0.0,0.0,0.5,0.20428489199572178,0.3410654285519277,0.5315916831703209
136,100.0,0.5,50.0,0.0,0.0,0.7,0.1825137726977796,0.3204670092923613,0.581369765191277
137,100.0,0.5,50.0,0.0,0.0,0.9,0.1682806744809539,0.3068089041640856,0.6141590555980089
138,100.0,0.5,50.0,0.0,1.0,0.5,0.1902331131614605,0.3288961435073433,0.563804822807591
139,100.0,0.5,50.0,0.0,1.0,0.7,0.1752708810849057,0.3128450378808024,0.5982957956442755
140,100.0,0.5,50.0,0.0,1.0,0.9,0.16658429392594395,0.30657641029323396,0.6183101459377769
141,100.0,0.5,50.0,0.0,10.0,0.5,0.16716476223546123,0.3062939585973375,0.6164882255710766
142,100.0,0.5,50.0,0.0,10.0,0.7,0.16175222421908522,0.2990522307599391,0.6289608418209602
143,100.0,0.5,50.0,0.0,10.0,0.9,0.1614363918726686,0.2974790068034385,0.6297495417131745
144,100.0,0.5,50.0,1.0,0.0,0.5,0.16620729408461696,0.306155966734441,0.6190763193000411
145,100.0,0.5,50.0,1.0,0.0,0.7,0.15300516625387425,0.29301778314021776,0.6491421879980841
146,100.0,0.5,50.0,1.0,0.0,0.9,0.15246758773318472,0.29056730853334684,0.6504153676922932
147,100.0,0.5,50.0,1.0,1.0,0.5,0.16053359677537515,0.29978698433912965,0.6318811545822676
148,100.0,0.5,50.0,1.0,1.0,0.7,0.15161374646960268,0.29112654080867,0.6525652397346844
149,100.0,0.5,50.0,1.0,1.0,0.9,0.1502804262145245,0.28802770162655705,0.6557022409204758
150,100.0,0.5,50.0,1.0,10.0,0.5,0.15199447165349753,0.29100453377611424,0.6514222808727499
151,100.0,0.5,50.0,1.0,10.0,0.7,0.14829838732156778,0.28529360321528513,0.6597867708276828
152,100.0,0.5,50.0,1.0,10.0,0.9,0.14631431253239408,0.28246305644064645,0.6646915049152782
153,100.0,0.5,50.0,10.0,0.0,0.5,0.1724191427433822,0.3156223642606709,0.6047097915563179
154,100.0,0.5,50.0,10.0,0.0,0.7,0.16869408564994354,0.3118032690247723,0.6132234130408662
155,100.0,0.5,50.0,10.0,0.0,0.9,0.16709964298354932,0.30993260032907355,0.6167650926901664
156,100.0,0.5,50.0,10.0,1.0,0.5,0.1712446211749265,0.31438184106830447,0.6073778913629931
157,100.0,0.5,50.0,10.0,1.0,0.7,0.17004420704443432,0.31284364450230495,0.6099271855888844
158,100.0,0.5,50.0,10.0,1.0,0.9,0.16730942761841944,0.30963317070116025,0.6163846693591197
159,100.0,0.5,50.0,10.0,10.0,0.5,0.17368248181535467,0.315422526517943,0.6016737503450587
160,100.0,0.5,50.0,10.0,10.0,0.7,0.1698006551179178,0.3119597623950588,0.6106130445811498
161,100.0,0.5,50.0,10.0,10.0,0.9,0.16858892513090487,0.31090244245619275,0.6134342679745568
162,100.0,0.9,3.0,0.0,0.0,0.5,0.15647488154064837,0.29247927445217414,0.6411540860644853
163,100.0,0.9,3.0,0.0,0.0,0.7,0.15024285403394755,0.2859484992991704,0.6553889096085828
164,100.0,0.9,3.0,0.0,0.0,0.9,0.14523019361083925,0.28175649333893127,0.666984753370927
165,100.0,0.9,3.0,0.0,1.0,0.5,0.1533209229535106,0.28959633237728444,0.6484569712691373
166,100.0,0.9,3.0,0.0,1.0,0.7,0.14644177839348005,0.28506298027402444,0.6642413328973722
167,100.0,0.9,3.0,0.0,1.0,0.9,0.14434239780299213,0.2814583091086649,0.6690796936324434
168,100.0,0.9,3.0,0.0,10.0,0.5,0.15026219947824243,0.2863414027039223,0.6556050018897867
169,100.0,0.9,3.0,0.0,10.0,0.7,0.1464328079400245,0.28308589096207426,0.6643982995039228
170,100.0,0.9,3.0,0.0,10.0,0.9,0.14273201244032083,0.2788428595795072,0.6727623460774091
171,100.0,0.9,3.0,1.0,0.0,0.5,0.15160701181782807,0.29005087019316,0.6526208720892324
172,100.0,0.9,3.0,1.0,0.0,0.7,0.14564722517277104,0.28309589209314323,0.666148573108944
173,100.0,0.9,3.0,1.0,0.0,0.9,0.14387072703146614,0.2805308707441925,0.6702164283178634
174,100.0,0.9,3.0,1.0,1.0,0.5,0.14986591512983966,0.2869235509668769,0.6563755324414925
175,100.0,0.9,3.0,1.0,1.0,0.7,0.14508060276727314,0.28335242036378816,0.6675172248980299
176,100.0,0.9,3.0,1.0,1.0,0.9,0.14351344429397514,0.2806663649321853,0.670961908650658
177,100.0,0.9,3.0,1.0,10.0,0.5,0.14638264700538878,0.2838922704623127,0.6643579055950941
178,100.0,0.9,3.0,1.0,10.0,0.7,0.14409073219132756,0.2809434438592205,0.6697009650789065
179,100.0,0.9,3.0,1.0,10.0,0.9,0.14195900367833492,0.27816227222622664,0.6745566763839204
180,100.0,0.9,3.0,10.0,0.0,0.5,0.1720102850166537,0.3159549434669561,0.6055137131856773
181,100.0,0.9,3.0,10.0,0.0,0.7,0.16986589624432216,0.3132928848336612,0.6104959704601262
182,100.0,0.9,3.0,10.0,0.0,0.9,0.1654722978313293,0.3076799497756363,0.6205296964187209
183,100.0,0.9,3.0,10.0,1.0,0.5,0.1742911339541919,0.3178356620967572,0.6004124106140288
184,100.0,0.9,3.0,10.0,1.0,0.7,0.1688652344634518,0.31153108002471275,0.6127982308798383
185,100.0,0.9,3.0,10.0,1.0,0.9,0.16744865980477738,0.31053750887925735,0.6160451714075018
186,100.0,0.9,3.0,10.0,10.0,0.5,0.17568563913781796,0.31694436571437706,0.5970569371836335
187,100.0,0.9,3.0,10.0,10.0,0.7,0.1698805745503069,0.3126012265184405,0.6104170638615825
188,100.0,0.9,3.0,10.0,10.0,0.9,0.16893259304804595,0.3109439035613015,0.6125662225135865
189,100.0,0.9,10.0,0.0,0.0,0.5,0.19738059976893862,0.3327121167814092,0.5475934278169351
190,100.0,0.9,10.0,0.0,0.0,0.7,0.17584873316995334,0.3106295248654817,0.596684388204452
191,100.0,0.9,10.0,0.0,0.0,0.9,0.16893768576710194,0.3013888116265466,0.6125524341448692
192,100.0,0.9,10.0,0.0,1.0,0.5,0.18779506371188856,0.32649538361666597,0.5693265886398262
193,100.0,0.9,10.0,0.0,1.0,0.7,0.1683619822090595,0.3056778017312931,0.6139081108899267
194,100.0,0.9,10.0,0.0,1.0,0.9,0.16117062394144377,0.29690842929699063,0.6306246640743763
195,100.0,0.9,10.0,0.0,10.0,0.5,0.16669944313892068,0.3048645153477907,0.6175243074162522
196,100.0,0.9,10.0,0.0,10.0,0.7,0.16054755842435686,0.2960700192445088,0.631841987783064
197,100.0,0.9,10.0,0.0,10.0,0.9,0.1520271395865027,0.2862371564010578,0.6512957986764134
198,100.0,0.9,10.0,1.0,0.0,0.5,0.16799754780366719,0.30427227182120214,0.614872353623943
199,100.0,0.9,10.0,1.0,0.0,0.7,0.15470993158179103,0.2928724720688984,0.6453696325765499
200,100.0,0.9,10.0,1.0,0.0,0.9,0.15413110082130416,0.29016437512325177,0.6465084506187267
201,100.0,0.9,10.0,1.0,1.0,0.5,0.16005557317708347,0.2988894508288409,0.6329892893329185
202,100.0,0.9,10.0,1.0,1.0,0.7,0.15037021097054692,0.2880275947022163,0.6553809845220178
203,100.0,0.9,10.0,1.0,1.0,0.9,0.14750306087838788,0.2841255117501328,0.661898669509647
204,100.0,0.9,10.0,1.0,10.0,0.5,0.15554163451303707,0.2928544289904921,0.6434209187348635
205,100.0,0.9,10.0,1.0,10.0,0.7,0.14915980074638466,0.2859263746943252,0.65802225489965
206,100.0,0.9,10.0,1.0,10.0,0.9,0.14491082133109015,0.28102552819946347,0.667894277022915
207,100.0,0.9,10.0,10.0,0.0,0.5,0.17263353511557733,0.31604784406052966,0.6042042574754163
208,100.0,0.9,10.0,10.0,0.0,0.7,0.1693729419814129,0.3131785495199212,0.6115575770581001
209,100.0,0.9,10.0,10.0,0.0,0.9,0.1660434414505693,0.30930573935954453,0.6192859949341438
210,100.0,0.9,10.0,10.0,1.0,0.5,0.1740478784160266,0.31741638360698626,0.6009528191083238
211,100.0,0.9,10.0,10.0,1.0,0.7,0.1684061342893434,0.3110247842393092,0.6138669356771824
212,100.0,0.9,10.0,10.0,1.0,0.9,0.16819636506423646,0.3108046881085596,0.6142514932248588
213,100.0,0.9,10.0,10.0,10.0,0.5,0.17631548739415476,0.3175753793388768,0.5956484415991172
214,100.0,0.9,10.0,10.0,10.0,0.7,0.1703424601742727,0.31330498826232045,0.6093963429853466
215,100.0,0.9,10.0,10.0,10.0,0.9,0.16901667324521577,0.31116433369501384,0.612398378132424
216,100.0,0.9,50.0,0.0,0.0,0.5,0.21059677844042873,0.3439689824499002,0.5171632916636693
217,100.0,0.9,50.0,0.0,0.0,0.7,0.18608453962039187,0.3195278189101744,0.5733101775608962
218,100.0,0.9,50.0,0.0,0.0,0.9,0.17896909525705293,0.3120467283768868,0.5893084826296893
219,100.0,0.9,50.0,0.0,1.0,0.5,0.19893170105002694,0.33354985020646877,0.5441317732627505
220,100.0,0.9,50.0,0.0,1.0,0.7,0.17268467192440823,0.31196929418489183,0.6041217483434057
221,100.0,0.9,50.0,0.0,1.0,0.9,0.16962221413751888,0.30706153837877526,0.6108823847958705
222,100.0,0.9,50.0,0.0,10.0,0.5,0.18149428020937264,0.31710428860491924,0.5836251406018419
223,100.0,0.9,50.0,0.0,10.0,0.7,0.17044111566458955,0.30698259310725096,0.6089819899566189
224,100.0,0.9,50.0,0.0,10.0,0.9,0.1672233626515986,0.3031397575639432,0.6162550323397966
225,100.0,0.9,50.0,1.0,0.0,0.5,0.17176431311223456,0.3104183399670662,0.606176498727616
226,100.0,0.9,50.0,1.0,0.0,0.7,0.15949011047043873,0.2957640482361182,0.6341893307587139
227,100.0,0.9,50.0,1.0,0.0,0.9,0.1566141691825857,0.29367755615444563,0.6408340837902428
228,100.0,0.9,50.0,1.0,1.0,0.5,0.16287220713833944,0.29959003652127214,0.6266539007134291
229,100.0,0.9,50.0,1.0,1.0,0.7,0.15529543282004105,0.29286866917009097,0.6443117593071573
230,100.0,0.9,50.0,1.0,1.0,0.9,0.14902825501878367,0.2874806315316091,0.6582948809845163
231,100.0,0.9,50.0,1.0,10.0,0.5,0.15405048524637918,0.2908034802446381,0.6471650452799872
232,100.0,0.9,50.0,1.0,10.0,0.7,0.1475384392660079,0.28510707626824877,0.6617506430541951
233,100.0,0.9,50.0,1.0,10.0,0.9,0.14593266486785275,0.2834430682222731,0.6656050810814976
234,100.0,0.9,50.0,10.0,0.0,0.5,0.17263353511557733,0.31604784406052966,0.6042042574754163
235,100.0,0.9,50.0,10.0,0.0,0.7,0.1693729419814129,0.3131785495199212,0.6115575770581001
236,100.0,0.9,50.0,10.0,0.0,0.9,0.1660434414505693,0.30930573935954453,0.6192859949341438
237,100.0,0.9,50.0,10.0,1.0,0.5,0.1740478784160266,0.31741638360698626,0.6009528191083238
238,100.0,0.9,50.0,10.0,1.0,0.7,0.1684061342893434,0.3110247842393092,0.6138669356771824
239,100.0,0.9,50.0,10.0,1.0,0.9,0.16819636506423646,0.3108046881085596,0.6142514932248588
240,100.0,0.9,50.0,10.0,10.0,0.5,0.17631548739415476,0.3175753793388768,0.5956484415991172
241,100.0,0.9,50.0,10.0,10.0,0.7,0.1703424601742727,0.31330498826232045,0.6093963429853466
242,100.0,0.9,50.0,10.0,10.0,0.9,0.16901667324521577,0.31116433369501384,0.612398378132424
243,250.0,0.1,3.0,0.0,0.0,0.5,0.17022522281769012,0.30838420062943006,0.6093821771743555
244,250.0,0.1,3.0,0.0,0.0,0.7,0.1563329116262562,0.2952815149365814,0.6416024189272258
245,250.0,0.1,3.0,0.0,0.0,0.9,0.15354478817046308,0.29159028154451205,0.6477649178635738
246,250.0,0.1,3.0,0.0,1.0,0.5,0.1625103506735533,0.302633719663298,0.6271747840460715
247,250.0,0.1,3.0,0.0,1.0,0.7,0.15573073848481758,0.2930002849915537,0.6429566293171233
248,250.0,0.1,3.0,0.0,1.0,0.9,0.15044382409547902,0.28818225443441803,0.6550427503770297
249,250.0,0.1,3.0,0.0,10.0,0.5,0.1547415904062956,0.29396536781434834,0.6451418524208101
250,250.0,0.1,3.0,0.0,10.0,0.7,0.15027582144742294,0.2878114433945085,0.6555281106718805
251,250.0,0.1,3.0,0.0,10.0,0.9,0.1456937348270429,0.2815193998595148,0.665984061476685
252,250.0,0.1,3.0,1.0,0.0,0.5,0.1560647839594122,0.29423391147749545,0.6420338899819656
253,250.0,0.1,3.0,1.0,0.0,0.7,0.14887230755501604,0.28721147751671866,0.6587784499189698
254,250.0,0.1,3.0,1.0,0.0,0.9,0.14874105586208458,0.28698223152938,0.6589781443985656
255,250.0,0.1,3.0,1.0,1.0,0.5,0.152968922642359,0.29176260536966175,0.6491774619450149
256,250.0,0.1,3.0,1.0,1.0,0.7,0.1492425053465053,0.28778047512832844,0.6578468688754728
257,250.0,0.1,3.0,1.0,1.0,0.9,0.14524635911480704,0.28395716379353864,0.6670341709380023
258,250.0,0.1,3.0,1.0,10.0,0.5,0.1481103971851448,0.28646424683858857,0.660440369851026
259,250.0,0.1,3.0,1.0,10.0,0.7,0.14677275339190685,0.28369766966516,0.6636208227040188
260,250.0,0.1,3.0,1.0,10.0,0.9,0.14404030598373357,0.280549616626104,0.6699398142082398
