index,id,count,brightness,contrast,no_img_bathroom,no_img_bedroom,no_img_dining,no_img_hallway,no_img_kitchen,no_img_living,no_img_others
188,11831524,21,107.14956447056362,0.9816233124464198,3,4,0,2,3,3,6
189,11833547,9,144.03358120388455,0.9558543531356235,0,2,2,0,1,1,3
190,11840083,12,121.71548461914062,0.973591679388781,1,3,0,0,0,4,4
191,11840668,16,108.67070579528809,0.9773974082552258,1,3,0,1,3,7,1
192,11843568,14,115.34118761335101,0.9436857156732603,5,2,2,1,1,1,2
193,11848597,8,102.8109245300293,0.9855242566185569,1,2,0,0,1,3,1
194,11859424,6,120.24290974934895,0.9669466648920718,2,0,3,0,1,0,0
195,11862066,14,121.25738525390625,0.946748189782218,2,4,0,0,1,2,5
196,11875523,11,105.48175881125711,0.9769241887371591,2,2,0,0,1,0,6
197,11877623,9,159.69161648220486,0.9568625093983647,1,1,2,2,2,1,0
198,11889903,21,176.4704306466239,0.9551475698349039,3,8,0,1,4,3,2
199,11898139,10,102.69254608154297,0.9671255713080218,1,2,0,1,2,2,2
200,11922629,15,141.68940124511718,0.9741774633526623,2,3,2,0,2,3,3
201,11926900,5,144.94090881347657,0.8367467566078375,0,0,0,0,0,5,0
202,11932118,29,141.74467783960802,0.9845774353217687,3,6,1,1,7,3,8
203,11937394,9,104.18191697862413,0.9887686082010421,1,3,0,0,1,1,3
204,11938262,2,135.09929656982422,0.9768629807692308,0,1,0,0,0,1,0
205,11945613,12,98.32543436686198,0.9869395527849458,2,2,1,1,2,2,2
206,11953009,20,116.47186965942383,0.9220332664952995,3,6,1,1,3,3,3
207,11956632,46,141.01660620647928,0.970455433276163,5,8,1,4,5,20,3
208,11960414,38,134.33938357704565,0.9725720829722831,7,13,2,0,6,6,4
209,11969518,12,127.98632939656575,0.9417220174305406,4,2,1,1,0,2,2
210,11973034,2,92.70203399658203,0.9959677419354839,1,0,1,0,0,0,0
211,11977138,12,180.71137364705405,0.97927487203539,1,4,3,0,3,1,0
212,11983399,39,98.99649399977464,0.9574992287042133,5,9,0,2,5,3,15
213,11988114,13,167.4341818002554,0.9887453936358004,1,4,2,0,2,2,2
214,11989170,25,144.351416015625,0.9742266736063031,2,5,3,2,5,3,5
215,11994815,19,126.35071603875411,0.9474351447585675,2,10,0,0,1,5,1
216,11997820,20,155.3806297302246,0.9838410670567473,2,5,1,1,2,8,1
217,12001151,8,142.34294509887695,0.9738155155892309,0,1,1,0,2,2,2
218,12001805,10,125.42254333496093,0.9824905535351833,2,3,0,1,1,2,1
219,12018433,11,118.88910466974431,0.9790415750370748,1,3,0,1,1,0,5
220,12022727,13,153.7155503493089,0.9768744073992534,2,3,0,0,2,5,1
221,12046928,12,123.31832504272461,0.9896485142283783,2,3,0,0,1,4,2
222,12054202,18,147.61021762424045,0.963659163729025,1,4,0,0,4,1,8
223,1207950,43,147.29614861066952,0.9662787279865594,3,11,2,0,6,11,10
224,12086431,7,108.51620919363839,0.9824646110212745,0,2,1,0,2,0,2
225,12100190,6,166.5833257039388,0.9883418120155039,0,2,0,0,1,2,1
226,12103804,17,145.59155363195083,0.961210963867235,1,4,0,0,2,4,6
227,12105464,18,132.8109563191732,0.9591105399423192,2,4,1,0,3,2,6
228,12110038,15,53.077099609375,0.9994791666666667,3,4,0,1,1,4,2
229,12121040,9,120.40112982855902,0.9965345330739299,1,3,0,0,0,2,3
230,12124804,17,158.88600876752068,0.9818208450385567,1,1,0,0,0,0,15
231,12131331,8,111.83117485046387,0.9675639530263269,2,2,0,1,1,1,1
232,12142437,17,118.73371348661534,0.9936993799786659,4,2,0,2,3,3,3
233,12142737,38,177.76918551796362,0.9397801172869013,6,11,2,0,2,3,14
234,12142926,20,157.89886322021485,0.9651125523185152,3,2,2,0,1,2,10
235,12185110,5,105.14027709960938,0.9923076923076923,1,1,1,0,1,1,0
236,12190222,21,151.26238505045572,0.9205542427241517,3,3,3,1,2,4,5
237,12200071,16,125.14845180511475,0.9677438988273448,2,5,0,0,3,6,0
238,12202681,7,101.80543300083706,0.9811558203454783,1,1,0,0,1,3,1
239,12203430,2,135.20305633544922,0.7985676301569603,2,0,0,0,0,0,0
240,12205880,8,135.3477382659912,0.9783700942198629,1,2,0,0,1,1,3
241,12218744,27,117.43716204607928,0.9321831648216984,2,5,2,2,4,3,9
242,12221062,19,136.32168016935648,0.9556347697004187,2,7,1,0,6,3,0
243,12230769,26,117.93426689734825,0.9757943908551691,0,8,1,1,3,3,10
244,12246300,71,119.11458684357119,0.9587593874612065,5,27,1,1,12,10,15
245,12260195,5,104.82026977539063,0.9784369495419156,0,1,0,0,0,1,3
246,12277186,5,110.01707458496094,0.9937434377123093,1,2,0,0,1,1,0
247,12280770,20,131.36456222534179,0.9906802623880502,0,2,3,1,2,4,8
248,12285598,21,176.1966596330915,0.9662739058819557,3,6,1,2,0,4,5
249,12286030,14,109.03906358991351,0.9559831937400831,2,4,1,0,2,3,2
250,12291396,12,134.4100659688314,0.9739570351877779,1,3,0,1,3,2,2
251,12319039,25,164.37845153808593,0.9640185973041896,2,4,1,1,4,6,7
252,12334029,22,165.8733673095703,0.9798915249780731,4,5,1,0,4,7,1
253,12335084,12,128.16454060872397,0.9726083376827539,0,3,0,2,3,2,2
254,12361199,1,185.51658630371094,0.8608058608058609,0,1,0,0,0,0,0
255,12367192,12,133.2265879313151,0.9954452217008724,1,8,0,0,2,0,1
256,12380462,8,145.82146644592285,0.9062117203617743,1,3,2,0,1,1,0
257,12381910,7,103.91378566196987,0.9260885993941882,0,1,0,1,1,1,3
258,12383270,5,103.07941284179688,0.9984375,1,1,0,0,0,1,2
259,12386785,5,100.19592590332032,0.9630980783630456,1,0,0,2,0,0,2
260,12395615,8,124.58040618896484,0.9768174039145179,1,2,0,0,3,0,2
261,12400367,34,155.0274756936466,0.976168661542073,3,7,3,0,2,4,15
262,12407479,19,107.12570110120271,0.9763711743363335,2,6,0,3,1,1,6
263,12414968,8,119.48228073120117,0.9862275308524051,0,4,1,1,0,0,2
264,12436876,1,134.05345153808594,0.9391634980988594,1,0,0,0,0,0,0
265,12443911,42,173.40781184605189,0.9438784102174524,3,12,0,2,4,10,11
266,12449044,11,123.98857671564275,0.9873791855140603,0,3,0,1,3,1,3
267,12451476,10,123.13724212646484,0.9692864462046398,0,1,1,0,1,1,6
268,12459154,62,132.9178727672946,0.9931383256705033,11,5,0,1,8,8,29
269,12462228,5,106.58497314453125,0.9646230062027279,2,3,0,0,0,0,0
270,12477806,17,142.5390355727252,0.9913372430957703,4,7,0,0,1,3,2
271,12487441,8,136.4034366607666,0.9509599607985499,2,2,1,0,1,1,1
272,12488276,13,113.08155118502103,0.9757454347459524,1,2,1,0,0,5,4
273,12491909,16,168.31611251831055,0.9893501185383354,1,2,0,0,2,4,7
274,12507320,8,152.05075073242188,0.9818928614099129,1,2,0,0,2,1,2
275,12516750,10,113.3375961303711,0.9372989928025477,3,3,0,0,2,2,0
276,12516988,5,155.70132141113282,0.931154316947935,1,1,2,0,1,0,0
277,12539487,22,131.99368286132812,0.9880367754690902,1,6,2,1,5,5,2
278,12551534,7,100.79032679966518,0.9673984341665243,0,2,0,0,1,2,2
279,12555070,10,163.09365539550782,0.9576278962946034,1,3,1,0,1,0,4
280,12567097,10,132.26883392333986,0.9487211027237403,1,1,0,0,0,0,8
281,12602500,2,130.79193878173828,0.9844658430232558,2,0,0,0,0,0,0
282,12605361,2,112.286376953125,0.9475862873134329,1,1,0,0,0,0,0
283,12617204,10,114.21704559326172,0.9704801118370548,1,4,0,0,1,2,2
284,12617275,10,115.49872589111328,0.9645858028939654,1,4,0,0,1,2,2
285,12617287,11,117.0235859264027,0.9678052753581504,1,4,0,0,1,2,3
286,12625067,11,116.88733048872514,0.9922432565921677,2,3,2,1,1,1,1
287,12636200,19,116.47351797003495,0.9963167555269807,4,4,1,0,2,0,8
288,12641231,16,131.8749303817749,0.972805705923445,0,10,0,0,0,5,1
289,12643250,24,116.40539805094402,0.9706114851813931,1,1,1,2,2,0,17
290,12649302,26,163.46268404447116,0.9390347952882154,2,8,0,0,4,0,12
291,12662876,22,112.05774550004439,0.9867655456288777,5,2,1,3,4,3,4
292,12667037,13,122.15770193246695,0.9582268055873997,2,4,0,1,3,1,2
293,12675194,28,115.30866077968052,0.9417127864461138,4,9,3,2,2,1,7
294,12699587,36,140.57190153333875,0.9961046814584302,0,4,0,0,24,0,8
295,1270261,9,97.23953416612413,0.9888089939167047,0,1,0,0,3,1,4
296,12706821,17,124.69176707548253,0.9681623832672569,1,3,0,1,3,3,6
297,12709042,18,150.20811716715494,0.9596317954591367,3,4,0,0,3,5,3
298,12724935,6,111.9035415649414,0.9746423541966301,0,3,1,0,1,1,0
299,12727517,35,131.53706577845983,0.9156342557190141,4,12,0,2,4,8,5
300,12732876,9,127.27050442165799,0.9636306715670683,2,2,0,0,1,4,0
301,12733753,2,88.83043670654297,1.0,0,1,0,0,1,0,0
302,12748175,29,178.9699417640423,0.9324644175169048,4,7,1,1,6,8,2
303,12751334,7,115.63492257254464,0.9977678571428571,1,2,0,1,1,2,0
304,12753211,11,117.40190263227983,0.9657525126745782,0,1,1,1,0,4,4
305,12753648,10,104.43802642822266,0.9882934903976889,0,2,1,0,2,2,3
306,1276002,17,174.29516422047334,0.9854170596998012,1,5,1,0,7,2,1
307,12778275,14,135.75585610525948,0.9830177077413232,2,4,1,1,2,2,2
308,12792719,14,121.2942886352539,0.8745309816750059,2,4,1,0,2,4,1
309,12809833,9,107.70786031087239,0.9141239972873293,1,4,1,0,1,2,0
310,12811219,10,131.87562866210936,0.9633947560318745,1,3,0,0,2,2,2
311,12816494,6,116.95712025960286,0.9609485409225275,2,2,0,0,1,1,0
312,12822768,14,121.90780421665737,0.9801124109415644,3,3,0,0,4,4,0
313,12822802,7,122.98619733537946,0.9832718112290523,0,2,0,0,1,3,1
314,12849119,2,129.8653564453125,0.964656678003493,0,1,0,0,1,0,0
315,12868145,15,141.26359151204426,0.9953123879823944,2,2,1,0,2,4,4
316,12885399,19,149.30801712839227,0.9503739551314115,4,3,2,1,1,1,7
317,12885762,2,76.65472412109375,1.0,0,2,0,0,0,0,0
318,12887227,2,96.26571655273438,0.9550561797752809,0,0,0,0,1,0,1
319,12897537,16,135.33333683013916,0.9956033417400437,5,4,1,0,1,3,2
320,12904479,7,173.01548985072546,0.933278065481535,1,1,0,0,0,3,2
321,12913790,11,105.89192754572088,0.9804158267064512,1,2,0,1,1,4,2
322,12925152,22,134.30619950727984,0.9567818646596542,4,4,0,1,5,7,1
323,12929877,31,96.290281234249,0.9742263251586034,2,6,2,0,3,5,13
324,12930876,27,107.40965440538194,0.9650753735490097,2,8,1,0,3,2,11
325,12942076,2,115.24944305419922,0.9514925373134329,0,1,0,0,1,0,0
326,12951324,5,126.11199645996093,0.9751707745625933,0,3,0,0,1,1,0
327,12952324,2,123.47802734375,0.9653835872761294,0,1,0,0,1,0,0
328,1296492,16,136.44417667388916,0.9774779808946169,1,2,0,0,2,2,9
329,12965892,1,98.45985412597656,0.9465648854961832,0,0,0,0,1,0,0
330,12966754,8,112.69527053833008,0.9941367055828045,1,4,0,0,1,1,1
331,12981422,11,133.92139088023794,0.9375346624165322,3,6,0,1,0,0,1
332,12981704,26,110.39131516676683,0.9821668972704797,3,10,1,2,2,4,4
333,12983775,15,135.84552714029948,0.9565256788117796,4,4,2,2,2,1,0
334,12995940,13,113.8001955472506,0.9831950172493032,0,3,0,1,2,3,4
335,12996124,12,132.38666788736978,0.9700628124002151,1,3,0,2,0,0,6
336,12996153,6,128.76434326171875,0.9505380706524442,1,1,0,0,0,1,3
337,13023404,13,115.45923438439003,0.9616158146896207,4,3,0,2,2,1,1
338,13027020,31,181.09675056703628,0.9340156223093954,5,8,2,2,5,8,1
339,13029437,29,173.31194173878637,0.9553550709703691,3,13,2,0,2,7,2
340,13037045,15,128.72512715657552,0.9277752660407629,2,6,1,1,1,2,2
341,13051489,5,88.33602294921874,0.9860583905647701,0,2,0,0,0,2,1
342,13056759,49,162.48839989487007,0.9432995563761649,7,9,2,1,3,8,19
343,13057206,6,123.99661254882812,0.9755894557976238,0,1,1,1,1,1,1
344,13062042,1,115.65138244628906,0.984313725490196,0,0,0,0,0,1,0
345,13062789,13,103.54932579627403,0.9891305629236663,2,1,1,0,2,6,1
346,13070848,14,137.04517473493303,0.9742546055851405,3,3,0,2,5,1,0
347,13071668,6,141.31472778320312,0.9692849401839648,0,1,0,2,1,0,2
348,13072039,2,129.40067291259766,0.9766073871409029,1,1,0,0,0,0,0
349,13073815,7,110.57864379882812,0.9658677300870807,0,2,0,0,1,1,3
350,13078720,11,110.29810680042614,0.9504566007382024,2,3,0,0,2,1,3
351,13079299,6,127.2837651570638,0.9669299079470891,2,2,0,0,1,1,0
352,13087320,8,130.67714500427246,0.8640839954638292,1,3,0,0,3,0,1
353,13089327,18,122.69798872205946,0.96312089783094,2,6,2,1,1,3,3
354,13093955,7,113.72987365722656,0.9725750977835469,1,3,0,1,0,1,1
355,13098398,15,169.9194081624349,0.9754536770554867,3,4,0,0,5,3,0
