,id,counts,brightness
331,12996124,12,132.43637028817486
332,12996153,6,128.84136427171552
333,13023404,13,115.52670749660714
334,13027020,31,181.14664472164475
335,13029437,29,173.39398904663778
336,13037045,15,128.82082545719993
337,13051489,5,88.44359327846364
338,13056759,39,173.09215197846703
339,13057206,6,124.09096809627914
340,13062042,1,115.76688271604938
341,13062789,13,103.64570063500938
342,13070848,14,137.10746156902192
343,13071668,6,141.38664861583015
344,13072039,2,129.42749757533866
345,13073815,7,110.6809229975818
346,13078720,11,110.39148274012783
347,13079299,6,127.3673764092507
348,13089327,18,122.80308526482753
349,13093955,7,113.82560139417112
350,13098398,15,169.99322888803155
351,13114334,25,127.56154435438755
352,13121416,26,172.06348626547077
353,13132549,8,102.84340908183442
354,13133350,9,128.68599022633745
355,13136263,2,129.82948688271605
356,13140395,9,129.06896049454159
357,13145273,11,128.2432689352806
358,13146804,14,133.10809710423578
359,13146810,13,149.55424293684712
360,13151859,10,109.18801414534589
361,13157736,11,141.46043990034914
362,13168698,6,107.60280636349448
363,13170185,10,96.73232277199075
364,13170839,14,120.73467591978114
365,13187976,9,123.69004860039438
366,13189351,24,132.9591888447675
367,13191068,12,115.3756342194172
368,13200949,13,106.32611094856732
369,13212160,6,97.01976086092407
370,13212956,39,166.2108588638942
371,13221415,23,127.4177148979161
372,13238633,1,121.23200737847222
373,13243054,2,130.85260811155683
374,13254145,30,130.38423955118313
375,13256574,24,160.25620946355892
376,13260909,12,120.73164894386575
377,13263446,13,136.047138748112
378,13269894,15,126.04286619473007
379,13273818,25,134.40412566236765
380,13274006,12,155.00572492337582
381,13287446,5,119.31483693415638
382,13288738,8,107.78296798805752
383,13288968,8,111.07612109776878
384,13289569,6,148.85071820177438
385,13291603,12,118.71921481382758
386,13293014,2,105.0208779967727
387,13296251,19,111.69621621532887
388,13309227,8,134.6676131687243
389,13309475,7,99.55482390873017
390,13312397,2,131.45876157407406
391,13314148,17,117.4359489233413
392,13315061,6,123.15782565194645
393,13315311,12,165.03601155264062
394,13320332,10,114.60345720592493
395,13326351,19,132.81937095250746
396,13327807,12,111.4902171176754
397,13328227,17,149.0847712796538
398,13338141,36,148.38501977446472
399,13339597,7,148.62560563721482
400,13343644,1,132.90168113425926
401,13344477,6,94.22765223122428
402,13351308,1,119.41479684908789
403,13351813,1,101.25884002057613
404,13352360,12,104.87660350490826
405,13354693,12,163.80629714633776
406,13355723,5,127.54247752700617
407,13362878,6,102.63686391304195
408,13372909,9,107.07193386195353
409,13376776,9,126.27979668567099
410,13376902,36,119.89161741495244
411,13388904,13,115.83631536384141
412,13394292,12,109.50278936765197
413,13397033,41,162.2298046761014
414,13401400,11,101.81384609988777
415,13401786,15,148.75422016460908
416,13405707,19,120.30051509705977
417,13406887,8,109.21976576246001
418,13407828,8,173.380780095029
419,13411072,30,170.21965560121328
420,13412185,7,123.2972332298403
421,13414197,6,140.98610312533916
422,1341478,34,107.86406327420531
423,13415357,11,88.22176637614572
424,13423008,16,129.25108833971473
425,13425025,39,160.99197683798891
426,13425880,5,107.08999626789696
427,13430625,5,144.92640825002655
428,13432622,8,117.14277563982941
429,13440759,11,124.17908406986531
430,13444781,13,116.39064750514402
431,13449411,13,126.74451211930776
432,13449518,21,116.63043701124033
433,13450711,7,106.97320137970314
434,13451625,1,115.26391975308643
435,13451668,24,148.0021207262222
436,13455156,9,116.33995605051761
437,13474729,13,99.9726720585612
438,13474984,11,118.87818577850261
439,13476709,1,106.270477124183
440,13477645,5,127.28236220421812
441,13478834,9,149.52558459164845
442,13484617,2,133.43964899528223
443,13484967,2,127.98864221643518
444,13485714,18,98.19798899390211
445,13487246,16,125.18974925229412
446,13487856,15,113.90790074159808
447,13490110,18,108.17502101373171
448,13490289,2,179.9220023148148
449,13491814,12,109.96373706184944
450,13492311,40,114.09134861096179
451,13504928,6,98.16493595868597
452,13514198,10,130.55247576060987
453,13520580,40,161.56681329476717
454,13521129,15,107.01830613425925
455,13524806,16,97.71056804390109
456,13530393,28,164.33666417124914
457,13535141,9,134.26688562742913
458,13538844,8,136.94977435411576
459,13539622,9,139.63566935761276
460,13540376,2,116.25551183127573
461,13540670,21,146.07557014788307
462,13544982,9,104.16648441221088
463,13545935,6,117.73673707786789
464,13546167,18,129.17778706293927
465,13546713,15,116.42995826059827
466,13548906,14,137.41361258077896
467,13558807,14,118.00511115933644
468,13558954,8,67.73699353261341
469,13570436,9,117.79117212505714
470,13576857,22,127.94814419669146
471,13583555,22,132.3474601047912
472,13585175,29,130.58420456513346
473,13587448,15,177.0137502153473
474,13589418,12,119.39744738082989
475,13592929,26,114.18869323025933
476,13593996,7,101.28820307907115
477,13597329,12,97.62664954668209
478,13602045,15,123.05506546109102
479,13602415,20,96.5842920578275
480,13610824,8,105.2987880600237
481,13619806,34,144.54446322450738
482,13620184,15,108.48199816975936
483,13620699,2,91.40597350823046
484,13621722,8,147.02993338879241
485,13627978,5,102.1006804536711
486,13631175,22,145.67708575869383
487,13638012,7,93.679765625
488,13640452,2,100.21799809658592
489,13640970,5,121.43117529108481
490,1364560,18,139.9291141829016
491,13654990,11,162.80434805326755
492,13658185,23,120.08367402253585
493,13668400,1,113.12793895747599
494,13669072,22,127.44682291221753
495,13683204,12,99.18887381847993
496,13686644,24,116.18754868795166
497,13691396,9,125.11383484082074
498,13693205,23,132.06450007522392
499,13699069,12,110.14204996503629
500,13707984,5,131.63246435185187
501,13711379,11,107.5560105389472
502,13731026,15,144.7919766908043
503,13739315,8,148.63715551054526
504,13740674,29,108.50227501166079
505,13742700,10,131.9542744341564
506,13750546,5,144.4228243217665
507,13757779,9,114.09323876460536
508,13759408,27,120.43031576335736
509,13759419,37,146.0193062194342
510,13761510,6,93.20831058706274
511,13764890,13,107.80039483772613
512,13767409,16,118.26988948082699
513,13767500,8,118.97172863618826
514,13767859,9,96.59708219021492
515,13774416,11,118.39110583346009
516,13776599,9,118.52610705661294
517,13779492,9,145.13867697146233
518,13783906,32,143.307761607229
519,13786700,9,117.4069284836534
520,13787166,22,124.75200958514543
521,13792057,11,126.39549215437627
522,13794228,11,118.3714452645458
523,13796842,15,143.56093477478024
524,13797316,30,125.87042068985384
525,13797447,20,119.44171512038922
526,13799063,15,114.37599363932321
527,13810006,39,127.12388877714136
528,13810912,18,102.88093621399177
529,13811690,11,100.64306333797599
530,13812067,10,141.90643142541964
531,13812621,7,110.7247941480103
532,13813290,7,117.79908179130835
533,13813958,23,120.16458458439568
534,13813984,9,144.50350935043346
535,13814160,13,153.99599084461062
536,13828417,13,104.63119891296975
537,13833899,32,163.6639502926801
538,13837425,20,96.42106355291924
539,13839096,12,163.1411040138863
540,13840148,6,120.33126515301275
541,13842046,6,144.7581546679465
542,13845577,8,88.86968987073996
543,13846989,12,130.2043035414923
544,13849186,9,97.83032102804816
545,13851215,9,122.06803421734493
546,13855963,6,118.99595235814633
547,13856548,6,124.65098394096384
548,13856589,20,114.25140663712804
549,13860697,2,99.53441872427983
550,13862105,5,127.56523940195707
551,13862734,6,133.95836979484466
552,13863733,11,93.69786035996539
553,13870616,12,103.77975322752707
554,13875674,7,103.05075615724954
555,13888406,8,99.47548890416024
556,13889012,2,132.63764864111798
557,13890933,8,144.10313640609718
558,13893083,11,130.83041684690264
559,13904831,12,112.70260070088959
560,13907459,1,100.06339301215277
561,13907675,2,138.89492296006944
562,13910515,9,103.38183456822925
563,13912999,7,106.0926462604718
564,13913649,12,110.74617154296953
565,13914142,11,143.222037609292
566,13914639,7,132.64093980395938
567,13923401,9,122.94970487379472
568,13925561,16,173.21273406820282
569,13937600,13,120.32688712489927
570,13939258,27,122.38962830797361
571,13941777,9,116.83661499414153
572,13947990,22,161.11283466902825
573,13949040,2,199.52016396604938
574,13949954,30,159.84966015170167
575,13957072,8,132.09619078821225
576,13966866,25,151.5673048480267
577,13968420,10,119.4058468621399
578,13970318,14,125.17917557127888
579,13972403,10,137.15686181841562
580,13983499,14,147.42802888340276
581,13985603,6,125.09523097266953
582,13988513,8,119.04484634010018
583,13996203,14,113.32576375971396
584,13996644,28,118.9708195613717
585,14005062,6,155.979010530519
586,14005777,6,125.70125236436677
587,14006048,6,141.52192644032922
588,14012265,19,126.33574143030225
589,14014802,31,120.95261628954133
590,14024852,12,121.5275685978224
591,14035113,13,115.4423133556901
592,14040519,9,147.24643008945952
593,14040711,9,147.3827318485891
594,14052487,22,127.43904145047928
595,14056945,2,94.8802280521262
596,14060494,2,118.23367259837963
597,14064980,11,122.57670793583988
598,14069865,36,141.78023439286125
599,14073206,1,88.48104938271605
600,14075685,10,116.61493622898999
601,1407832,33,113.6951276890053
602,14079582,17,129.89748453294996
603,14084572,6,182.3825807793995
604,14084978,5,49.080906684027774
605,14086734,21,101.70734159134334
606,14088690,9,144.53374651706105
607,14101138,15,143.4355558100404
608,14104645,9,94.69574342217336
609,14104731,47,158.59153461694285
610,14118685,6,104.17825798330921
611,14119109,18,173.72115111906783
612,14120657,12,168.0222815914209
613,14120706,13,165.22614359751256
614,14124147,31,114.74705322413621
615,14132419,35,115.93315792598192
616,14135807,7,120.78812284134334
617,14138826,27,137.7505184399291
618,14139029,5,121.38050291171673
619,14142055,6,147.60518087169928
620,14146712,2,106.81880915637859
621,14147075,6,111.90579657493141
622,14147311,2,124.28963831018518
623,14147637,38,135.20505473107485
624,14150388,43,148.01194832988085
625,14151634,8,111.77922292952674
626,14152235,1,130.1898559670782
627,14157433,11,112.70317701026467
628,14163437,1,90.3050271267361
629,14166072,13,114.93956721689308
630,14172106,2,110.29011911651234
631,14174485,20,148.1756010796244
632,14176073,5,104.69022475795298
633,14182397,7,114.86948614594048
634,14185013,31,133.9498175459036
635,14190413,8,120.35485742138897
636,14192979,12,99.51240529998519
637,14202693,10,123.5746565529574
638,14207045,2,116.08561515431049
639,14207694,28,169.7546447160922
640,14208220,5,117.96119990997943
641,14213755,6,124.6297764949694
642,14214586,10,148.51990088157177
643,14225050,7,111.79342713360597
644,14233196,10,131.9563299806134
645,14234436,8,117.0407883846529
646,14256959,16,141.15016007458965
647,14258074,7,120.77403277635837
648,14289228,12,124.35115337523575
649,14313639,9,105.30530891517006
650,14316826,22,181.70709206896427
651,14330376,4,133.99597013915678
652,14331209,16,117.14854158629116
653,14338569,11,166.34025247631354
654,14339083,12,127.3508148196211
655,14348340,6,123.23750743696773
656,14351685,6,115.37502652391976
657,14357339,6,152.4387271190519
658,14363628,18,116.76143291234426
659,14367732,34,164.10323889389042
660,14370506,37,120.57560337536611
661,14397631,31,136.08524402095009
662,14414156,11,168.05090800754863
663,14422707,44,111.21711716941117
664,14436901,15,122.43787440414953
665,14438614,19,114.00758919778464
666,1447994,19,136.71950728433126
667,14493319,9,106.75806498628258
668,14495342,5,115.70698478561549
669,14498536,14,118.59589292603614
670,14510597,12,142.408576169222
671,14521517,9,119.80757866083675
672,14526757,14,134.62696717923282
673,14528059,2,85.91278034979425
674,14528789,6,103.06941739780416
675,14529778,11,127.46798853296015
676,14530358,11,95.40246187532439
677,14541318,13,176.198840311667
678,14544503,12,116.29226235639577
679,14551512,9,148.01206525953685
680,14553657,13,116.31117083630105
681,14554194,37,110.8073645951362
682,14561036,18,116.79495734126984
683,14585984,19,144.36472484396145
684,14597392,25,147.8485334683642
685,14605077,20,123.55760332464949
686,14606138,9,110.6573850038537
687,14607312,15,124.96629191539446
688,14611103,8,109.2097370715985
689,14624814,5,162.0293131769741
690,14627079,7,101.59922343140097
691,14634841,25,140.19233443581817
692,14645452,9,141.80019775098611
693,14645775,8,64.99738294813368
694,14647936,1,201.5235262345679
695,1466234,31,115.26232971339276
696,14664880,5,110.03592423804011
697,14669504,34,119.79912512092979
698,14702552,11,117.25896124966977
699,14702691,8,140.40640420042436
700,14705159,23,146.19574084852187
701,14706201,6,116.45202375721594
702,14711925,10,122.49513620370855
703,14717971,30,141.3003417590943
704,14718669,28,120.75482598243825
705,14726645,10,130.4891065297068
706,14727905,11,88.66878020556425
707,14742500,40,146.93851803139307
708,14743667,20,98.13633131054954
709,14745699,39,165.19757724102695
710,14755491,6,132.1359258093104
711,14770396,7,125.2777643782331
712,14786380,9,127.16411925676908
713,14798540,27,139.23113180285569
714,14813014,10,173.1736199329782
715,14820186,8,126.03825048627186
716,14824418,13,170.09747059036573
717,14838168,11,134.6532316148788
718,14839700,8,97.93175968123072
719,14845900,10,118.83098334619339
720,14857131,15,116.20297044324415
721,14857381,10,120.80264537208863
722,14879971,18,125.33523469314329
723,14898821,9,144.9025185486205
724,14904122,11,121.55479258733163
725,14907513,5,100.56574590950459
726,14932890,5,135.94459972993826
727,14934635,2,127.39326750578704
728,14938508,16,185.57338209603836
729,14941430,10,111.15363806905864
730,14957692,11,130.54107356852867
731,14957777,22,164.22590410275595
732,14958082,20,158.81404211676954
733,14960022,18,166.7297952746342
734,14963529,21,126.92525204466074
735,14972466,17,116.9023900281724
736,14979329,8,133.67407985838545
737,14998533,10,111.78718632651749
738,15000162,6,119.98304285622429
739,1500892,12,171.9038290172457
740,15022396,8,115.83526974022634
741,15034757,40,153.49202295237052
742,15040997,10,125.82675860311424
743,15041289,5,89.37866016216174
744,15041305,14,111.17271238655572
745,15054939,16,160.19847204137733
746,15055615,8,129.28098064155736
747,15063921,25,172.68906506094083
748,15069913,34,151.63099067069945
749,15096191,7,125.38159834747943
750,15112889,9,116.49404699701992
751,15119820,17,150.98179285482075
752,15119965,17,158.95294538542555
753,15128996,19,113.86858414914775
754,15137237,13,128.47566185310114
755,15155552,19,115.53950937232726
756,15158289,21,176.39582272376543
757,15161206,27,147.81944904073313
758,15162862,19,149.82807856750898
759,15169715,7,113.46331229773618
760,15179261,13,162.28261662759968
761,15197756,23,123.6448100462307
762,1520036,27,176.82184296902705
763,15204058,6,89.55821334992567
764,15215993,10,122.70190128279322
765,15217206,46,134.49983036866394
766,15230072,19,140.57248629103944
767,15230263,12,101.14535279492456
768,15232922,6,126.9874225715878
769,15242851,6,104.9973916909219
770,15253032,8,127.41484117228943
771,15261952,12,120.63918713563099
772,15270528,20,171.8374682355967
773,15293223,12,116.48929556666523
774,15333268,23,136.0924007956477
775,15339244,13,109.31034654212172
776,15342454,12,130.7683898924318
777,15358854,7,156.07133334095306
778,15366623,9,131.7587081332876
779,15368864,5,116.84170660516945
780,15396557,1,150.58539094650206
781,15402995,5,174.64284073783804
782,15404521,5,169.25304694303514
783,15404830,5,179.7268290494521
784,15410846,19,187.82952832465898
785,15416221,30,170.62756366602133
786,15435282,43,95.6017284378164
787,15451476,8,121.97897314052821
788,15452114,13,135.85581189342562
789,15464152,5,124.37440798611112
790,15466582,11,163.2773315913767
791,15467987,13,186.88155584759764
792,15472184,20,141.08077924329132
793,15472365,24,129.2323004923447
794,15480160,1,136.15752314814816
795,15482095,12,119.4264289977533
796,15490755,8,123.75234237411294
797,15506225,25,157.5059995949074
798,15517141,12,194.8274597318673
799,15520068,24,163.40834976127778
800,15556545,5,109.45765835851766
801,1556554,22,132.71733942433596
802,15596718,15,100.14178928755146
803,1559929,10,119.83533788258747
804,15606359,10,118.43498650659328
805,15627778,7,111.1784422750897
806,15630107,22,117.69769305467872
807,1563134,17,129.48698242704762
808,15642257,13,110.17225545337561
809,15650510,11,171.10889575088606
810,15653924,25,111.20532587592218
811,15659287,2,127.70424913194444
812,15662149,21,162.59253258176378
813,15662629,23,175.04235008454305
814,15672712,9,102.43442479709648
815,15677169,9,113.18360690675016
816,15677594,8,118.81461844738618
817,15678843,2,140.86903603467175
818,15682438,12,107.908216698486
819,15695376,21,171.47299745978327
820,15695932,26,175.31860924218398
821,15696557,13,120.43736823361824
822,15701179,6,117.61159323368948
823,15716017,13,167.74080121723162
824,15718999,9,129.636284466855
825,15719623,7,111.88731768536891
826,15725118,17,131.82270871513458
827,15726268,19,174.74076294692068
828,15726888,16,144.82904919511103
829,15742326,26,181.0126290117369
830,15742736,2,126.52934678819445
831,15749806,1,126.44912208504802
832,15757589,19,142.1532673838981
833,15763163,5,129.7159933127572
834,15771291,20,139.81423168788317
835,15771766,19,153.83469284890364
836,15779845,5,109.18334754372427
837,15781024,7,110.46891914573546
838,15784729,1,143.54451244212962
839,15786005,11,123.62251695192667
840,15795790,18,165.00337194719327
841,15796152,12,101.57108354865487
842,15797841,6,100.21558159722223
843,15798190,8,96.0063727589798
844,15802087,7,131.09606013007055
845,15804562,6,110.03488304061335
846,15814444,21,157.63722594246033
847,15818092,20,166.5670178076213
848,15825533,24,91.28200737847224
849,1582908,12,154.51066966685644
850,15831512,5,97.59428243167142
851,15832531,26,92.41658961746202
852,15848846,31,152.2966686635574
853,15854530,35,173.9187461085545
854,15856240,6,126.13021931798697
855,15885600,14,89.6926894106408
856,15892986,19,149.70777173644083
857,15908888,45,106.09466061454208
858,15916900,8,102.5061711453457
859,15924158,25,106.37758279963991
860,15935594,8,118.09028485249753
861,15938362,33,151.4578913693958
862,15940703,8,124.45591268405992
863,15950739,6,109.35271095893347
864,15955372,13,167.15753339233987
865,15969367,14,168.52559862534903
866,15978026,8,168.9898266032236
867,159889,13,115.6675544279182
868,15993889,27,120.25147227260199
869,15995416,17,102.84794013631688
870,1600779,10,121.03565192579731
871,16014305,28,113.88633967875423
872,16014387,17,135.93115463368358
