,+1,+2,+3,+4,+5,+6,+7,+8,+9,+10
30,0.2595343481749296,0.5292194247245788,0.52069131731987,0.5398217618465424,0.5217750251293183,0.4983734428882599,0.44956804513931276,0.5255496323108673,0.5259213149547577,0.5357863187789917
40,0.19590502232313156,0.49434125423431396,0.5053740859031677,0.5109378397464752,0.5303192615509034,0.5034982919692993,0.5030544698238373,0.5304460465908051,0.5176806509494781,0.5104233384132385
50,0.2169120877981186,0.5104150831699371,0.5443856716156006,0.5576884746551514,0.5107761144638061,0.5187064290046692,0.5183723926544189,0.5498160302639008,0.5187809586524963,0.5373397707939148
60,0.168169966340065,0.4916766703128815,0.5113126337528229,0.5436965942382812,0.5082155287265777,0.5052457332611084,0.5305374324321747,0.5159456133842468,0.4927847862243652,0.3581330686807632
70,0.24508350752294064,0.48877415657043455,0.567691159248352,0.5287977635860444,0.5446056246757507,0.5132516264915467,0.5448551058769227,0.523557698726654,0.5299764633178711,0.5496153116226197
80,0.1727011501789093,0.5200040876865387,0.5540560781955719,0.555694580078125,0.5173037469387054,0.4986861228942871,0.5527668356895447,0.5079605877399445,0.5089012682437897,0.511411827802658
90,0.2564636394381523,0.5264410734176636,0.5261260092258453,0.5269693315029145,0.560540246963501,0.5407619714736939,0.533539491891861,0.558369106054306,0.5485297799110412,0.5384370446205139
100,0.3363416075706482,0.4744289219379425,0.543187552690506,0.5320284068584442,0.5364745914936065,0.5216848433017731,0.5243998348712922,0.5505016565322876,0.514581686258316,0.5074035465717316
110,0.32683418691158295,0.5027839481830597,0.5259804964065552,0.55580273270607,0.5500115096569062,0.5580032706260681,0.5305801153182983,0.5585330843925476,0.5300954401493072,0.5199492335319519
120,0.31716686487197876,0.5398824512958527,0.5105941236019135,0.5509101867675781,0.5776397228240967,0.5694170236587525,0.5382507741451263,0.5378133118152618,0.5445371687412262,0.521183168888092
