,loss,R_squared,mse,mae,val_loss,val_R_squared,val_mse,val_mae
0,3.4795279502868652,-61.808528900146484,3.4795279502868652,1.2574962377548218,0.44225025177001953,0.0008138815755955875,0.44225025177001953,0.5145442485809326
1,0.3586292266845703,-0.4494711756706238,0.3586292266845703,0.4599016308784485,0.9894881248474121,-1.2594629526138306,0.9894881248474121,0.8308767676353455
2,0.5348027944564819,-0.11631479859352112,0.5348027944564819,0.575978696346283,0.34370243549346924,0.2224128246307373,0.34370243549346924,0.462639719247818
3,0.34411582350730896,0.23274564743041992,0.34411582350730896,0.45938214659690857,0.27484366297721863,0.3752259314060211,0.27484366297721863,0.4083649218082428
4,0.3226783573627472,-1.3897361755371094,0.3226783573627472,0.44478702545166016,0.3843695819377899,0.1253243088722229,0.3843695819377899,0.4944092929363251
5,0.35446974635124207,0.23688998818397522,0.35446974635124207,0.4690372943878174,0.3229929506778717,0.26414963603019714,0.3229929506778717,0.4450257122516632
6,0.3051440715789795,0.2967323958873749,0.3051440715789795,0.43285101652145386,0.2553647756576538,0.4179266393184662,0.2553647458553314,0.3915807604789734
7,0.3007727861404419,0.09196500480175018,0.3007727861404419,0.42924609780311584,0.3254874646663666,0.2552963197231293,0.3254874646663666,0.4429384469985962
8,0.3336421549320221,0.270596981048584,0.3336421549320221,0.45157355070114136,0.37531957030296326,0.1477101445198059,0.37531957030296326,0.48084020614624023
9,0.37016719579696655,0.13395939767360687,0.37016719579696655,0.47796931862831116,0.321980357170105,0.2716847360134125,0.321980357170105,0.4409235715866089
10,0.31227248907089233,0.11954992264509201,0.31227248907089233,0.43554484844207764,0.30385729670524597,0.3144794702529907,0.30385732650756836,0.42840713262557983
11,0.31808075308799744,-3.0046868324279785,0.31808075308799744,0.4426794946193695,0.3090607225894928,0.30149683356285095,0.3090607225894928,0.4297538995742798
12,0.3311316668987274,0.23257985711097717,0.3311316668987274,0.45282357931137085,0.28049156069755554,0.36627545952796936,0.28049156069755554,0.4104694426059723
13,0.29111045598983765,0.37526407837867737,0.29111048579216003,0.41991326212882996,0.2900802195072174,0.3464207649230957,0.2900802195072174,0.41595321893692017
14,0.3014967143535614,0.35345590114593506,0.3014967143535614,0.42836588621139526,0.272331565618515,0.387014240026474,0.272331565618515,0.4044358432292938
15,0.29873210191726685,0.37216612696647644,0.29873213171958923,0.42819732427597046,0.30136653780937195,0.32306990027427673,0.30136653780937195,0.425059050321579
16,0.3079478442668915,0.2945297062397003,0.3079478442668915,0.43682146072387695,0.2711920440196991,0.3920881748199463,0.2711920440196991,0.4034241735935211
17,0.2895614504814148,0.05368618667125702,0.2895614504814148,0.4194708466529846,0.31868666410446167,0.2832857668399811,0.31868666410446167,0.44153308868408203
18,0.3319612741470337,0.2948160469532013,0.3319612741470337,0.4506901800632477,0.35187703371047974,0.2068832963705063,0.35187703371047974,0.4703848659992218
19,0.3148784339427948,0.14535947144031525,0.3148784339427948,0.4408649206161499,0.436708003282547,0.02179896831512451,0.436708003282547,0.5312418937683105
20,0.35990583896636963,0.11155765503644943,0.35990583896636963,0.47096550464630127,0.28807756304740906,0.35544490814208984,0.28807756304740906,0.4149145781993866
21,0.3074955344200134,0.23675702512264252,0.3074955344200134,0.4326726496219635,0.2687389850616455,0.3963388502597809,0.2687389850616455,0.4011937379837036
22,0.2802562415599823,-0.600040078163147,0.2802562415599823,0.4137168228626251,0.3269291818141937,0.26554328203201294,0.3269292116165161,0.4422208368778229
23,0.3553946614265442,0.139784038066864,0.3553946614265442,0.46689334511756897,0.3307746648788452,0.25635942816734314,0.3307746648788452,0.44508472084999084
24,0.3095143735408783,0.2302214503288269,0.3095143735408783,0.43351879715919495,0.2688417434692383,0.39671754837036133,0.2688417434692383,0.4019118845462799
25,0.28989988565444946,0.2488965541124344,0.28989988565444946,0.42048484086990356,0.3754054605960846,0.15905249118804932,0.3754054605960846,0.4866252541542053
26,0.36239752173423767,-1.1975210905075073,0.36239752173423767,0.4738304615020752,0.3118065297603607,0.30240598320961,0.3118065297603607,0.4366554319858551
27,0.3004612624645233,-0.08832235634326935,0.3004612624645233,0.42800605297088623,0.3198120594024658,0.28242141008377075,0.3198120594024658,0.4358121454715729
28,0.3971099853515625,0.11830286681652069,0.3971099853515625,0.4974117875099182,0.38318613171577454,0.14064480364322662,0.38318613171577454,0.4818430244922638
29,0.42755329608917236,0.0819438025355339,0.42755329608917236,0.5207577347755432,0.3315790891647339,0.25551000237464905,0.3315790891647339,0.4438801109790802
30,0.3752695918083191,0.046252284198999405,0.3752695918083191,0.4874902665615082,0.35446983575820923,0.20210911333560944,0.35446983575820923,0.46335041522979736
31,0.44737714529037476,0.05028033256530762,0.44737714529037476,0.5334140658378601,0.3494566082954407,0.20854932069778442,0.3494566082954407,0.4667968153953552
32,0.3401915431022644,0.18105341494083405,0.3401915431022644,0.4585031569004059,0.3222601115703583,0.2692572772502899,0.3222601115703583,0.4465251564979553
33,0.29781100153923035,-0.010467767715454102,0.29781100153923035,0.42617353796958923,0.2873530685901642,0.35704395174980164,0.2873530685901642,0.4142952263355255
34,0.3148233890533447,-0.8477001190185547,0.3148233890533447,0.438468337059021,0.28472036123275757,0.3599679470062256,0.28472036123275757,0.41302236914634705
35,0.3334725499153137,0.057835232466459274,0.3334725499153137,0.4500814974308014,0.3097571134567261,0.3003580570220947,0.3097571134567261,0.43802642822265625
36,0.30523204803466797,0.34878435730934143,0.30523204803466797,0.4319390654563904,0.28214284777641296,0.36674365401268005,0.28214284777641296,0.4096357524394989
37,0.2871952950954437,0.38070106506347656,0.2871952950954437,0.4172784686088562,0.2688180208206177,0.39267683029174805,0.2688180208206177,0.40122634172439575
38,0.2851279079914093,0.3038199245929718,0.2851279377937317,0.41562145948410034,0.26885929703712463,0.39068660140037537,0.26885929703712463,0.40084150433540344
39,0.2828347980976105,0.09914536774158478,0.2828347980976105,0.41155004501342773,0.314799427986145,0.2833917438983917,0.314799427986145,0.4408808946609497
40,0.32560789585113525,0.29297858476638794,0.32560789585113525,0.44319140911102295,0.2754485309123993,0.37908777594566345,0.2754485011100769,0.40397682785987854
41,0.28362739086151123,0.3075399696826935,0.28362739086151123,0.41205188632011414,0.252288818359375,0.4270731508731842,0.252288818359375,0.38672471046447754
42,0.27423331141471863,-0.9149007201194763,0.27423331141471863,0.40377509593963623,0.2912222146987915,0.33564862608909607,0.2912222146987915,0.4176042973995209
43,0.30843064188957214,-2.1773433685302734,0.30843064188957214,0.43279993534088135,0.39517712593078613,0.09933070093393326,0.39517712593078613,0.49929240345954895
44,0.4163317084312439,0.05317327752709389,0.4163317084312439,0.5035579204559326,0.2872968912124634,0.3508415222167969,0.2872968912124634,0.4151681661605835
45,0.30072471499443054,-3.7100164890289307,0.30072471499443054,0.42606765031814575,0.25393080711364746,0.42519712448120117,0.25393080711364746,0.3873434364795685
46,0.27747517824172974,-9.625336647033691,0.27747517824172974,0.40729379653930664,0.30054205656051636,0.3223595917224884,0.30054205656051636,0.42390644550323486
47,0.32692667841911316,0.2152670919895172,0.32692667841911316,0.44577014446258545,0.2559404671192169,0.4198637008666992,0.2559404671192169,0.38937121629714966
48,0.2966860234737396,0.34313955903053284,0.29668599367141724,0.4203912615776062,0.2727024555206299,0.37852954864501953,0.2727024555206299,0.40262094140052795
49,0.2787891924381256,-0.8923065662384033,0.2787891924381256,0.40850958228111267,0.3072974979877472,0.2992500364780426,0.3072974979877472,0.4314410984516144
50,0.334886372089386,-1.4487730264663696,0.334886372089386,0.45289602875709534,0.24923421442508698,0.4339047372341156,0.24923421442508698,0.3839149475097656
51,0.3165595233440399,0.21412229537963867,0.3165595233440399,0.4393189251422882,0.3176417648792267,0.28374701738357544,0.3176417648792267,0.4382847547531128
52,0.301453560590744,0.26985299587249756,0.301453560590744,0.42643576860427856,0.2687399983406067,0.3914790153503418,0.2687399983406067,0.400005042552948
53,0.28425097465515137,0.26876604557037354,0.28425097465515137,0.4126347303390503,0.2800988554954529,0.362348347902298,0.2800988554954529,0.4105525314807892
54,0.2879510819911957,0.3509795367717743,0.2879510521888733,0.4162277281284332,0.26353004574775696,0.4009017050266266,0.26353004574775696,0.3957173526287079
55,0.2762187421321869,0.3322640657424927,0.2762187421321869,0.4091443419456482,0.27107134461402893,0.38417673110961914,0.27107134461402893,0.40400221943855286
56,0.27679184079170227,0.3922150433063507,0.27679184079170227,0.4085698127746582,0.3104122579097748,0.2951746881008148,0.3104122579097748,0.4374401271343231
57,0.30579662322998047,0.23039698600769043,0.30579662322998047,0.4303475022315979,0.341467946767807,0.22176219522953033,0.341467946767807,0.4627993702888489
58,0.32478877902030945,0.21851538121700287,0.32478877902030945,0.4425109922885895,0.2768526077270508,0.3716874420642853,0.2768526077270508,0.4081238806247711
59,0.2768278419971466,0.3128703832626343,0.2768278121948242,0.4075220227241516,0.2819429337978363,0.3576858937740326,0.2819429337978363,0.4127226173877716
60,0.2830280661582947,0.297419935464859,0.2830280661582947,0.4106287360191345,0.3831956088542938,0.13134104013442993,0.3831956088542938,0.49443319439888
61,0.3887997269630432,0.14961694180965424,0.3887997269630432,0.4959830045700073,0.31717079877853394,0.27552786469459534,0.31717079877853394,0.44219449162483215
62,0.30613258481025696,-0.8428426384925842,0.30613258481025696,0.4268355369567871,0.326958566904068,0.25254303216934204,0.326958566904068,0.449955552816391
63,0.3351499140262604,-2.5284643173217773,0.3351499140262604,0.4515843391418457,0.2853841185569763,0.3494590222835541,0.2853841185569763,0.41247135400772095
